"site","latitude","longitude"
"L1H002",-32.06908,23.00757
"L1H003",-32.23796,23.05063
"L2H001",-32.24351,23.41147
"L2H002",-31.98186,23.85482
"L2H003",-31.95527,23.78277
"L2H004",-32.24352,25.41153
"L3H001",-33.08653,23.49508
"L6H001",-33.20372,24.23438
"L6H002",-33.0457,24.33288
"L7H002",-33.32208,24.34677
"L7H004",-33.41374,24.65234
"L7H005",-33.42263,24.65928
"L7H006",-33.731,24.61794
"L7H007",-33.45777,24.68977
"L8H001",-33.86572,23.83577
"L8H002",-33.73777,23.30444
"L8H005",-33.79194,24.03277
"L9H001",-33.809,24.8329
"L9H002",-33.75789,24.65872
"L9H003",-33.77761,24.81179
"M1H001",-33.73567,25.31847
"M1H002",-33.69012,25.26624
"M1H004",-33.79727,25.309
"M1H012",-33.77191,25.38638
"N1H001",-32.23769,24.52956
"N1H002",-32.1613,24.54845
"N1H003",-32.38851,24.469
"N1H004",-32.21463,24.57817
"N1H006",-32.1813,24.42428
"N1H007",-32.42545,24.29094
"N1H008",-32.49656,24.04955
"N1H010",-32.32046,24.45761
"N1H011",-32.16908,24.07594
"N1H012",-32.16102,24.12594
"N2H002",-32.94944,24.66666
"N2H003",-32.80877,24.66623
"N2H004",-32.63156,24.67901
"N2H005",-33.0757,25.01513
"N2H006",-32.49823,24.47095
"N2H007",-33.0993,25.0115
"N2H008",-33.08027,25.07805
"N2H009",-33.1075,25.22861
"N2L009",-33.1075,25.22861
"N3H001",-32.97987,25.18986
"N3H002",-33.00027,25.16416
"N4H001",-33.37847,25.3548
"N4H002",-33.4225,25.48277
"N4H003",-33.58163,25.67388
"N4H005",-33.51194,25.64777
"N4L002",-33.61636,25.6688
"NN14",-28.9696,31.75505
"P1H001",-33.25514,26.311
"P1H002",-33.24709,26.361
"P1H003",-33.32941,26.07775
"P3H001",-33.5523,26.6018
"P4H001",-33.50677,26.74444
"Q1H001",-31.90326,25.48181
"Q1H002",-31.78216,25.45237
"Q1H003",-31.7366,25.33292
"Q1H004",-31.94826,25.55293
"Q1H005",-31.46666,25.68333
"Q1H006",-31.57856,25.53876
"Q1H007",-31.60022,25.49321
"Q1H008",-31.55161,25.16625
"Q1H009",-31.533,25.0743
"Q1H010",-31.6105,25.24375
"Q1H011",-31.53939,24.90958
"Q1H012",-31.57002,25.54388
"Q1H013",-31.7775,25.3175
"Q1L001",-31.69027,25.4695
"Q1L002",-31.90336,25.48169
"Q2H001",-31.91409,25.41876
"Q2H002",-31.90422,25.43061
"Q3H001",-32.04214,25.5032
"Q3H002",-32.08159,25.58543
"Q3H003",-32.1938,25.65376
"Q3H004",-32.03545,25.52111
"Q3H005",-32.08583,25.57583
"Q4H001",-32.23713,25.80377
"Q4H002",-31.96243,25.99961
"Q4H003",-31.96854,26.00128
"Q4H004",-32.0827,26.18906
"Q4H005",-32.31407,25.74099
"Q4H012",-32.23713,25.80377
"Q4H013",-32.31419,25.74111
"Q5H001",-32.48796,25.80293
"Q5H002",-32.42351,25.77654
"Q5H004",-32.63989,25.75376
"Q5L003",-32.3365,25.72186
"Q6H001",-32.56684,25.94683
"Q6H002",-32.62906,25.88294
"Q6H003",-32.60586,25.88461
"Q7H001",-32.9546,25.81515
"Q7H002",-32.71989,25.8421
"Q7H004",-32.74294,25.81099
"Q7H005",-33.02763,25.8933
"Q7L003",-32.77972,25.83494
"Q8H001",-33.09138,25.95388
"Q8H002",-32.73933,25.57098
"Q8H004",-32.56378,25.44514
"Q8H005",-32.625,25.45222
"Q8H008",-32.785,25.61483
"Q8H010",-32.56186,25.44513
"Q8L011",-33.09194,25.95547
"Q9H002",-32.7135,26.29608
"Q9H003",-33.11959,26.50545
"Q9H004",-32.56045,26.69296
"Q9H005",-32.51684,26.25323
"Q9H006",-33.15904,26.83824
"Q9H007",-32.55795,26.67157
"Q9H008",-32.71128,26.57823
"Q9H009",-32.65378,26.69268
"Q9H010",-33.20876,26.86574
"Q9H011",-32.56805,26.68416
"Q9H012",-33.09825,26.44475
"Q9H013",-33.35542,26.86157
"Q9H014",-32.4649,26.51046
"Q9H015",-32.48768,26.44795
"Q9H016",-32.49935,26.36517
"Q9H017",-32.70211,26.57594
"Q9H018",-33.2378,26.99486
"Q9H019",-32.55377,26.67097
"Q9H020",-33.20292,26.6899
"Q9H029",-32.76144,26.62886
"Q9H030",-32.46561,26.50741
"Q9L002",-33.12794,26.61358
"R1H001",-32.75961,26.85491
"R1H002",-32.82489,27.00658
"R1H003",-32.68295,27.15492
"R1H005",-32.75184,27.09047
"R1H006",-32.75184,27.09797
"R1H007",-32.63767,27.1927
"R1H008",-32.63629,27.1877
"R1H009",-32.71684,27.10325
"R1H010",-32.66628,27.20131
"R1H011",-32.63851,27.1077
"R1H012",-32.63712,27.11158
"R1H013",-33.01182,26.95436
"R1H014",-32.64,26.93611
"R1H015",-33.18536,27.39075
"R1H018",-32.75184,27.09047
"R2H001",-32.73194,27.29361
"R2H002",-32.99655,27.79633
"R2H003",-32.95072,27.4791
"R2H004",-32.75017,27.29326
"R2H005",-32.87538,27.38286
"R2H006",-32.85841,27.37072
"R2H007",-32.77933,27.3852
"R2H008",-32.76794,27.37297
"R2H009",-32.91544,27.38633
"R2H010",-32.94052,27.46063
"R2H011",-32.92488,27.4791
"R2H012",-32.78711,27.26298
"R2H013",-32.811,27.18298
"R2H015",-32.93169,27.47255
"R2H016",-32.93513,27.44588
"R2H027",-32.99163,27.64002
"R3H001",-32.80191,27.85533
"R3H008",-32.96458,27.9153
"S2H001",-31.77466,27.42104
"S2H003",-31.79161,27.45215
"S3H001",-32.20297,26.49184
"S3H002",-31.74438,26.58407
"S3H003",-32.1995,26.48269
"S3H004",-32.0503,26.7898
"S3H005",-32.18111,26.82083
"S3H006",-31.92288,26.78569
"S3H013",-32.17377,27.3723
"S4H001",-32.28769,27.13659
"S5H001",-31.66106,27.66633
"S5H002",-32.0443,27.82238
"S6H001",-32.57936,27.36591
"S6H002",-32.57573,27.62271
"S6H003",-32.51627,27.52377
"S7H004",-32.51638,28.01805
"T1H001",-31.67027,28.11163
"T1H002",-31.76138,28.00495
"T1H004",-31.92027,28.44777
"T1H011",-31.77777,27.72083
"T1H013",-31.79966,28.33302
"T1H014",-31.851,28.39269
"T1H015",-32.00055,28.58166
"T2H001",-31.68412,28.88359
"T2H003",-31.47051,28.61747
"T2H010",-31.55666,28.73722
"T3H001",-30.29474,28.40497
"T3H002",-30.48277,28.62083
"T3H003",-30.94887,28.45386
"T3H004",-30.56844,29.42241
"T3H005",-31.0318,28.8845
"T3H006",-31.23805,28.85222
"T3H007",-30.86013,29.07125
"T3H008",-30.57066,29.15016
"T3H009",-31.07166,28.35361
"T3H010",-30.81,29.32277
"T3H014",-31.21944,28.63083
"T3H015",-30.48277,28.62083
"T3H016",-31.23777,28.84611
"T3H017",-31.10427,29.39972
"T3H019",-30.77586,29.03221
"T3H020",-31.3955,29.26508
"T4H001",-30.73419,29.82869
"T5H001",-30.2553,29.94335
"T5H002",-30.40372,29.89472
"T5H004",-29.77713,29.47083
"T5H005",-29.98813,29.85188
"T5H006",-30.70972,30.27252
"T5H007",-30.24733,29.92908
"T5H008",-30.26827,29.89483
"T6H001",-31.49611,29.5288
"T6H004",-31.32777,29.52666
"T7H001",-31.5512,29.2438
"U1H001",-30.00837,30.24475
"U1H002",-29.8931,30.0703
"U1H003",-30.1813,30.76643
"U1H004",-30.1813,30.76643
"U1H005",-29.74369,29.90494
"U1H006",-30.16908,30.69716
"U1H009",-30.13561,30.67372
"U1H010",-30.13111,30.05175
"U2H001",-29.48729,30.23753
"U2H002",-29.65034,30.79976
"U2H003",-29.75922,30.93505
"U2H004",-29.58506,30.62083
"U2H005",-29.57602,30.60258
"U2H006",-29.38175,30.27775
"U2H007",-29.44258,30.14852
"U2H011",-29.64708,30.25975
"U2H012",-29.42305,30.48827
"U2H013",-29.51261,30.09441
"U2H015",-29.69145,30.82199
"U2H021",-29.42202,30.43059
"U2H022",-29.66086,30.63616
"U2H041",-29.60772,30.45025
"U2H042",-29.65895,30.68365
"U2H044",-29.55257,30.18836
"U2H045",-29.5459,30.17141
"U2H046",-29.54257,30.12419
"U2H052",-29.585,30.625
"U2H055",-29.64244,30.68861
"U2H057",-29.63072,30.35322
"U2H058",-29.64144,30.36544
"U2H061",-29.39161,30.06296
"U3H001",-29.53368,31.08922
"U3H002",-29.60312,31.01644
"U4H001",-29.35397,31.24367
"U4H002",-29.16191,30.63
"U4H003",-29.00899,30.78865
"U4H004",-29.01704,30.7806
"U4H005",-29.28592,31.1295
"U4H006",-29.29591,31.18755
"U4H007",-29.28786,31.13116
"U4H009",-29.38369,31.25395
"U6H001",-29.9554,30.952
"U6H002",-29.749,30.317
"U6H003",-29.80394,30.51587
"U7H001",-29.84733,30.2353
"U7H002",-30.0967,30.8231
"U7H003",-29.84033,30.27308
"U7H004",-29.84172,30.27058
"U7H005",-29.84255,30.26891
"U7H006",-29.84616,30.26391
"U7H007",-29.86244,30.24416
"U7H010",-30.14837,30.80865
"U7H012",-30.00597,30.71213
"U8H001",-30.39922,30.60077
"U8H002",-30.46252,30.56114
"U8H003",-30.27402,30.69602
"U8H004",-30.32827,30.32897
"U8H005",-30.30033,30.5875
"U8H006",-30.313,30.67211
"V1H001",-28.73591,29.82111
"V1H002",-28.73789,29.35222
"V1H004",-28.79622,29.30278
"V1H009",-28.89247,29.77047
"V1H010",-28.81813,29.54505
"V1H026",-28.72194,29.37572
"V1H029",-28.50818,29.34806
"V1H030",-28.51429,29.33667
"V1H031",-28.72405,29.35144
"V1H032",-28.6415,29.03305
"V1H033",-28.65317,29.04416
"V1H034",-28.67305,29.08583
"V1H039",-29.05843,29.52862
"V1H041",-28.81261,29.31058
"V1H047",-28.76011,29.29194
"V1H051",-28.57012,29.7764
"V2H001",-29.03315,30.36003
"V2H002",-29.21927,29.99163
"V2H003",-29.22564,30.25169
"V2H004",-29.07161,30.24583
"V2H005",-29.36013,29.881
"V2H006",-29.26619,29.868
"V2H007",-29.23855,29.78788
"V2H008",-28.85983,30.49976
"V2H009",-29.24694,29.97022
"V2H021",-29.32066,29.7172
"V3H001",-28.24597,30.5092
"V3H002",-27.60268,29.94252
"V3H003",-27.92321,29.94919
"V3H004",-27.89016,29.96891
"V3H005",-27.43602,29.97586
"V3H006",-28.01043,30.3942
"V3H007",-27.84989,29.84057
"V3H008",-27.63434,30.34614
"V3H009",-27.89694,29.95311
"V3H010",-28.05932,30.37337
"V3H011",-27.89822,30.58115
"V3H030",-27.60268,29.94252
"V3H033",-27.60268,29.94252
"V5H002",-29.1405,31.39258
"V6H002",-28.75002,30.44222
"V6H003",-28.30986,30.1478
"V6H004",-28.40485,30.0128
"V6H006",-28.24014,29.75418
"V6H007",-28.74622,30.37864
"V7H001",-29.01621,29.88446
"V7H012",-29.00525,29.88263
"V7H016",-29.18516,29.63266
"V7H017",-29.18638,29.63708
"V7H018",-29.06688,29.74825
"V7L028",-28.84633,30.10183
"W1H001",-28.66067,31.62868
"W1H002",-28.77122,31.47979
"W1H003",-28.71706,31.5134
"W1H004",-28.87288,31.45729
"W1H005",-28.57207,31.39256
"W1H006",-28.77289,31.46645
"W1H007",-29.05704,31.52951
"W1H008",-28.71428,31.71224
"W1H009",-28.74817,31.74563
"W1H010",-29.01038,31.45923
"W1H011",-28.76677,32.07925
"W1H012",-28.90038,31.79063
"W1H013",-28.83372,31.79313
"W1H014",-28.86288,31.73117
"W1H015",-28.87594,31.77396
"W1H016",-28.83511,31.77869
"W1H017",-28.83511,31.75452
"W1H018",-28.9803,31.73594
"W1H019",-28.98147,31.73541
"W1H025",-28.87288,31.45729
"W1H031",-28.85566,31.75118
"W1H032",-28.80127,31.95538
"W1H038",-28.74229,31.60837
"W1H039",-28.70254,31.65196
"W1L001",-28.74229,31.60837
"W1L002",-28.70254,31.65196
"W2H002",-28.30931,31.9023
"W2H003",-28.34486,31.86341
"W2H005",-28.33936,31.37383
"W2H006",-28.06947,31.54958
"W2H007",-27.96071,31.19367
"W2H008",-27.93544,31.20478
"W2H009",-27.89766,30.88366
"W2H010",-28.4568,32.14675
"W2H028",-27.93863,31.20944
"W2H032",-28.44563,32.32513
"W2R002",-28.27936,31.34044
"W3H001",-27.67879,31.66646
"W3H002",-27.59324,32.01036
"W3H008",-27.60758,31.95744
"W3H011",-27.66046,32.4226
"W3H012",-27.86544,32.35732
"W3H013",-28.18237,32.33398
"W3H014",-28.33147,32.36127
"W3H015",-28.03938,32.34888
"W4H001",-27.4195,31.6246
"W4H002",-27.35575,31.92397
"W4H003",-27.42019,31.50979
"W4H004",-27.52808,30.85391
"W4H006",-27.36325,31.78261
"W4H008",-27.39492,31.64257
"W4H009",-26.90572,32.32458
"W4H010",-27.03688,32.26648
"W4H018",-26.93855,32.3285
"W4L001",-27.4236,32.0857
"W5H001",-26.26055,30.54977
"W5H002",-26.83384,32.22259
"W5H003",-26.65583,30.48305
"W5H004",-26.75052,30.46644
"W5H005",-26.82786,30.72831
"W5H006",-27.11467,30.8315
"W5H007",-26.50472,30.62811
"W5H008",-26.4835,30.63406
"W5H009",-26.53388,32.00813
"W5H010",-27.08522,30.92866
"W5H011",-26.27983,30.59422
"W5H016",-26.32305,30.52197
"W5H022",-27.06519,30.99356
"W5H023",-26.85856,32.16287
"W5H024",-26.38708,30.84461
"W5H025",-26.51336,30.78617
"W5H026",-26.67717,30.70208
"W5H041",-26.50475,30.62477
"X1H001",-26.03616,30.99761
"X1H003",-25.68225,31.78188
"X1H004",-25.61725,31.66341
"X1H005",-25.68391,31.53757
"X1H006",-25.78029,31.39312
"X1H007",-26.00056,31.06645
"X1H008",-26.00722,30.02642
"X1H009",-26.02389,30.06142
"X1H012",-25.62947,31.49979
"X1H014",-25.67386,31.57527
"X1H016",-25.94788,30.56866
"X1H017",-25.89463,30.27825
"X1H018",-25.83811,30.41277
"X1H019",-25.83805,30.67358
"X1H020",-25.83897,30.68438
"X1H021",-26.00941,31.07969
"X1H024",-25.68219,31.78252
"X1H039",-26.02972,30.99978
"X1H041",-25.67225,31.57563
"X1H047",-25.71169,31.53285
"X1H048",-25.71197,31.53257
"X1H052",-25.63705,31.76022
"X1H053",-25.45125,31.95175
"X2H001",-25.27977,31.00228
"X2H002",-25.31588,31.05534
"X2H004",-25.45059,30.9645
"X2H005",-25.4325,30.9658
"X2H006",-25.46977,31.08813
"X2H007",-25.5417,31.31645
"X2H008",-25.78602,30.92433
"X2H009",-25.72974,30.98394
"X2H010",-25.61111,30.87491
"X2H011",-25.64641,30.27754
"X2H012",-25.65858,30.2605
"X2H013",-25.44863,30.71177
"X2H014",-25.38236,30.70152
"X2H015",-25.49036,30.69855
"X2H016",-25.36386,31.95572
"X2H017",-25.43837,31.63452
"X2H018",-25.27838,31.62258
"X2H022",-25.54322,31.31669
"X2H023",-25.46226,31.08311
"X2H024",-25.71183,30.835
"X2H025",-25.28921,30.56782
"X2H026",-25.28755,30.57088
"X2H027",-25.29755,30.5956
"X2H028",-25.2956,30.56699
"X2H029",-25.46865,30.81894
"X2H030",-25.71641,30.78755
"X2H031",-25.73025,30.97838
"X2H032",-25.51419,31.22452
"X2H033",-25.37726,30.44615
"X2H034",-25.60142,30.6781
"X2H035",-25.18608,30.87997
"X2H036",-25.43661,31.98244
"X2H045",-25.4256,31.4509
"X2H046",-25.39888,31.61055
"X2H047",-25.61313,30.40155
"X2H058",-25.46226,31.08311
"X2H059",-25.46233,31.08272
"X2H072",-25.27227,31.25618
"X2H096",-25.45506,30.72595
"X2H097",-25.49786,31.47608
"X3H001",-25.08897,30.77794
"X3H002",-25.088,30.77833
"X3H003",-24.99327,30.81444
"X3H004",-25.07619,31.13052
"X3H005",-25.06312,31.97398
"X3H006",-25.03062,31.12645
"X3H007",-25.15367,31.00228
"X3H008",-24.77002,31.38861
"X3H009",-24.89174,31.08756
"X3H010",-24.88924,31.04478
"X3H015",-25.14952,31.94066
"X3H016",-25.08812,30.77894
"X3H021",-24.96847,31.51541
"X3H023",-25.03088,31.02827
"X4H004",-24.44972,31.97694
