"site","latitude","longitude"
"05AE025",49.36305,-113.11456
"05AE026",49.34363,-113.04353
"05AE027",49.01206,-113.29956
"05AE043",49.09184,-113.22089
"05AF030",49.38129,-112.59025
"05AF033",49.3189,-110.7456
"05AF034",49.39369,-110.67849
"05AG003",49.98871,-112.08224
"05AG006",49.91889,-111.8
"05AG026",49.78561,-112.31609
"05AH001",49.96179,-109.98937
"05AH002",49.94091,-110.04722
"05AH005",50.02365,-110.68351
"05AH025",49.66198,-110.28902
"05AH037",49.88778,-110.50711
"05AH041",49.5805,-110.9437
"05AH043",49.79457,-110.18655
"05AH047",50.16348,-110.25759
"05AH048",49.94392,-110.40067
"05AH050",50.01198,-109.98701
"05AH052",50.00557,-110.53291
"05AH053",49.91599,-110.64836
"05AH054",49.80078,-110.12886
"05AH055",49.70875,-110.16249
"05AH056",49.71534,-110.12849
"05AH057",49.67757,-110.51437
"05AH058",49.67929,-110.18288
"05AJ001",50.04209,-110.67754
"05BA001",51.4286,-116.18894
"05BA002",51.43311,-116.17495
"05BB001",51.17223,-115.57177
"05BC001",51.16018,-115.55447
"05BG006",51.28281,-114.83841
"05BG010",51.27003,-114.92553
"05BH004",51.05027,-114.05146
"05BH005",51.17374,-114.46643
"05BH013",51.00233,-114.93814
"05BH014",51.31191,-114.02759
"05BH015",51.12831,-114.5675
"05BH016",51.19012,-114.14123
"05BJ001",51.01279,-114.0932
"05BJ004",50.94893,-114.57095
"05BJ010",50.9935,-114.16989
"05BK001",50.88547,-114.32684
"05BL004",50.58563,-113.86936
"05BL007",50.43012,-114.167
"05BL012",50.72389,-113.97347
"05BL013",50.77113,-114.27874
"05BL014",50.68855,-114.24491
"05BL015",50.5831,-113.86995
"05BL019",50.40506,-114.50072
"05BL022",50.28526,-114.58871
"05BL023",50.47409,-114.2073
