gauge_id,station_name,river,latitude,longitude,altitude,area,country,source,municipality,province,basin,hydro_zone,zero_idrometrico
TOS03005657,Radi,Sorra,43.215033001092415,11.386919006731338,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Monteroni d'Arbia,SI,,O1,160.26
TOS03005707,Ponte Orgia,Merse,43.21464539669753,11.25811160288756,,,Italy,Settore Idrologico Regione Toscana - SIR,Sovicille,SI,Merse,O1,178.92
TOS03005711,Montepescini,Merse,43.097174761594545,11.32692088373282,161.63,,Italy,Settore Idrologico Regione Toscana - SIR,Murlo,SI,Merse-Farma,O1,122.26
TOS03005725,Petriolo,Farma,43.07928053203866,11.299750322177061,150.0,,Italy,Settore Idrologico Regione Toscana - SIR,Monticiano,SI,Merse-Farma,O1,149.53
TOS03005781,S. Angelo Cinigiano,Orcia,42.96096511981148,11.42651870178755,104.0,,Italy,Settore Idrologico Regione Toscana - SIR,Montalcino,SI,Orcia e Ombrone Medio,O2,98.55
TOS03005811,Castellina,Trasubbie,42.7939123384832,11.240868179212447,25.0,,Italy,Settore Idrologico Regione Toscana - SIR,Scansano,GR,Orcia e Ombrone Medio,O2,23.64
TOS03005831,Ponte Tura Aurelia,OmbroneGR,42.76246791196743,11.141399079758287,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Grosseto,GR,,O3,4.56
TOS03005865,Podere Peretti,Osa,42.5678476141785,11.233600218321563,12.0,,Italy,Settore Idrologico Regione Toscana - SIR,Orbetello,GR,Albegna e Costa Argentario,F2,8.38
TOS03005881,Ponte di Montemerano,Albegna,42.63807761009006,11.456518319216201,100.0,,Italy,Settore Idrologico Regione Toscana - SIR,Scansano,GR,Albegna e Costa Argentario,F1,95.19
TOS03005889,SR74 Maremmana,Elsa,42.545229001150304,11.347080006670629,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Manciano,GR,,F1,16.97
TOS03005895,Marsiliana,Albegna,42.5441020038108,11.336426360222667,16.0,,Italy,Settore Idrologico Regione Toscana - SIR,Manciano,GR,Albegna e Costa Argentario,F1,12.78
TOS03005897,SP323 Amiatina,Albegna,42.5185980011583,11.241916006707408,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Orbetello,GR,,F2,-0.47
TOS03005995,S. S. 1 Aurelia,Chiarone,42.412524001154026,11.475675006608098,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Capalbio,GR,,F2,16.09
TOS03006123,Sansepolcro,Tevere,43.56530000101775,12.120700006467041,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Sansepolcro,AR,,T,304.28
TOS06006028,Gorgabuia,Tevere,43.57869658882511,12.057048885435385,,,Italy,Settore Idrologico Regione Toscana - SIR,Anghiari,AR,Tevere,T,337.11
TOS06006078,Montedoglio,Invaso Diga,43.59138900102423,12.053330006537983,411.76,,Italy,Settore Idrologico Regione Toscana - SIR,Anghiari,AR,Tevere,T,0.0
TOS07000046,Pitigliano,Fiora,42.59349152405553,11.59964944153123,157.0,,Italy,Settore Idrologico Regione Toscana - SIR,Pitigliano,GR,Fiora,F1,
TOS09000001,Piccatello,Magra,44.384146261384906,9.883383657373539,273.0,,Italy,Settore Idrologico Regione Toscana - SIR,Pontremoli,MS,Magra,L,258.98
TOS09000015,Bagnone,Bagnone,44.309663450305536,9.98412479647304,195.0,,Italy,Settore Idrologico Regione Toscana - SIR,Bagnone,MS,Magra,L,189.79
TOS09000021,Licciana Nardi,,44.2427845222211,10.003428038049751,121.0,,Italy,Settore Idrologico Regione Toscana - SIR,Licciana Nardi,MS,,L,111.78
TOS09001000,Baccatoio,Baccatoio,43.92402318377094,10.226933416006508,2.0,,Italy,Settore Idrologico Regione Toscana - SIR,Pietrasanta,LU,Baccatoio,V,-0.44
TOS09001083,S. Giustina,Magra,44.3617025885756,9.896691448991351,205.0,,Italy,Settore Idrologico Regione Toscana - SIR,Pontremoli,MS,Magra,L,200.01
TOS09001246,Calamazza ARPAL,Magra,44.201787075396055,9.95104010132378,,,Italy,Settore Idrologico Regione Toscana - SIR,Aulla,MS,Magra,L,44.29
TOS11000705,Ponte Magra,Magra,44.293189739762134,9.942269436774817,,,Italy,Settore Idrologico Regione Toscana - SIR,Villafranca in Lunigiana,MS,Magra,L,113.05
TOS11000706,Ponte Teglia,Teglia,44.33677080923627,9.899091616688349,,,Italy,Settore Idrologico Regione Toscana - SIR,Pontremoli,MS,Teglia,L,184.04
TOS15004335,Guappero cassa mezzo,Guappero,43.811409671918476,10.491657985913966,,,Italy,Settore Idrologico Regione Toscana - SIR,Lucca,LU,Serchio,S2,23.0
TOS15004336,Guappero cassa monte,Guappero,43.8066651580951,10.49222244694921,,,Italy,Settore Idrologico Regione Toscana - SIR,Lucca,LU,Serchio,S2,23.0
TOS15004337,Guappero cassa valle 1,Guappero,43.81599995156843,10.490732238565522,,,Italy,Settore Idrologico Regione Toscana - SIR,Lucca,LU,Serchio,S2,22.0
TOS15004338,Guappero cassa valle 2,Guappero,43.81599220999471,10.490726874147434,,,Italy,Settore Idrologico Regione Toscana - SIR,Lucca,LU,Serchio,S2,22.0
TOS15004682,Firenze Uffizi 2,Arno,43.76763063405609,11.254924542597164,40.58,,Italy,Settore Idrologico Regione Toscana - SIR,Firenze,FI,Valdarno Medio Firenze,A3,40.51
TOS15004865,Ponte alle Vanne Cassa,Ombrone PT,43.868216459671125,11.01558446462235,0.0,,Italy,Settore Idrologico Regione Toscana - SIR,Prato,PO,,B,39.43
TOS16005841,Berrettino,OmbroneGR,42.748658276636405,11.123656616138241,11.0,,Italy,Settore Idrologico Regione Toscana - SIR,Grosseto,GR,Bruna e Foce Ombrone,O3,5.05
TOS19000702,Pieve S. Stefano,Tevere,43.66902858089894,12.042798070041027,434.0,,Italy,Settore Idrologico Regione Toscana - SIR,Pieve Santo Stefano,AR,Tevere,T,423.63
TOS19000704,Grassina,Ema,43.72416702747577,11.294209053913244,90.0,,Italy,Settore Idrologico Regione Toscana - SIR,Bagno a Ripoli,FI,Greve-Pesa,A3,83.88
TOS30150800,Pracchia,Reno,44.0554890333655,10.90671327171506,620.0,,Italy,Settore Idrologico Regione Toscana - SIR,Pistoia,PT,RENO,R1,609.84
TOS30250000,Marradi,Lamone,44.07428331549809,11.609273986609997,323.0,,Italy,Settore Idrologico Regione Toscana - SIR,Marradi,FI,LAMONE,R2,305.4
