key,updated,title,summary,link,name,id,owner,measuringStations,active,from,to,latitude,longitude,region,catchmentName,catchmentNumber,catchmentSize,gauge_id,station_name,river,area,country,source,altitude
1303,-694396800000.0,Vattenföring (Dygn) - KLÅVBEN,Latitud: 56.3869 Longitud: 15.2352,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1303.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1303.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1303.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KLÅVBEN,1303,SMHI,CORE,False,1938-10-31 22:00:00,1947-12-31 00:00:00,56.3869,15.2352,82,RONNEBYÅN,82000,965.0,1303,KLÅVBEN,RONNEBYÅN,965.0,Sweden,SMHI HydroObs,
2240,1763118000000.0,Vattenföring (Dygn) - KONSTDALSSTRÖMMEN,Latitud: 60.8604 Longitud: 16.8109,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2240.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2240.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2240.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KONSTDALSSTRÖMMEN,2240,SMHI,CORE,True,1979-09-01 22:00:00,2025-11-14 22:00:00,60.8604,16.8109,51,TESTEBOÅN,51000,989.8,2240,KONSTDALSSTRÖMMEN,TESTEBOÅN,989.8,Sweden,SMHI HydroObs,
2229,1763118000000.0,Vattenföring (Dygn) - KRINGLAN,Latitud: 59.6927 Longitud: 14.7920,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2229.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2229.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2229.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KRINGLAN,2229,SMHI,CORE,True,1978-09-13 22:00:00,2025-11-14 22:00:00,59.6927,14.792,61,NORRSTRÖM,61000,294.5,2229,KRINGLAN,NORRSTRÖM,294.5,Sweden,SMHI HydroObs,
2119,1763118000000.0,Vattenföring (Dygn) - KROKBRÄCKE,Latitud: 58.6259 Longitud: 11.3573,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2119.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2119.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2119.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KROKBRÄCKE,2119,SMHI,CORE,True,1972-06-01 22:00:00,2025-11-14 22:00:00,58.6259,11.3573,110111,,110111,8.4,2119,KROKBRÄCKE,,8.4,Sweden,SMHI HydroObs,
2482,1741910400000.0,Vattenföring (Dygn) - KROKFJORDEN,Latitud: 56.4917 Longitud: 15.1252,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2482.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2482.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2482.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KROKFJORDEN,2482,Extern,CORE,True,1998-01-01 00:00:00,2025-03-14 00:00:00,56.4917,15.1252,82,RONNEBYÅN,82000,826.4,2482,KROKFJORDEN,RONNEBYÅN,826.4,Sweden,SMHI HydroObs,
2215,1763118000000.0,Vattenföring (Dygn) - KROKFORS KVARN,Latitud: 58.7809 Longitud: 11.8162,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2215.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2215.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2215.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KROKFORS KVARN,2215,SMHI,CORE,True,1978-10-01 22:00:00,2025-11-14 22:00:00,58.7809,11.8162,11,ÖREKILSÄLVEN,110000,116.2,2215,KROKFORS KVARN,ÖREKILSÄLVEN,116.2,Sweden,SMHI HydroObs,
1919,154044000000.0,Vattenföring (Dygn) - KROKSILLRET,Latitud: 62.6667 Longitud: 16.2774,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1919.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1919.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1919.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KROKSILLRET,1919,SMHI,CORE,False,1966-09-30 22:00:00,1974-11-18 22:00:00,62.6667,16.2774,42,LJUNGAN,42000,75.8,1919,KROKSILLRET,LJUNGAN,75.8,Sweden,SMHI HydroObs,
1133,-441943200000.0,Vattenföring (Dygn) - KUBBE,Latitud: 63.5160 Longitud: 18.0640,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1133.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1133.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1133.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KUBBE,1133,SMHI,CORE,False,1923-08-31 22:00:00,1955-12-30 22:00:00,63.516,18.064,36,MOÄLVEN,36000,775.0,1133,KUBBE,MOÄLVEN,775.0,Sweden,SMHI HydroObs,
570,-1167703200000.0,Vattenföring (Dygn) - KUGGEBRO,Latitud: 59.8317 Longitud: 17.6911,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/570.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/570.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/570.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KUGGEBRO,570,SMHI,CORE,False,1918-12-31 22:00:00,1932-12-30 22:00:00,59.8317,17.6911,61,NORRSTRÖM,61000,731.0,570,KUGGEBRO,NORRSTRÖM,731.0,Sweden,SMHI HydroObs,
1160,1763118000000.0,Vattenföring (Dygn) - KUKKASJÄRVI,Latitud: 66.1117 Longitud: 23.3236,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1160.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1160.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1160.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KUKKASJÄRVI,1160,SMHI,CORE,True,1923-07-31 22:00:00,2025-11-14 22:00:00,66.1117,23.3236,3,SANGISÄLVEN,3000,494.3,1160,KUKKASJÄRVI,SANGISÄLVEN,494.3,Sweden,SMHI HydroObs,
16722,1762984800000.0,Vattenföring (Dygn) - KUKKOLANKOSKI ÖVRE,Latitud: 66.0307 Longitud: 24.0211,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/16722.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/16722.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/16722.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KUKKOLANKOSKI ÖVRE,16722,Extern,CORE,True,1910-12-31 22:00:00,2025-11-12 22:00:00,66.0307,24.0211,1,TORNEÄLVEN,1000,33929.6,16722,KUKKOLANKOSKI ÖVRE,TORNEÄLVEN,33929.6,Sweden,SMHI HydroObs,
10325,1134856800000.0,Vattenföring (Dygn) - KUNTEBO,Latitud:  Longitud: ,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/10325.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/10325.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/10325.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KUNTEBO,10325,Extern,ADDITIONAL,False,1983-12-31 22:00:00,2005-12-17 22:00:00,0.0,0.0,68,SÖDERKÖPINGSÅN,68000,0.9,10325,KUNTEBO,SÖDERKÖPINGSÅN,0.9,Sweden,SMHI HydroObs,
2433,1575237600000.0,Vattenföring (Dygn) - KVARNBACKEN,Latitud: 63.4763 Longitud: 19.2449,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2433.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2433.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2433.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KVARNBACKEN,2433,SMHI,CORE,False,1991-05-05 22:00:00,2019-12-01 22:00:00,63.4763,19.2449,32033,,32033,72.5,2433,KVARNBACKEN,,72.5,Sweden,SMHI HydroObs,
1433,-347241600000.0,Vattenföring (Dygn) - KVARNBÄCKSFORSEN,Latitud: 64.8339 Longitud: 20.2207,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1433.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1433.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1433.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KVARNBÄCKSFORSEN,1433,SMHI,CORE,False,1947-03-31 22:00:00,1958-12-31 00:00:00,64.8339,20.2207,2,SKELLEFTEÄLVEN,20000,10560.0,1433,KVARNBÄCKSFORSEN,SKELLEFTEÄLVEN,10560.0,Sweden,SMHI HydroObs,
2310,1763118000000.0,Vattenföring (Dygn) - KVARNTORP,Latitud: 59.5569 Longitud: 13.1352,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2310.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2310.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2310.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KVARNTORP,2310,SMHI,CORE,True,1982-03-29 22:00:00,2025-11-14 22:00:00,59.5569,13.1352,108,GÖTA ÄLV,108000,10.9,2310,KVARNTORP,GÖTA ÄLV,10.9,Sweden,SMHI HydroObs,
1870,1741910400000.0,Vattenföring (Dygn) - KVISTFORSENS KRV,Latitud: 64.7445 Longitud: 20.8633,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1870.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1870.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1870.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KVISTFORSENS KRV,1870,Extern,CORE,True,1962-05-01 00:00:00,2025-03-14 00:00:00,64.7445,20.8633,2,SKELLEFTEÄLVEN,20000,11308.7,1870,KVISTFORSENS KRV,SKELLEFTEÄLVEN,11308.7,Sweden,SMHI HydroObs,
90017,,Vattenföring (Dygn) - Kangos VM,Latitud: 67.4627 Longitud: 22.6692,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90017.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90017.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90017.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",Kangos VM,90017,SMHI,CORE,False,,,67.4627,22.6692,-9999,TORNEÄLVEN,1000,54.605,90017,Kangos VM,TORNEÄLVEN,54.605,Sweden,SMHI HydroObs,
90063,1526248800000.0,Vattenföring (Dygn) - Kilåsen VM,Latitud: 57.9661 Longitud: 14.1068,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90063.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90063.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90063.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",Kilåsen VM,90063,SMHI,CORE,False,2012-12-16 22:00:00,2018-05-13 22:00:00,57.9661,14.1068,-9999,MOTALA STRÖM,67000,28.8,90063,Kilåsen VM,MOTALA STRÖM,28.8,Sweden,SMHI HydroObs,
90020,,Vattenföring (Dygn) - Kitkiöjoki VM,Latitud: 67.7636 Longitud: 23.2560,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90020.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90020.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90020.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",Kitkiöjoki VM,90020,SMHI,CORE,False,,,67.7636,23.256,-9999,TORNEÄLVEN,1000,129.848,90020,Kitkiöjoki VM,TORNEÄLVEN,129.848,Sweden,SMHI HydroObs,
90064,1447970400000.0,Vattenföring (Dygn) - Kvarnadal VM,Latitud: 57.1231 Longitud: 15.1774,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90064.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90064.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90064.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",Kvarnadal VM,90064,SMHI,CORE,False,2012-12-18 22:00:00,2015-11-19 22:00:00,57.1231,15.1774,-9999,MÖRRUMSÅN,86000,21.7,90064,Kvarnadal VM,MÖRRUMSÅN,21.7,Sweden,SMHI HydroObs,
90014,1321394400000.0,Vattenföring (Dygn) - Kvarnstugan VM,Latitud: 58.8270 Longitud: 17.0998,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90014.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90014.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90014.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",Kvarnstugan VM,90014,SMHI,CORE,False,2009-11-10 22:00:00,2011-11-15 22:00:00,58.827,17.0998,-9999,SVÄRTAÅN,64000,318.59,90014,Kvarnstugan VM,SVÄRTAÅN,318.59,Sweden,SMHI HydroObs,
1065,-63252000000.0,Vattenföring (Dygn) - KÄLLSTORP,Latitud: 56.6976 Longitud: 16.1384,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1065.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1065.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1065.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÄLLSTORP,1065,SMHI,CORE,False,1921-10-31 22:00:00,1967-12-30 22:00:00,56.6976,16.1384,77,LJUNGBYÅN,77000,344.0,1065,KÄLLSTORP,LJUNGBYÅN,344.0,Sweden,SMHI HydroObs,
1962,1763118000000.0,Vattenföring (Dygn) - KÄLLSTORP 2,Latitud: 56.6956 Longitud: 16.1397,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1962.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1962.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1962.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÄLLSTORP 2,1962,SMHI,CORE,True,1967-09-15 22:00:00,2025-11-14 22:00:00,56.6956,16.1397,77,LJUNGBYÅN,77000,342.4,1962,KÄLLSTORP 2,LJUNGBYÅN,342.4,Sweden,SMHI HydroObs,
704,-1483315200000.0,Vattenföring (Dygn) - KÄLLTORPS INVALLNING,Latitud: 59.2645 Longitud: 15.0845,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/704.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/704.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/704.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÄLLTORPS INVALLNING,704,SMHI,CORE,False,1913-04-30 22:00:00,1922-12-31 00:00:00,59.2645,15.0845,61,NORRSTRÖM,61000,171.0,704,KÄLLTORPS INVALLNING,NORRSTRÖM,171.0,Sweden,SMHI HydroObs,
1306,572392800000.0,Vattenföring (Dygn) - KÄTTILSMÅLA,Latitud: 56.2754 Longitud: 15.7294,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1306.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1306.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1306.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÄTTILSMÅLA,1306,SMHI,CORE,False,1938-10-31 22:00:00,1988-02-20 22:00:00,56.2754,15.7294,8,LYCKEBYÅN,80000,785.0,1306,KÄTTILSMÅLA,LYCKEBYÅN,785.0,Sweden,SMHI HydroObs,
189,189208800000.0,Vattenföring (Dygn) - KÄVLINGE,Latitud: 55.7846 Longitud: 13.1061,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/189.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/189.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/189.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÄVLINGE,189,SMHI,CORE,False,1969-09-30 22:00:00,1975-12-30 22:00:00,55.7846,13.1061,92,KÄVLINGEÅN,92000,1180.0,189,KÄVLINGE,KÄVLINGEÅN,1180.0,Sweden,SMHI HydroObs,
1790,1763118000000.0,Vattenföring (Dygn) - KÅBTÅJAURE,Latitud: 67.2071 Longitud: 18.4662,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1790.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1790.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1790.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÅBTÅJAURE,1790,Extern/SMHI,CORE,True,1959-12-31 22:00:00,2025-11-14 22:00:00,67.2071,18.4662,9,LULEÄLVEN,9000,696.0,1790,KÅBTÅJAURE,LULEÄLVEN,696.0,Sweden,SMHI HydroObs,
952,304812000000.0,Vattenföring (Dygn) - KÅGE,Latitud: 64.8344 Longitud: 20.9537,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/952.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/952.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/952.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÅGE,952,SMHI,CORE,False,1923-12-31 22:00:00,1979-08-29 22:00:00,64.8344,20.9537,19,KÅGEÄLVEN,19000,897.0,952,KÅGE,KÅGEÄLVEN,897.0,Sweden,SMHI HydroObs,
2235,1763118000000.0,Vattenföring (Dygn) - KÅGE 2,Latitud: 64.8347 Longitud: 20.9857,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2235.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2235.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/2235.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÅGE 2,2235,SMHI,CORE,True,1976-06-29 22:00:00,2025-11-14 22:00:00,64.8347,20.9857,19,KÅGEÄLVEN,19000,905.5,2235,KÅGE 2,KÅGEÄLVEN,905.5,Sweden,SMHI HydroObs,
741,-568166400000.0,Vattenföring (Dygn) - KÅRBÖLE,Latitud: 61.9808 Longitud: 15.3235,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/741.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/741.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/741.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÅRBÖLE,741,SMHI,CORE,False,1913-12-31 22:00:00,1951-12-31 00:00:00,61.9808,15.3235,48,LJUSNAN,48000,10908.0,741,KÅRBÖLE,LJUSNAN,10908.0,Sweden,SMHI HydroObs,
973,-1167696000000.0,Vattenföring (Dygn) - KÅRSOBRON,Latitud: 68.3296 Longitud: 18.7448,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/973.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/973.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/973.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÅRSOBRON,973,SMHI,CORE,False,1918-03-31 22:00:00,1932-12-31 00:00:00,68.3296,18.7448,1,TORNEÄLVEN,1000,80.0,973,KÅRSOBRON,TORNEÄLVEN,80.0,Sweden,SMHI HydroObs,
1480,1763118000000.0,Vattenföring (Dygn) - KÅTASELET,Latitud: 65.3420 Longitud: 19.8880,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1480.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1480.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1480.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÅTASELET,1480,SMHI,CORE,True,1947-07-31 22:00:00,2025-11-14 22:00:00,65.342,19.888,18,BYSKEÄLVEN,18000,2292.6,1480,KÅTASELET,BYSKEÄLVEN,2292.6,Sweden,SMHI HydroObs,
1697,1763118000000.0,Vattenföring (Dygn) - KÖPINGE,Latitud: 55.9454 Longitud: 14.1360,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1697.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1697.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/1697.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",KÖPINGE,1697,SMHI,CORE,True,1956-12-31 22:00:00,2025-11-14 22:00:00,55.9454,14.136,88,HELGE Å,88000,1.8,1697,KÖPINGE,HELGE Å,1.8,Sweden,SMHI HydroObs,
90033,1348437600000.0,Vattenföring (Dygn) - Köpingebro VM,Latitud: 55.4604 Longitud: 13.9390,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90033.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90033.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/90033.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",Köpingebro VM,90033,SMHI,CORE,False,2010-10-14 22:00:00,2012-09-23 22:00:00,55.4604,13.939,-9999,NYBROÅN,89000,265.8,90033,Köpingebro VM,NYBROÅN,265.8,Sweden,SMHI HydroObs,
208,,Vattenföring (Dygn) - LAGAN,Latitud:  Longitud: ,"[{'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/208.json', 'rel': 'station', 'type': 'application/json'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/208.xml', 'rel': 'station', 'type': 'application/xml'}, {'href': 'https://opendata-download-hydroobs.smhi.se/api/version/1.0/parameter/1/station/208.atom', 'rel': 'station', 'type': 'application/atom+xml'}]",LAGAN,208,SMHI,CORE,False,,,0.0,0.0,98,LAGAN,98000,1433.0,208,LAGAN,LAGAN,1433.0,Sweden,SMHI HydroObs,
