L1_ts_name,station_name,longitude,L1_ts_unitsymbol,L1_station_longname,latitude,L1_timestamp,metadata_station_id,L1_ts_precision,L1_stationparameter_no,L1_web_flow_class,gauge_id,L1_req_timestamp,L1_stationparameter_name,L1_label,L1_ts_value,L1_ts_id,catchment,metadata_station_carteasting,metadata_station_cartnorthing,metadata_site_name,metadata_station_longname,metadata_site_no,metadata_object_type,metadata_station_local_x,metadata_station_local_y,metadata_station_elevation,area,metadata_WTO_OBJECT,river,country,source
81 Web Kontinuirani,HS Bugojno,17.462453628769374,m³/s,PODRUČJA NA SLIVU RIJEKE VRBAS,44.06012249703126,2026-01-02T15:00:00.000+01:00,12233,"Deci,3,0,0",Q,,3040,,Proticaj,Proticaj,3.374,5730010,Vrbas,6457022.16,4879658.95,Vrbas,PODRUČJA NA SLIVU RIJEKE VRBAS,3,General;Hidrološka stanica,6457022.16,4879658.95,,,Vrbas,Vrbas,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Gornji Vakuf,17.58446605555048,m³/s,PODRUČJA NA SLIVU RIJEKE VRBAS,43.94029088908818,2026-01-02T15:00:00.000+01:00,12232,"Deci,3,0,0",Q,#MIN#,3010,,Proticaj,Proticaj,1.367,5406010,Vrbas,6466729.94,4866288.55,Vrbas,PODRUČJA NA SLIVU RIJEKE VRBAS,3,General;Hidrološka stanica,6466729.94,4866288.55,,,Vrbas,Vrbas,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Goražde,18.97340493625792,m³/s,PODRUČJA NA SLIVU RIJEKE DRINE,43.66669760138787,2026-01-02T15:00:00.000+01:00,12199,"Deci,3,0,0",Q,,5010,,Proticaj,Proticaj,81.997,10914010,Drina,6578589.0,4836265.37,Drina,PODRUČJA NA SLIVU RIJEKE DRINE,5,General;Hidrološka stanica,6578589.0,4836265.37,,,Drina,Drina,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Žepče,18.024451896138633,m³/s,PODRUČJA NA SLIVU RIJEKE BOSNE,44.42416095725477,2026-01-02T15:00:00.000+01:00,12155,"Deci,3,0,0",Q,,4055,,Proticaj,Proticaj,15.365,6810010,Bosna,6502037.51,4919964.1,Bosna,PODRUČJA NA SLIVU RIJEKE BOSNE,4,General;Hidrološka stanica,6502037.51,4919964.1,,,Bosna,Bosna,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Kozluk,17.273714322246374,m³/s,PODRUČJA NA SLIVU RIJEKE VRBAS,44.34004746399721,2026-01-02T15:00:00.000+01:00,12235,"Deci,3,0,0",Q,,3030,,Proticaj,Proticaj,11.009,5622010,Vrbas,6442176.81,4910876.77,Vrbas,PODRUČJA NA SLIVU RIJEKE VRBAS,3,General;Hidrološka stanica,6442176.81,4910876.77,,,Vrbas,Vrbas,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Donji Ulišnjak,18.106846555309872,m³/s,PODRUČJA NA SLIVU RIJEKE BOSNE,44.530087450753136,2026-01-02T15:00:00.000+01:00,12158,"Deci,3,0,0",Q,,4061,,Proticaj,Proticaj,36.741,7134010,Bosna,6508583.24,4931738.72,Bosna,PODRUČJA NA SLIVU RIJEKE BOSNE,4,General;Hidrološka stanica,6508583.24,4931738.72,,,Bosna,Bosna,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Zavidovići n/B,18.14366237120172,m³/s,PODRUČJA NA SLIVU RIJEKE BOSNE,44.44002803472991,2026-01-02T15:00:00.000+01:00,12157,"Deci,3,0,0",Q,,4060,,Proticaj,Proticaj,28.61,6918010,Bosna,6511526.61,4921736.49,Bosna,PODRUČJA NA SLIVU RIJEKE BOSNE,4,General;Hidrološka stanica,6511526.61,4921736.49,,,Bosna,Bosna,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Daljan,17.40235243923852,m³/s,PODRUČJA NA SLIVU RIJEKE VRBAS,44.12932065845182,2026-01-02T15:00:00.000+01:00,12234,"Deci,3,0,0",Q,#MIN#,3020,,Proticaj,Proticaj,6.207,5514010,Vrbas,6452263.08,4887380.47,Vrbas,PODRUČJA NA SLIVU RIJEKE VRBAS,3,General;Hidrološka stanica,6452263.08,4887380.47,,,Vrbas,Vrbas,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Maglaj Grad,18.102132111096097,m³/s,PODRUČJA NA SLIVU RIJEKE BOSNE,44.546887067166416,2026-01-02T15:00:00.000+01:00,12161,"Deci,3,0,0",Q,,4062,,Proticaj,Proticaj,37.645,7242010,Bosna,6508206.26,4933604.89,Bosna,PODRUČJA NA SLIVU RIJEKE BOSNE,4,General;Hidrološka stanica,6508206.26,4933604.89,,,Bosna,Bosna,Bosnia and Herzegovina,vodostaji.voda.ba
81 Web Kontinuirani,HS Maglaj,18.09979381116839,m³/s,PODRUČJA NA SLIVU RIJEKE BOSNE,44.565539938296865,2026-01-02T15:00:00.000+01:00,12162,"Deci,3,0,0",Q,#MIN#,4070,,Proticaj,Proticaj,34.783,1271010,Bosna,6508018.01,4935677.24,Bosna,PODRUČJA NA SLIVU RIJEKE BOSNE,4,General;Hidrološka stanica,6508018.01,4935677.24,,,Bosna,Bosna,Bosnia and Herzegovina,vodostaji.voda.ba
