gauge_id,station_name,station_name_local,river,latitude,longitude,altitude,area,country,source,station_code,station_type,agency,basin,province,district,subdistrict,vertical_datum
1,Klong Ladprao Bang Bua Temple,คลองลาดพร้าว วัดบางบัว,คลองบางบัว,13.85402,100.58746,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),BKK021,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Bangkok,Bang Khen District,Anusawari,MSL
10,Krung Thep 5,คลองภาษีเจริญ เพชรเกษม69,คลองภาษีเจริญ,13.69158,100.38127,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),BKK005,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Bangkok,Bang Khae District,Lak Song,MSL
1035512,บ้านคลองหินลับ,บ้านคลองหินลับ,ห้วยหินลับ,14.72852,101.564293,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.183B,tele_waterlevel,Royal Irrigation Department,Mun Basin,Nakhon Ratchasima,Pak Chong District,Wang Sai,MSL
1035516,บ้านบัว,บ้านบัว,ลำเชิงไกร,15.18159,102.242737,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.188A,tele_waterlevel,Royal Irrigation Department,Mun Basin,Nakhon Ratchasima,Non Sung District,Non Sung,MSL
1035518,บ้านหินโคนเก่า,บ้านหินโคนเก่า,ลำปลายมาศ,15.02688,102.805687,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.185A,tele_waterlevel,Royal Irrigation Department,Mun Basin,Buri Ram,Lam Plai Mat District,Hin Khon,MSL
1035521,บ้านดอนยาง,บ้านดอนยาง,ลำเสียว,15.57186,103.819847,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.95A,tele_waterlevel,Royal Irrigation Department,Mun Basin,Roi Et,Suwannaphum District,Sa Khu,MSL
1066916,บ้านวังหมัน,บ้านวังหมัน,แควหนุมาน,14.10461,101.744179,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Kgt.34,tele_waterlevel,Royal Irrigation Department,Bang Pakong Basin,Prachin Buri,Na Di District,Saphan Hin,MSL
1079844,บ้านโนนค่า,บ้านโนนค่า,ห้วยดินดำ,14.93225,101.867882,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.192,tele_waterlevel,Royal Irrigation Department,Mun Basin,Nakhon Ratchasima,Sung Noen District,Bung Khi Lek,MSL
1079932,ตำบลท่าหลวง,ตำบลท่าหลวง,คลองบ้านปากคลองใหญ่,12.657133,102.15435,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Z.64,tele_waterlevel,Royal Irrigation Department,East Coast Gulf Basin,Chanthaburi,Laem Sing District,Ko Proet,MSL
1079995,บ้านไสหาร,บ้านไสหาร,แม่น้ำตรัง,7.90741,99.542389,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.233,tele_waterlevel,Royal Irrigation Department,Peninsula - West Coast Basin,Trang,Huai Yot District,Huai Nang,MSL
1082427,Bo Din Khao,บ่อดินขาว,คลองอนุศาสนนันท์,15.169044,100.41471,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),CHK001,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Nakhon Sawan,Takhli District,Chong Khae,MSL
1085209,Ai Pa Cho Bridge,สะพานไอร์ปาโจ,คลองไอร์ปาโจ,5.83565,101.73488,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),SKN001,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Lower East Coast Basin,Narathiwat,Sukhirin District,Phu Khao Thong,MSL
1085210,Bua Ban Ya De Bridge,สะพานตาบัว บ้านยาเด๊ะ,คลองอัยดาลอ,5.827553,101.75235,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),SKN002,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Lower East Coast Basin,Narathiwat,Sukhirin District,Ma Mong,MSL
1085211,Ka Lu Bi Ban Sai Pa Ri Bridge,สะพานกะลูบี บ้านสายปารี,แม่น้ำสายบุรี,5.895709,101.76639,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),SKN003,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Lower East Coast Basin,Narathiwat,Sukhirin District,Ma Mong,MSL
1087618,บ้านปายอยือนิ,บ้านปายอยือนิ,แม่น้ำสายบุรี,6.47977,101.44474,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.273,tele_waterlevel,Royal Irrigation Department,Peninsula - Lower East Coast Basin,Yala,Raman District,Talo Halo,MSL
1091551,Khao Wong,เขาวง,คลองอนุศาสนนันท์,15.181774,100.41453,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),CHK002,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Nakhon Sawan,Takhli District,Chong Khae,MSL
1093079,Khlong Cha Uat,คลองชะอวด,คลองชะอวด,7.96636,99.99436,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),CHAU01,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Upper East Coast Basin,Nakhon Si Thammarat,Cha-uat District,Cha-Uat,MSL
1093312,บ้านเขาน้อย,บ้านเขาน้อย,แม่น้ำปราณบุรี,12.38995,99.911247,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Pr.1,tele_waterlevel,Royal Irrigation Department,Phetchaburi - Prachuap Khiri Khan Basin,Prachuap Khiri Khan,Pran Buri District,Khao Noi,MSL
1094448,Wat Khok Pho Sathit School,โรงเรียนวัดโคกโพธิ์สถิตย์,คลองท่าดี,8.40118,99.802,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TADE01,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Upper East Coast Basin,Nakhon Si Thammarat,Lan Saka District,Kamlon,MSL
1095455,Trang Phatthana Bridge,สะพานบ้านตรังพัฒนา,คลองหลังสวน,9.85488,98.8401,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),PATO01,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Upper East Coast Basin,Chumphon,Phato District,Phato,MSL
1095849,สะพานหัวเวียง,สะพานหัวเวียง,,14.36851,100.414391,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),C.67,tele_waterlevel,Royal Irrigation Department,Chao Phraya Basin,Phra Nakhon Si Ayutthaya,Sena District,Hua Wiang,MSL
1095872,บ้านท่าไม้ลาย,บ้านท่าไม้ลาย,คลองชุมพร,10.50334,98.964401,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.201A,tele_waterlevel,Royal Irrigation Department,Peninsula - Upper East Coast Basin,Chumphon,Mueang Chumphon District,Ban Na,MSL
1095875,บ้านทุ่งปราบ,บ้านทุ่งปราบ,คลองหล้าปัง,6.63504,100.39341,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.113,tele_waterlevel,Royal Irrigation Department,Thale Sap Songkhla Basin,Songkhla,Sadao District,Sadao,MSL
1095876,บ้านเขาปู่,บ้านเขาปู่,คลองใหญ่,7.70724,99.841743,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.276,tele_waterlevel,Royal Irrigation Department,Thale Sap Songkhla Basin,Phatthalung,Si Banphot District,Khao Pu,MSL
1095877,บ้านหัวสะพาน,บ้านหัวสะพาน,คลองใหญ่,6.1525,101.080902,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.77,tele_waterlevel,Royal Irrigation Department,Peninsula - Lower East Coast Basin,Yala,Than To District,Khiri Khet,MSL
1095878,บ้านปรีกี,บ้านปรีกี,แม่น้ำปัตตานี,6.715493,101.285399,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.283,tele_waterlevel,Royal Irrigation Department,Peninsula - Lower East Coast Basin,Pattani,Yarang District,Krado,MSL
1095879,บ้านกลาง,บ้านกลาง,แม่น้ำตรัง,7.64556,99.532204,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.228,tele_waterlevel,Royal Irrigation Department,Peninsula - West Coast Basin,Trang,Mueang Trang District,Na Tham Tai,MSL
1095881,บ้านปันจอร์,บ้านปันจอร์,คลองดุสน,6.77741,100.071487,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.279,tele_waterlevel,Royal Irrigation Department,Peninsula - West Coast Basin,Satun,Khuan Don District,Yan Sue,MSL
1095882,บ้านรมณีย์,บ้านรมณีย์,คลองรมณีย์,8.83334,98.458527,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),X.188A,tele_waterlevel,Royal Irrigation Department,Peninsula - West Coast Basin,Phangnga,Kapong District,Rommani,MSL
1097520,บ้านช้างแรก,บ้านช้างแรก,ห้วยหินปิด,11.06431,99.372253,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Gt.11,tele_waterlevel,Royal Irrigation Department,Phetchaburi - Prachuap Khiri Khan Basin,Prachuap Khiri Khan,Bang Saphan Noi District,Chang Raek,MSL
1098852,บ้านสัมฤทธิ์,บ้านสัมฤทธิ์,แม่น้ำมูล,15.20926,102.392952,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.195,tele_waterlevel,Royal Irrigation Department,Mun Basin,Nakhon Ratchasima,Phimai District,Samrit,MSL
1098871,บ้านโนนสมบูรณ์,บ้านโนนสมบูรณ์,ลำสะแทต,15.51345,102.843826,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),M.174,tele_waterlevel,Royal Irrigation Department,Mun Basin,Buri Ram,Ban Mai Chaiyaphot District,Ku Suan Taeng,MSL
1098950,บ้านแก้ง,บ้านแก้ง,คลองพระปรง,13.93635,101.972321,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Kgt.12A,tele_waterlevel,Royal Irrigation Department,Bang Pakong Basin,Sa Kaeo,Mueang Sa Kaeo District,Ban Kaeng,MSL
1098952,เขาลูกช้าง,เขาลูกช้าง,แม่น้ำเพชรบุรี,12.81337,99.794022,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),B.18,tele_waterlevel,Royal Irrigation Department,Phetchaburi - Prachuap Khiri Khan Basin,Phetchaburi,Tha Yang District,Tha Mai Ruak,MSL
1098955,บ้านทุ่งแฝก,บ้านทุ่งแฝก,ห้วยยาง,14.16131,101.883057,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Kgt.14A,tele_waterlevel,Royal Irrigation Department,Bang Pakong Basin,Prachin Buri,Na Di District,Thung Pho,MSL
1098957,บ้านแก่งดินสอ,บ้านแก่งดินสอ,แควโขมง,14.06587,101.922638,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),Kgt.15B,tele_waterlevel,Royal Irrigation Department,Bang Pakong Basin,Prachin Buri,Na Di District,Kaeng Dinso,MSL
1099005,บ้านแลง,บ้านแลง,แม่น้ำวัง,18.51882,99.629997,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),W.10B,tele_waterlevel,Royal Irrigation Department,Wang Basin,Lampang,Mueang Lampang District,Ban Laeng,MSL
11,Krung Thep 1,คลองลาดพร้าว ท้ายปตร.คลอง2,คลองหกวา,13.92245,100.63438,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),BKK001,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Bangkok,Sai Mai District,Sai Mai,MSL
1101563,Huai Mae Chaem School,ห้วยแม่แจ่ม,น้ำแม่แจ่ม,19.073175,98.306725,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP052,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Ping Basin,Chiang Mai,Galayani Vadhana District,Chaem Luang,MSL
1101565,Maenam Lao Bridge,สะพานแม่น้ำลาว,น้ำแม่ลาว,19.108244,99.45519,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP054,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,North Khong Basin,Chiang Rai,Wiang Pa Pao District,Mae Chedi Mai,MSL
1101566,Khlong Kang,คลองกั้ง,ห้วยกั้ง,17.71633,100.124115,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP055,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Nan Basin,Uttaradit,Mueang Uttaradit District,Ban Dan Na Kham,MSL
1101568,Ban Pradu,บ้านประดู่,คลองท่าเลา,8.21201,99.703316,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP057,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Peninsula - West Coast Basin,Nakhon Si Thammarat,Thung Song District,Na Luang Sen,MSL
1101569,Ban Tai,บ้านใต้,คลองท่าโลน,8.178332,99.70351,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP058,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Peninsula - West Coast Basin,Nakhon Si Thammarat,Thung Song District,Na Luang Sen,MSL
1101572,Ban Khlong Wai 7,บ้านคลองวาย หมู่ที่ 7,คลองบางจิก,9.36854,98.86751,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP061,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Peninsula - Upper East Coast Basin,Surat Thani,Vibhavadi District,Takuk Nuea,MSL
1101573,Ban Khlong Sai 8,บ้านคลองใส หมู่ที่ 8,คลองวาย,9.314678,98.88985,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP062,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Peninsula - Upper East Coast Basin,Surat Thani,Vibhavadi District,Takuk Nuea,MSL
1101574,Ban Khlong Mui 13,บ้านคลองมุย หมู่ที่ 13,คลองมุย,9.252886,98.85421,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),FOP063,tele_waterlevel,Friend in Need (of “Pa”) Volunteers Foundation,Peninsula - Upper East Coast Basin,Surat Thani,Vibhavadi District,Takuk Nuea,MSL
1105332,Ku Ti,ปตร กุฎิ (ทุ่งป่าโมก),แม่น้ำน้อย,14.412398,100.40116,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP006,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Phra Nakhon Si Ayutthaya,Phak Hai District,Tha Din Daeng,MSL
1106448,Khlong Bang So,ปตร.ปลายคลองบางซอ (ทุ่งเจ้าเจ็ด),แม่น้ำสุพรรณ,14.194874,100.13264,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP002,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Tha Chin Basin,Suphan Buri,Song Phi Nong District,Bang Ta Then,MSL
1106449,Lat Chado,ปตร.ลาดชะโด (ทุ่งผักไห่),คลองบางคี่,14.464408,100.366005,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP003,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Phra Nakhon Si Ayutthaya,Phak Hai District,Ammarit,MSL
1106450,Lat Chit,ปตร.ลาดชิด (ทุ่งผักไห่),ลำรางยายสุข,14.440615,100.35738,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP004,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Phra Nakhon Si Ayutthaya,Phak Hai District,Chakkarat,MSL
1106451,BangKaeo,ปตร.บางแก้ว (ทุ่งผักไห่),แม่น้ำน้อย,14.43659,100.371475,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP005,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Phra Nakhon Si Ayutthaya,Phak Hai District,Ta Lan,MSL
1106453,Thung PaMok,ทุ่งโพธิ์พระยา,คลองดอนต้นคาง,14.320748,100.017395,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP007,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Tha Chin Basin,Suphan Buri,Bang Pla Ma District,Wat Bot,MSL
1106454,Khlong Sai Huai Kaeo Pumping Station,สถานีสูบน้ำปากคลองสายห้วยแก้ว (ทุ่งซ้ายคลองชัยนาท),คลองท่าตะโก,15.082774,100.55449,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP008,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Lop Buri,Ban Mi District,Nong Mueang,MSL
1106455,Khlong Sa Ta Waeo Pumping Station,สถานีสูบน้ำปากคลองสระตาแวว (ทุ่งซ้ายคลองชัยนาท),คลองโพนทอง,14.940776,100.5929,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP009,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Lop Buri,Ban Mi District,Phu Kha,MSL
1106456,Pak Khlong Ha Wa,ทรบ. ปากคลองห้าวา (ทุ่งท่าวุ้ง),คลองบางคะลาย,14.818604,100.57653,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP010,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Lop Buri,Mueang Lop Buri District,Bang Khan Mak,MSL
1106457,Khlong Rabai Chai Nat Pa Sak Pumping Station,สถานีสูบน้ำคลองระบายชัยนาท-ป่าสัก 2 (ทุ่งเชียงราก),คลองบางโฉมศรี,15.055055,100.32081,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP011,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Sing Buri,In Buri District,Chi Nam Rai,MSL
1107582,Sena,เสนา (ทุ่งบางบาล-บ้านแพน),แม่น้ำน้อย,14.327802,100.40543,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),TCP012,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Chao Phraya Basin,Phra Nakhon Si Ayutthaya,Sena District,Sena,MSL
1109490,Tha Nam Bridge,สะพานท่าน้ำ,คลองกระบี่ใหญ่,8.109246,98.90554,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE001,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - West Coast Basin,Krabi,Mueang Krabi District,Pak Nam,MSL
1109491,Krabi Yai 1 Bridge,สะพานข้ามคลองกระบี่ใหญ่ 1,คลองกระบี่ใหญ่,8.187541,98.87916,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE002,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - West Coast Basin,Krabi,Mueang Krabi District,Thap Prik,MSL
1109492,I Pan Bridge,สะพานคลองอิปัน,คลองปันโตน,8.525791,98.88188,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE003,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Upper East Coast Basin,Krabi,Plai Phraya District,Plai Phraya,MSL
1109493,Khlong Tako Bridge,สะพานข้ามคลองตะโก,คลองตะโก,10.077702,98.98696,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE004,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Upper East Coast Basin,Chumphon,Thung Tako District,Tako,MSL
1109494,Nong Chik - Wang Pla Bridge,สะพานหนองจิก-วังปลา,คลองตะโก,10.112872,99.07568,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE005,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - Upper East Coast Basin,Chumphon,Thung Tako District,Chong Mai Kaeo,MSL
1109495,Upper Ni Naruemit Gate,ปตร.ธรณิศนฤมิต-เหนือน้ำ,ลำน้ำกำ,16.923182,104.71615,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE006,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,That Phanom District,Nam Kam,MSL
1109496,Ni Naruemit Gate,ปตร.ธรณิศนฤมิต-ท้ายน้ำ,ลำน้ำกำ,16.922241,104.71621,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE007,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,That Phanom District,Nam Kam,MSL
1109497,Upper Huai Kean Upper Gate,ปตร. ห้วยแคน-เหนือน้ำ,ห้วยแคน,16.928375,104.72032,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE008,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,That Phanom District,That Phanom,MSL
1109498,Huai Kean Gate,ปตร. ห้วยแคน-ท้ายน้ำ,ห้วยแคน,16.9279,104.72032,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE009,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,That Phanom District,That Phanom,MSL
1109499,Kaeng Pho Bridge,สะพานบ้านแก่งโพธิ์,ลำน้ำกำ,16.929178,104.70063,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE010,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,That Phanom District,Nam Kam,MSL
1109500,Upper Ban Na Khu Gate,ปตร.บ้านนาคู่-เหนือน้ำ,ลำน้ำกำ,16.962158,104.52516,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE011,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,Na Kae District,Na Khu,MSL
1109501,Ban Na Khu Gate,ปตร. บ้านนาคู่-ท้ายน้ำ,ลำน้ำกำ,16.961737,104.52589,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE012,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,Na Kae District,Na Khu,MSL
1109502,Mittraphap Tha Lat Pak Bang,สะพานมิตรภาพท่าลาดปากบัง,ลำน้ำกำ,16.993017,104.5914,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE013,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,Renu Nakhon District,Tha Lat,MSL
1109506,Upper Na Bua Gate,ปตร.บ้านนาบัว-เหนือน้ำ,ลำน้ำกำ,17.065418,104.57897,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE017,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,Renu Nakhon District,Khok Hin Hae,MSL
1109508,Upper Ban Tap Tao Gate,ปตร.บ้านตับเต่า-เหนือน้ำ,ลำน้ำบัง,17.115393,104.53785,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE019,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,Pla Pak District,Nong Thao Yai,MSL
1109509,Ban Tap Tao Gate,ปตร. บ้านตับเต่า-ท้ายน้ำ,ลำน้ำบัง,17.114838,104.53837,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE020,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Nakhon Phanom,Pla Pak District,Nong Thao Yai,MSL
1109511,Khlong Sam Bat Ban Kut Phiman,คลองสามบาท บ้านกุดพิมาน,ห้วยสามบาท,15.310615,101.743996,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE022,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Mun Basin,Nakhon Ratchasima,Dan Khun Thot District,Kut Phiman,MSL
1109512,Khlong ThaPhae Bridge,สะพานข้ามคลองท่าแพ,คลองเปิก,8.166443,99.70425,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE023,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - West Coast Basin,Nakhon Si Thammarat,Thung Song District,Pak Phraek,MSL
1109513,Khlong Bang Muang Bridge,สะพานข้ามคลองบางม่วง,ทะเลหลวง,7.365278,100.27959,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE024,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Phatthalung,Pak Phayun District,Fa Lami,MSL
1109514,Khlong Lampam Bridge,สะพานข้ามคลองลำปำ,คลองลำปำ,7.62273,100.146835,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE025,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Phatthalung,Mueang Phatthalung District,Lampam,MSL
1109516,Khlong Ka Poe Bridge,สะพานข้ามคลองกะเปอร์,คลองกะเปอร์,9.590022,98.63291,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE027,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Peninsula - West Coast Basin,Ranong,Kapoe District,Kapoe,MSL
1109519,Diak Bridge,สะพานข้ามคลองเดียก,ห้วยเดียก,17.125986,104.1409,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE030,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Sakon Nakhon,Mueang Sakon Nakhon District,Dong Mafai,MSL
1109522,Khlong Mong Bridge,สะพานข้ามคลองโมง,ห้วยโมง,17.166689,104.11901,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE033,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Northeast Khong Basin,Sakon Nakhon,Mueang Sakon Nakhon District,That Choeng Chum,MSL
1109524,Khlong Thepha Bridge,สะพานข้ามคลองเทพา,คลองเทพา,6.534082,100.963394,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE035,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Songkhla,Saba Yoi District,Cha Nae,MSL
1109525,Thepha Santi Suk Bridge,สะพานเทพาสันติสุข,คลองเทพา,6.825135,100.972626,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE036,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Songkhla,Thepha District,Thepha,MSL
1109526,Khlong U Taphao Bridge,สะพานข้ามคลองอู่ตะเภา,คลองอู่ตะเภา,7.134991,100.45319,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE037,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Songkhla,Hat Yai District,Khu Tao,MSL
1109527,Queen Bridge,สะพานสวนเฉลิมพระเกียรติ 72 พรรษามหาราชินี,ทะเลสาบสงขลา,7.182746,100.59448,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE038,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Songkhla,Singhanakhon District,Hua Khao,MSL
1109528,Khlong Ranot Bridge,สะพานข้ามคลองระโนด,คลองระโนด,7.76987,100.30207,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE039,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Thale Sap Songkhla Basin,Songkhla,Ranot District,Ranot,MSL
1109529,Yom Sai Kao - Tambon Krai Nai Bridge,สะพานข้ามแม่น้ำยมสายเก่า-ตำบลไกรใน,คลองวังทอง,17.07422,100.00566,,,Thailand,ThaiWater public API / Hydro-Informatics Institute (HII),ONE040,tele_waterlevel,Hydro – Informatics Institute (Public Organization),Yom Basin,Sukhothai,Kong Krailat District,Krai Nai,MSL
