,obsnm,station_name,gauge_id,mggvcd,bbsncd,sbsncd,obsopndt,obskdcd,river,area,rvwdt,bedslp,rvmjctdis,wsrdis,addr,longitude_dms,latitude_dms,tmx,tmy,altitude,wltel,tdeyn,mxgrd,sistartobsdh,siendobsdh,olstartobsdh,olendobsdh,longitude,latitude,country,source
674,의령군(성산리),Uiryeonggun(Seongsanri),2019695,기후에너지환경부,낙동강,201910,1917-07-01,T/M,남강,3446.3,376,1000,.4,89.3,경상남도 의령군 지정면 성산리 1106-4,128-25-45,35-23-27 ,329847,211394,3.09,15.72,N,12,1917070501,2025111001,19640101,20251110,128.42916666666665,35.39083333333333,South Korea,WAMIS Open API
675,밀양시(판곡교),Miryangsi(Pangokgyo),2020603,기후에너지환경부,낙동강,202007,2008-02-01,T/M,청도천,74.03,,,16.5,,경상남도 밀양시 무안면 죽월리 672-1 (판곡교),128-39-13,35-30-16 ,350030,224318,19.757,25.955,N,6,2008012900,2025111001,20080128,20251110,128.6536111111111,35.504444444444445,South Korea,WAMIS Open API
676,창녕군(강리),Changnyeonggun(Gangri),2020605,기후에너지환경부,낙동강,202002,2008-02-01,T/M,계성천,54.57,,,9.1,,경상남도 창녕군 장마면 강리 1085-1 (화영삼거리 부근),128-27-45,35-27-27 ,332766,218835,8.789,16.68,N,6,2008012900,2025111001,20080128,20251110,128.46249999999998,35.4575,South Korea,WAMIS Open API
677,함안군(계내리),Hamangun(Gyenaeri),2020615,기후에너지환경부,낙동강,202004,1921-08-01,T/M,낙동강,20354.77,400,830,83.4,84.3,경상남도 함안군 칠서면 계내리 343 (진동양수장옆),128-29-01,35-23-00 ,334806,210634,1.895,21.61,N,12,1921080101,2025111001,19240101,20251110,128.4836111111111,35.38333333333333,South Korea,WAMIS Open API
678,함안군(소랑교),Hamangun(Soranggyo),2020640,기후에너지환경부,낙동강,202003,2007-01-26,T/M,광려천,154.35,,,.8,,경상남도 함안군 칠북면 덕남리 328-4 (소랑교),128-31-21,35-22-53 ,338344,210472,-0.168,19.032,N,17,2007012622,2025111001,20070126,20251110,128.5225,35.38138888888889,South Korea,WAMIS Open API
679,함안군(창녕함안보하),Hamangun(Changnyeong·HamanboDN),2020646,기후에너지환경부,낙동강,202004,2012-01-27,T/M,낙동강,20697.0,,,74.8,,경상남도 함안군 칠북면 봉촌리 257 천,128-33-09,35-22-38 ,340891,210666,0.0,13.379,N,,2012061514,2025111001,20120615,20251110,128.5525,35.37722222222222,South Korea,WAMIS Open API
680,창녕군(창녕함안보상),Changnyeonggun(Changnyeong·HamanboUP),2020647,기후에너지환경부,낙동강,202004,2010-05-31,T/M,낙동강,20697.0,,,75.2,,경상남도 창녕군 길곡면 오호리 1001,128-33-01,35-22-59 ,340945,210451,0.0,15.49,N,,2010060311,2025111001,20100603,20251110,128.55027777777778,35.38305555555556,South Korea,WAMIS Open API
681,창녕군(청암리),Changnyeonggun(Cheongamri),2020650,기후에너지환경부,낙동강,202005,1955-10-01,T/M,낙동강,20685.3,690,100,69.2,74.9,경상남도 창녕군 부곡면 청암리 1110 (청암취수장옆),128-36-03,35-23-44 ,345437,212156,-4.01,12.62,N,11,1924072402,2025111001,19551015,20251110,128.60083333333333,35.39555555555555,South Korea,WAMIS Open API
682,밀양시(인교),Miryangsi(Ingyo),2020651,기후에너지환경부,낙동강,202007,2012-01-01,T/M,청도천,159.17,,,9.7,,경상남도 밀양시 초동면 오방리 682 (인교),128-39-04,35-25-31 ,349950,215530,1.766,14.61,N,12,2012010414,2025111001,20120104,20251110,128.6511111111111,35.42527777777777,South Korea,WAMIS Open API
683,창원시(마산교),Changwonsi(Masangyo),2020660,기후에너지환경부,낙동강,202005,2025-01-01,T/M,신천,50.19,,,4.62,,경상남도 창원시 의창구 북면  마산리 148-179,128-37-02,35-20-42 ,347017,206571,3.77,14.905,N,,2025010100,2025111001,20241231,20251110,128.61722222222224,35.345,South Korea,WAMIS Open API
684,김해시(주천교),Gimhaesi(Jucheongyo),2020671,기후에너지환경부,낙동강,202007,2025-01-01,T/M,주천강,70.13,,,5.42,,경상남도 김해시 진영읍  진영리 318-33,128-43-42,35-18-49 ,357180,203259,-0.317,6.882,N,,2025010100,2025111001,20241231,20251110,128.72833333333332,35.31361111111111,South Korea,WAMIS Open API
685,창원시(수산대교),Changwonsi(Susandaegyo),2020675,기후에너지환경부,낙동강,202010,1924-02-01,T/M,낙동강,20996.7,862,280,57.6,63,경상남도 창원시 의창구 대산면 모산리 701 (수산대교),128-42-51,35-21-55 ,355792,208969,-0.518,13.217,N,12,1917070510,2025111001,19240222,20251110,128.71416666666664,35.36527777777778,South Korea,WAMIS Open API
686,김해시(오서교),Gimhaesi(Oseogyo),2020680,기후에너지환경부,낙동강,202009,2007-01-26,T/M,화포천,132.88,,,2.8,,경상남도 김해시 한림면 금곡리 1015 (오서교),128-48-54,35-20-10 ,365017,205896,-0.608,8.85,N,10,2007012622,2025111001,20070126,20251110,128.815,35.336111111111116,South Korea,WAMIS Open API
687,경주시(의곡교),Gyeongjusi(Uigokgyo),2021610,기후에너지환경부,낙동강,202102,2016-12-29,T/M,동창천,62.32,,,47.47,,경상북도 경주시 산내면 의곡리 591-40(의곡교),129-02-51,35-45-30 ,385184,253164,191.412,198.272,N,,2017010100,2025111001,20161231,20251110,129.04749999999999,35.75833333333333,South Korea,WAMIS Open API
688,청도군(신원1교),Cheongdogun(Sinwon1gyo),2021612,한국수자원공사,낙동강,202101,2013-11-01,T/M,,,,,,,경상북도 청도군 운문면 신원리 신원1교,128-57-41,35-41-16 ,377627,245207,169.29,175.59,N,4.1,2014010312,2025111001,20170723,20251110,128.96138888888888,35.687777777777775,South Korea,WAMIS Open API
689,청도군(운문댐),Cheongdogun(Unmundam),2021620,한국수자원공사,낙동강,202101,1994-03-31,T/M,동창천,301.3,,,38,,경상북도 청도군 운문면 대천리,128-54-56,35-43-23 ,373326,249008,,155.32,N,20,2006022016,2025111001,20060220,20251110,128.91555555555556,35.723055555555554,South Korea,WAMIS Open API
690,청도군(임당교),Cheongdogun(Imdanggyo),2021625,한국수자원공사,낙동강,202102,2013-11-30,T/M,낙동강,,,,36,,경상북도 청도군 금천면 임당리 990-1,128-55-00,35-42-22 ,247129,373463,101.34,108.39,N,3.8,2         ,2025111001,20170723,20251110,128.91666666666666,35.70611111111111,South Korea,WAMIS Open API
691,청도군(매전교),Cheongdogun(Majumgyo),2021630,한국수자원공사,낙동강,202102,2013-11-30,T/M,,330.1,182,,18.9,,경상북도 청도군 매전면 당호리 558 (매전교),128-52-01,35-40-25 ,243436,369031,74.475,84.56,N,4.1,20        ,2025111001,20170723,20251110,128.86694444444444,35.67361111111111,South Korea,WAMIS Open API
692,경주시(매곡교),Gyeongjusi(Magokgyo),2021635,한국수자원공사,낙동강,202104,2007-12-01,T/M,,,,,,,경상북도 청도군 청도읍 부야리 652-3수,128-47-51,35-40-31 ,362740,243504,,,N,,2017072313,2025111001,20170723,20251110,128.79749999999999,35.67527777777777,South Korea,WAMIS Open API
693,청도군(원리),Cheongdogun(Wonri),2021640,기후에너지환경부,낙동강,202104,1962-07-01,T/M,청도천,298.32,140,,9.08,,경상북도 청도군 청도읍 원리 988-1,128-45-46,35-37-11 ,359706,237282,53.273,61.87,N,7.9,1963062002,2025111001,19621101,20251110,128.76277777777779,35.61972222222222,South Korea,WAMIS Open API
694,청도군(소라교),Cheongdogun(Soragyo),2021643,기후에너지환경부,낙동강,202104,2025-01-01,T/M,청도천,233.29,,,15.23,,경상북도 청도군 화양읍  소라리 458-5,128-43-47,35-39-35 ,356633,241667,61.615,70.427,N,,2025010100,2025111001,20241231,20251110,128.72972222222222,35.65972222222222,South Korea,WAMIS Open API
695,양산시(대리),Yangsansi(Daeri),2021650,한국수자원공사,낙동강,202105,2000-06-01,T/M,단장천,59.4,,,29.6,,경상남도 양산시 원동면 대리 995,128-58-50,35-28-45 ,379753,222060,222.21,226.99,N,5,2002031907,2025111001,20010101,20251110,128.98055555555555,35.47916666666667,South Korea,WAMIS Open API
696,밀양시(소고교),Milyangsi(Sogogyo),2021653,기후에너지환경부,낙동강,202106,2025-01-01,T/M,동천,85.43,,,7.52,,경상남도 밀양시 산내면  임고리 2807-1,128-52-15,35-34-34 ,369589,232623,91.743,99.964,N,,2025010100,2025111001,20241231,20251110,128.87083333333334,35.57611111111112,South Korea,WAMIS Open API
697,밀양시(밀양댐),Miryangsi(Miryangdam),2021660,한국수자원공사,낙동강,202105,2001-06-04,T/M,단장천,95.4,,,21.8,,경상남도 밀양시 단장면 고례리 산308-1,128-56-05,35-28-53 ,375588,222224,160.0,212.34,N,52,2006022016,2025111001,20010101,20251110,128.93472222222223,35.481388888888894,South Korea,WAMIS Open API
698,청도군(유천교),Cheongdogun(Yucheongyo),2021664,기후에너지환경부,낙동강,202108,2025-01-01,T/M,청도천,337.14,,,.19,,경상북도 청도군 청도읍  내호리 289,128-46-22,35-34-09 ,360713,231688,28.101,37.687,N,,2025010100,2025111001,20241231,20251110,128.7727777777778,35.56916666666667,South Korea,WAMIS Open API
699,밀양시(상동교),Miryangsi(Sangdonggyo),2021665,기후에너지환경부,낙동강,202108,2011-01-01,T/M,밀양강,889.57,,,30.8,,경상남도 밀양시 상동면 옥산리 141-2 (상동교),128-45-54,35-33-53 ,360017,231182,25.747,36.35,N,9,2011010100,2025111001,20101231,20251110,128.765,35.56472222222222,South Korea,WAMIS Open API
700,밀양시(금곡리),Miryangsi(Geumgokri),2021670,기후에너지환경부,낙동강,202107,2014-01-01,T/M,,332.19,165,,6.03,,경상남도 밀양시 산외면 금곡리 83-8 (금곡교 하류),128-50-21,35-30-32 ,366833,225078,31.494,40.106,N,8,2014010100,2025111001,20131231,20251110,128.83916666666667,35.50888888888889,South Korea,WAMIS Open API
701,밀양시(용평동),Miryangsi(Yongpyeongdong),2021675,기후에너지환경부,낙동강,202108,1917-02-01,T/M,밀양강,1288.56,300,200,,-19.5,경상남도 밀양시 용평동 963 (활성교 상류),128-46-45,35-29-39 ,361417,223406,11.154,20.44,N,8.8,1918071113,2025111001,19170716,20251110,128.77916666666667,35.494166666666665,South Korea,WAMIS Open API
702,밀양시(남천교),Miryangsi(Namcheongyo),2021677,기후에너지환경부,낙동강,202109,2007-01-26,T/M,밀양강,1295.49,,,15.8,,경상남도 밀양시 삼문동 377 (남천교),128-44-50,35-29-21 ,358554,222769,5.37,11.05,N,10,2007012622,2025111001,20070126,20251110,128.7472222222222,35.48916666666667,South Korea,WAMIS Open API
703,밀양시(남포동),Miryangsi(Nampodong),2021685,기후에너지환경부,낙동강,202109,1988-01-01,T/M,밀양강,1330.6,500,600,15.5,-15.5,경상남도 밀양시 남포동 408,128-47-07,35-27-40 ,362064,219718,0.05,11.19,N,11,1987060120,2025111001,19870601,20251110,128.78527777777776,35.461111111111116,South Korea,WAMIS Open API
704,밀양시(삼상교),Miryangsi(Samsanggyo),2021690,기후에너지환경부,낙동강,202109,2006-01-25,T/M,밀양강,979.4,,,4.2,,경상남도 밀양시 삼랑진읍 미전리 894-15 (삼상교),128-47-48,35-24-39 ,363199,214157,-0.88,13.39,N,9,2006011216,2025111001,20060112,20251110,128.79666666666665,35.41083333333333,South Korea,WAMIS Open API
705,밀양시(삼랑진교),Miryangsi(Samnangjin),2022610,기후에너지환경부,낙동강,202201,1955-08-01,T/M,낙동강,22775.43,460,1250,45.69,49.7,경상남도 밀양시 삼랑진읍 삼랑리 854 (삼랑진교),128-49-18,35-22-58 ,365528,211055,-0.828,7.593,Y,11,1916062319,2025111001,19870601,20251110,128.82166666666666,35.382777777777775,South Korea,WAMIS Open API
706,김해시(월촌리),Gimhaesi(Wolchonri),2022640,기후에너지환경부,낙동강,202202,1935-01-01,T/M,낙동강,23149.9,1070,420,22.7,25.2,경상남도 김해시 대동면 월촌리 988,128-59-39,35-17-22 ,381413,201031,-0.81,6.27,Y,9,1935072314,2025111001,19720101,20251110,128.99416666666664,35.28944444444444,South Korea,WAMIS Open API
707,양산시(삼계교),Yangsansi(Samgyegyo),2022651,기후에너지환경부,낙동강,202203,2024-01-09,T/M,양산천,106.5,,,17.15,,경상남도 양산시 상북면  상삼리 41-6 (삼계교),129-03-48,35-25-19 ,387399,215863,30.719,38.969,N,,2024020212,2025111001,20240202,20251110,129.06333333333333,35.42194444444444,South Korea,WAMIS Open API
708,양산시(효충교),Yangsansi(Hyochunggyo),2022655,기후에너지환경부,낙동강,202203,2006-01-25,T/M,양산천,136.3,,,11,,경상남도 양산시 상북면 소토리 1287-47 (효충교),129-02-49,35-22-50 ,386006,211240,7.25,15,N,8,2006011216,2025111001,20060112,20251110,129.04694444444445,35.38055555555555,South Korea,WAMIS Open API
709,양산시(양산교),Yangsansi(Yangsangyo),2022660,기후에너지환경부,낙동강,202204,1962-07-01,T/M,양산천,176.91,190,300,8.26,-7.2,경상남도 양산시 신기동 600 (양산교),129-02-10,35-21-27 ,385074,208661,4.258,12.53,N,8,1980080308,2025111001,19621101,20251110,129.0361111111111,35.3575,South Korea,WAMIS Open API
710,양산시(어곡1교),Yangsansi(Eogok1gyo),2022662,기후에너지환경부,낙동강,202204,2024-01-09,T/M,유산천,20.77,,,1.55,,경상남도 양산시 어곡동 175 (어곡1교),129-01-41,35-22-26 ,384304,210464,20.661,24.931,N,,2024020212,2025111001,20240202,20251110,129.02805555555557,35.37388888888889,South Korea,WAMIS Open API
711,양산시(호포대교),Yangsansi(Hopodaegyo),2022670,기후에너지환경부,낙동강,202204,2006-01-27,T/M,양산천,242.9,,,.1,,경상남도 양산시 물금읍 증산리 136-4 (호포대교),129-00-41,35-17-22 ,382980,201063,-0.98,11.71,N,10,2006011216,2025111001,20060112,20251110,129.0113888888889,35.28944444444444,South Korea,WAMIS Open API
712,부산시(대동낙동강교),Busansi(Daedongnakdonggyo),2022678,기후에너지환경부,낙동강,202207,2024-02-13,T/M,서낙동강,14.08,,,20.09,,부산광역시 강서구 대저1동 671-19,128-58-34,35-13-30 ,379912,193847,-3.84,2.13,N,,2024010101,2025111001,20240101,20251110,128.97611111111112,35.225,South Korea,WAMIS Open API
713,부산시(구포대교),Busansi(Gupodaegyo),2022680,기후에너지환경부,낙동강,202208,1927-06-01,T/M,낙동강,23346.91,1020,240,12.28,17.2,부산광역시 북구 구포동 1065-1 (구포대교),128-59-36,35-12-13 ,381554,191505,-1.592,7.44,Y,9,1918070211,2025111001,19860101,20251110,128.9933333333333,35.203611111111115,South Korea,WAMIS Open API
714,김해시(연지교),Ginhaesi(Yeonjigyo),2022681,기후에너지환경부,낙동강,202206,2025-01-01,T/M,해반천,12.79,,,7.98,,경상남도 김해시 내동  101-2,128-52-17,35-14-41 ,370336,195851,5.688,12.603,N,,2025010100,2025111001,20241231,20251110,128.8713888888889,35.24472222222222,South Korea,WAMIS Open API
715,부산시(삼덕교),Busansi(Samdeokgyo),2022682,기후에너지환경부,낙동강,202208,2025-01-01,T/M,삼락천,8.31,,,1.95,,부산광역시 사상구 삼락동  467,128-58-53,35-10-55 ,380488,189079,-2.999,2.372,N,,2025010100,2025111001,20241231,20251110,128.9813888888889,35.18194444444444,South Korea,WAMIS Open API
716,김해시(대청천교),Gimhaesi(Daecheongcheongyo),2022684,기후에너지환경부,낙동강,202206,2025-01-01,T/M,대청천,19.98,,,1.11,,경상남도 김해시 신문동  490-1,128-49-05,35-11-53 ,365575,190582,1.773,7.671,N,,2025010100,2025111001,20241231,20251110,128.81805555555556,35.198055555555555,South Korea,WAMIS Open API
717,김해시(정천교),Gimhaesi(Jeongcheongyo),2022685,기후에너지환경부,낙동강,202206,2008-02-01,T/M,조만강,39.6,91,,8.81,,경상남도 김해시 명법동 1118 (정천교),128-50-01,35-12-20 ,367002,191441,-2.077,6.896,N,8,2008012900,2025111001,20080128,20251110,128.8336111111111,35.205555555555556,South Korea,WAMIS Open API
718,부산시(동서교),Busansi(Dongseogyo),2022688,기후에너지환경부,낙동강,202207,2023-10-18,T/M,평강천,6.68,,,9.07,,부산광역시 강서구 강동동 1546-15 (동서교),128-55-52,35-11-51 ,375874,190715,-2.91,3.49,N,7,2023091515,2025111001,20230915,20251110,128.9311111111111,35.1975,South Korea,WAMIS Open API
719,부산시(강동교),Busansi(Gangdonggyo),2022690,기후에너지환경부,낙동강,202207,2022-04-20,T/M,서낙동강,76.58,,,8.14,,부산광역시 강서구 죽림동 1069-2 (강동교),128-54-20,35-11-31 ,373558,190053,-6.46,4.41,N,,2022021412,2025111001,20220214,20251110,128.90555555555557,35.19194444444444,South Korea,WAMIS Open API
720,부산시(학장3호교),Busansi(Hakjang3hogyo),2022692,기후에너지환경부,낙동강,202208,2025-01-01,T/M,학장천,5.91,,,3.01,,부산광역시 사상구 학장동  454-1,128-59-08,35-08-34 ,380955,184740,3.459,8.987,N,,2025010100,2025111001,20241231,20251110,128.98555555555555,35.14277777777778,South Korea,WAMIS Open API
721,부산시(지사천1교),Busansi(Jisacheon1gyo),2022693,기후에너지환경부,낙동강,202207,2025-01-01,T/M,지사천,13.73,,,3.44,,부산광역시 강서구 구랑동  1234,128-51-29,35-08-21 ,369341,184115,-2.134,3.882,N,,2025010100,2025111001,20241231,20251110,128.85805555555555,35.13916666666667,South Korea,WAMIS Open API
722,부산시(낙동강하구언(내)),Busansi(Nakdongganghagueon(in)),2022696,한국수자원공사,회야ㆍ수영,230206,1988-01-01,T/M,낙동강,23384.21,0,0,0,0,부산광역시 사하구 하단동 1149번지,128-57-02,35-06-29 ,377998,180519,0.0,4.505,Y,4.12,1987060120,2025111001,19870601,20251110,128.95055555555555,35.10805555555556,South Korea,WAMIS Open API
723,부산시(낙동강하구언(외)),Busansi(Nakdongganghagueon(out)),2022697,한국수자원공사,낙동강남해,250408,1988-01-01,T/M,낙동강,23384.21,0,0,0,0,부산광역시 사하구 하단동 1149-9,128-57-02,35-06-24 ,377817,180700,0.0,8.568,Y,2.6,1987060122,2025111001,20140610,20251110,128.95055555555555,35.10666666666667,South Korea,WAMIS Open API
724,울산시(복안교),Ulsansi(Bokangyo),2101601,기후에너지환경부,형산강,210101,2025-01-01,T/M,복안천,22.81,,,3.71,,울산광역시 울주군 두서면  복안리 1169-21,129-10-48,35-42-11 ,397306,247288,90.639,97.025,N,,2025010100,2025111001,20241231,20251110,129.17999999999998,35.70305555555556,South Korea,WAMIS Open API
725,경주시(월산교),Gyeongjusi(Wolsangyo),2101603,기후에너지환경부,형산강,210101,2024-01-09,T/M,형산강,78.96,,,46.25,,경상북도 경주시 내남면  노곡리 957-1 (월산교),129-12-09,35-44-08 ,399262,250940,57.957,65.68,N,,2024020212,2025111001,20240202,20251110,129.2025,35.73555555555556,South Korea,WAMIS Open API
726,경주시(망성교),Gyeongjusi(Mangseonggyo),2101610,기후에너지환경부,형산강,210101,2016-01-01,T/M,형산강,261.63,,,39.42,,경상북도 경주시 배동 1125-152(망성교),129-12-02,35-47-17 ,398955,256763,39.53,46.776,N,,2016010100,2025111001,20151231,20251110,129.20055555555555,35.78805555555555,South Korea,WAMIS Open API
727,경주시(효현교),Gyeongjusi(Hyohyeongyo),2101620,기후에너지환경부,형산강,210102,2016-01-01,T/M,대천,239.08,,,2.07,,경상북도 경주시 효현동 1125-31(효현교),129-10-44,35-48-54 ,396930,259709,33.94,42.32,N,,2016010100,2025111001,20151231,20251110,129.17888888888888,35.815,South Korea,WAMIS Open API
728,경주시(교촌교),Gyeongjusi(Gyochongyo),2101624,기후에너지환경부,형산강,210103,2024-01-09,T/M,남천,83.32,,,2,,경상북도 경주시 교동  153-1 (교촌교),129-12-53,35-49-44 ,400134,261323,31.058,37.896,N,,2024020212,2025111001,20240202,20251110,129.2147222222222,35.82888888888889,South Korea,WAMIS Open API
729,경주시(서천교),Gyeongjusi(Seocheongyo),2101625,기후에너지환경부,형산강,210108,1962-07-01,T/M,형산강,443.31,284,0,33.37,0,경상북도 경주시 서악동 1491-1 (서천교),129-12-05,35-50-17 ,398931,262314,26.585,34.5,N,8,1998033009,2025111001,19980601,20251110,129.20138888888889,35.838055555555556,South Korea,WAMIS Open API
730,경주시(구황교),Gyeongjusi(Guhwanggyo),2101630,기후에너지환경부,형산강,210105,2025-01-01,T/M,북천,78.14,,,3.83,,경상북도 경주시 동천동  160-3,129-14-14,35-50-36 ,402131,262973,49.421,59.37,N,,2025010100,2025111001,20241231,20251110,129.23722222222221,35.843333333333334,South Korea,WAMIS Open API
731,보문,Bomun,2101632,한국농어촌공사,형산강,210105,2014-02-21,T/M,,33.88,,,6.7,,경상북도 경주시 보문동 998-15,129-16-02,35-50-52 ,404830,263529,,,N,,,,,,129.26722222222224,35.84777777777778,South Korea,WAMIS Open API
732,경주시(지일교),Gyeongjusi(Jiilgyo),2101640,기후에너지환경부,형산강,210108,2025-01-01,T/M,소현천,36.73,,,2.71,,경상북도 경주시 현곡면  소현리 804-1,129-11-17,35-53-07 ,397584,267527,31.387,37.048,N,,2025010100,2025111001,20241231,20251110,129.18805555555556,35.88527777777778,South Korea,WAMIS Open API
