gauge_id,gauge_name,river,longitude,latitude,area
3420,Radovljica I,Sava,14.1700638884,46.3403760735,907.96
3430,Mlaka,Sava,14.17508697,46.3346536016,
3440,Globoko,Sava,14.2122813783,46.3227683636,933.45
3460,Podnart,Sava,14.264634814,46.2927931376,980.94
3465,Okroglo,Sava,14.3243545348,46.2562688495,1198.73
3480,Kranj,Sava,14.3580344862,46.2370266368,1229.4
3490,Kranj I,Sava,14.358363377,46.2366235597,1229.16
3500,Prebačevo,Sava,14.3957789885,46.2126219628,1467.4
3510,Mavčiče,Sava,14.4131167263,46.1851323325,
3530,Medno,Sava,14.4452248562,46.1228436222,2201.44
3540,Tacen,Sava,14.4665025186,46.1171858885,2203.79
3550,Črnuče,Sava,14.5248128834,46.1000760844,2268.82
3560,Tomačevo,Sava,14.5408915505,46.0876338687,
3568,Šentjakob I,Sava,14.5871502719,46.0843458807,2284.8
3570,Šentjakob,Sava,14.5871502719,46.0843458807,2284.75
3580,Podgrad,Sava,14.6472740081,46.0756836799,4702.4
3590,Dolsko,Sava,14.6832761027,46.0882970566,
3600,Laze,Sava,14.6921905817,46.089941142,
3610,Jevnica,Sava,14.7249415089,46.0839056555,
3620,Kresnice,Sava,14.77688392,46.0946370875,4810.07
3630,Pogonik,Sava,14.8349965904,46.0819578645,4835.68
3650,Litija I,Sava,14.8277068536,46.0558963364,4849.33
3660,Litija,Sava,14.8335714706,46.0570388444,4849.67
3670,Ponoviče,Sava,14.8763800584,46.0804803639,4967.29
3672,Ponoviče I,Sava,14.881613331,46.0822406152,
3680,Mošenik,Sava,14.9292516245,46.0930332463,
3690,Renke,Sava,14.9619711382,46.097728033,
3700,Zagorje,Sava,14.9941768868,46.1202303984,
3710,Trbovlje,Sava,15.0288554911,46.1177973207,5160.32
3725,Hrastnik,Sava,15.0955151959,46.1220803173,5205.3
3730,Suhadol,Sava,15.1420393532,46.1028652325,5248.19
3740,Radeče,Sava,15.186047301,46.071802206,7117.06
3770,Sevnica,Sava,15.3051451878,46.0054516548,7568.61
3790,Krško I,Sava,15.4883408375,45.9708007145,7780.7
3810,Mrtvice,Sava,15.5232272659,45.9341114581,
3820,Skopice,Sava,15.5953200709,45.897853446,7823.98
3830,Brežice,Sava,15.5968036137,45.8979806896,7869.25
3840,Čatež,Sava,15.606742175,45.8933839439,10231.72
3850,Čatež I,Sava,15.6148491182,45.8934485971,10232.42
3900,Jesenice na Dolenjskem,Sava,15.6973194084,45.8607411746,10927.66
4010,Ovsiše,Lipnica,14.2544076808,46.2907472955,
4020,Ovsiše I,Lipnica,14.2554557754,46.2900342674,39.76
4025,Ovsiše II,Lipnica,14.2629217094,46.2888948756,40.25
4030,Jelendol,Tržiška Bistrica,14.3475020255,46.3978543335,48.85
4040,Tržič,Tržiška Bistrica,14.3219457002,46.366347372,79.03
4050,Preska,Tržiška Bistrica,14.3043066151,46.358188113,121.5
4060,Zgornje Duplje I,Tržiška Bistrica,14.2906115532,46.3016855233,
4070,Zgornje Duplje,Tržiška Bistrica,14.2927025701,46.3006186922,
4080,Podbrezje,Tržiška Bistrica,14.2889431698,46.2901574488,141.79
4090,Bistrica,Kanal Tržiške Bistrice,14.289594456,46.2899815336,
4095,Lajb,Mošenik,,,11.01
4100,Tržič,Mošenik,14.3120948916,46.3693028987,38.61
4110,Tržič I,Mošenik,14.3123650123,46.3684946941,38.8
4120,Kokra I,Kokra,14.5036213363,46.3061919915,113.1
4130,Kokra,Kokra,14.5031081835,46.3055059002,112.2
4140,Britof,Kokra,14.3884232986,46.2622084417,
4150,Britof I,Kokra,14.3901177519,46.2614976326,150.36
4155,Kranj II,Kokra,14.3642891663,46.2433963843,221.35
4160,Kranj,Kokra,14.363997548,46.2428188718,220.0
4170,Kranj I,Kokra,14.3632288232,46.2420047475,220.0
4180,Jezersko,Jezernica,14.5045216261,46.3934235825,20.61
4190,Suha,Sora,14.3297009396,46.1623576296,566.34
4200,Suha I,Sora,14.3307369894,46.162354702,568.86
4206,Medvode I,Sora,14.4113713956,46.1422909401,645.6
4208,Medvode,Sora,14.413711955,46.1413131401,642.86
4209,Medvode II,Sora,14.4181194833,46.1394999784,647.38
4210,Žiri,Poljanska Sora,14.1144038507,46.0371626142,53.75
4215,Žiri II,Poljanska Sora,14.1127118853,46.0419637539,63.0
4220,Žiri I,Poljanska Sora,14.112704681,46.0424136287,63.0
4222,Žiri III,Poljanska Sora,14.1114659172,46.0439157713,63.28
4225,Hotavlje,Poljanska Sora,14.1254358566,46.1077063722,188.95
4230,Zminec,Poljanska Sora,14.2948377833,46.1533384265,306.52
4240,Zminec I,Poljanska Sora,14.2953629843,46.1537825888,305.51
4250,Gornja Dobrava,Brebovščica,14.1601277569,46.0978882103,28.52
4260,Volča,Ločivnica,14.1834168835,46.1325212204,18.63
4270,Železniki,Selška Sora,14.1665297386,46.2222933979,104.1
4280,Dolenja vas,Selška Sora,14.2255094532,46.213619863,159.95
4290,Dolenja vas I,Selška Sora,14.2259083934,46.2129026972,160.95
4292,Dolenja vas II,Selška Sora,14.2268219663,46.2124589626,163.22
4298,Vešter,Selška Sora,14.289903725,46.1725285007,213.76
4300,Škofja Loka,Selška Sora,14.2989176704,46.1695516777,215.0
4310,Škofja Loka I,Selška Sora,14.3017691339,46.1693891616,215.23
4312,Reteče,Struga,14.3649224985,46.1569797159,9.11
4313,Reteče,Neimenovani (Drenaža),14.3679694163,46.1566366663,
4315,Spodnja Senica,Neimenovani K2,14.3907218246,46.1483016799,
4317,Ladja,Neimenovani Pri Mlinu,14.4028784973,46.1435516656,
4318,Ladja,Neimenovani 8,14.4064896726,46.1436154642,
4320,Povodje,Gameljščica,14.4850645577,46.1386873469,39.38
4330,Zgornje Gameljne,Gameljščica,14.4946083912,46.1283817239,55.95
4340,Skaručna,Poljšak,14.4880935753,46.1470694972,
4350,Vojsko,Vojšnica-Dobrava,14.4885119581,46.1438319345,
4360,Kamniška Bistrica,Kamniška Bistrica,14.594933503,46.3279135583,88888.88
4370,Iverje,Kamniška Bistrica,14.6189828735,46.278326281,67.81
4380,Stahovica,Kamniška Bistrica,14.6072675459,46.2651492284,79.73
4390,Stranje,Kamniška Bistrica,14.6077498145,46.252103424,100.05
4400,Kamnik I,Kamniška Bistrica,14.6178650213,46.2244229789,195.5
4410,Kamnik,Kamniška Bistrica,14.6175452859,46.2237920286,194.79
4420,Kamnik,Industrijski Kanal,14.6176674322,46.2248722336,
4430,Vir,Kamniška Bistrica,14.6090336591,46.1480060264,208.58
4440,Domžale,Kamniška Bistrica,14.6081692516,46.1384557333,373.89
4445,Bišče,Kamniška Bistrica,14.6158128138,46.1038503974,382.55
4450,Domžale,Mlinščica,14.6040283952,46.1382614958,99999.99
4460,Beričevo I,Kamniška Bistrica,14.6306358934,46.0888589554,
4470,Beričevo,Kamniška Bistrica,14.6310921347,46.0883205184,
4480,Nevlje I,Nevljica,14.6296427914,46.2331990825,82.21
4490,Nevlje,Nevljica,14.6291513369,46.2330085256,82.03
4500,Dob,Rača,14.6306380811,46.146629129,161.1
4510,Podrečje I,Rača,14.613569944,46.1436032249,164.06
4515,Vir,Rača,14.6215654803,46.1443228529,161.41
4520,Podrečje,Rača,14.6140576032,46.1423630885,163.84
4530,Trnjava,Radomlja,14.7185501543,46.1709051105,36.02
4540,Trnjava I,Radomlja z Drtijščico,14.7156984013,46.1713479725,74.48
4550,Vir,Mlinščica,14.6159964176,46.1483805664,
4553,Pšata,Pšata,14.5103847082,46.2611760937,88888.88
4558,Moste,Pšata,14.5523108374,46.1946705552,78.19
4560,Moste I,Pšata,14.5521893037,46.19368026,78.34
4570,Topole,Pšata,14.5673740094,46.1740503048,93.92
4575,Loka,Pšata,14.5649446435,46.1437434513,99999.99
4580,Zgornje Jarše I,Razbremenilnik Pšate,14.5879177624,46.1635800928,
4590,Zgornje Jarše,Razbremenilnik Pšate,14.5974575091,46.1695530227,
4600,Bišče,Pšata,14.6168568966,46.0989819113,146.5
4605,Kleče,Mlinščica,14.6596233515,46.085979441,
4610,Breg,Reka,14.8503121626,46.06101236,96.23
4620,Loke,Medija,14.9528748557,46.1467662207,58.51
4626,Zagorje II,Medija,15.0011000736,46.1278792251,96.4
4628,Zagorje,Medija,15.0014882925,46.1263044925,96.45
4630,Zagorje I,Medija,15.0011646985,46.1238299226,96.97
4640,Šklendrovec,Šklendrovec,15.0046578689,46.112851712,16.48
4650,Žebnik,Sopota,15.1396368383,46.0632927153,48.38
4660,Martinja vas I,Mirna,15.1406433625,45.9606891141,163.82
4670,Martinja vas,Mirna,15.141932975,45.9604175583,163.91
4671,Martinja vas II,Mirna,15.1421906662,45.9602732589,186.02
4680,Gabrje,Mirna,15.2189368259,45.9863022003,249.39
4690,Gabrje I,Mirna,15.2191999762,45.9875615098,268.95
4695,Jelovec,Mirna,15.2350582606,45.9888977916,271.21
4700,Boštanj,Mirna,15.2853711861,46.0022632273,286.09
4705,Orešje,Sevnična,15.2999585365,46.0373474865,39.78
4706,Metni Vrh,Sevnična,15.3025584759,46.0260293916,42.03
4710,Rogatec,Sotla,15.7046323539,46.2233760642,39.47
4740,Rakovec I,Sotla,15.7100669864,45.921134871,560.06
4750,Rakovec,Sotla,15.7091391551,45.9211766274,561.3
4760,Sodna vas I,Mestinjščica,15.6043652985,46.1844113605,97.94
4761,Sodna vas,Mestinjščica,15.6044918863,46.1841407395,97.94
4770,Sodna vas II,Mestinjščica,15.6060553507,46.1731544322,132.82
4780,Zagaj,Bistrica,15.6572616711,46.046172658,93.93
4790,Zagaj I,Bistrica,15.6561189215,46.0478889568,94.01
4791,Zagaj II,Bistrica,15.6563209643,46.0485806889,94.03
4800,Bistrica ob Sotli,Bistrica,15.6607351413,46.0556911325,96.66
4810,Bistrica ob Sotli I,Bistrica,15.66188758,46.0547846076,
4820,Petrina,Kolpa,14.8565041099,45.4641241641,467.31
4828,Sodevci,Kolpa,15.0803463193,45.4849208301,1136.46
4830,Radenci,Kolpa,15.0936209869,45.4661468176,
4840,Radenci I,Kolpa,15.0948990542,45.4656057936,
4850,Radenci II,Kolpa,15.0966245756,45.4649743829,1165.76
4860,Metlika,Kolpa,15.3277457179,45.6350649288,1966.27
4870,Črni Potok,Čabranka,14.6854637736,45.5875139608,89.81
4890,Črni Potok,Črni potok,14.6860219779,45.590845236,10.56
4900,Papeži,Belica,14.7080028857,45.5665153943,14.15
4910,Slovenska vas,Rinža Zajetje,14.8309618777,45.6655753111,88888.88
4920,Slovenska vas,Rinža,14.8376389582,45.6645950857,88888.88
4930,Mahovnik,Rinža,14.8536146369,45.6413987499,88888.88
4940,Kočevje,Rinža,14.866579938,45.6382649016,88888.88
4950,Livold,Rinža,14.8844486225,45.6204658929,88888.88
4960,Livold I,Rinža,14.8933396445,45.6051218059,88888.88
4965,Spodnja Bilpa,Bilpa,14.9669750302,45.513067554,88888.88
4969,Gradac I,Lahinja,15.2499638206,45.6137444089,218.89
4970,Gradac,Lahinja,15.247433268,45.6156667594,219.12
4975,Dobliče,Dobličica,,,38.04
4980,Krupa,Krupa,15.2220505425,45.6339873726,88888.88
4985,Dolenjce I,Krupa,15.2314070382,45.6320789662,92.53
4986,Dolenjce II,Krupa,,,
4990,Dolenjce,Krupa,15.2418944784,45.6248578541,107.97
4995,Metlika,Obrh,15.3226622579,45.652330889,99999.99
5030,Vrhnika,Ljubljanica,14.3047739584,45.9665348622,1135.12
5040,Kamin,Ljubljanica,14.3637566309,45.965717628,1195.32
5043,Bevke,Ljubljanica,14.3903614509,45.9695881168,
5049,Lipe I,Ljubljanica,,,
5050,Lipe,Ljubljanica,14.4702214335,45.9990519754,
5070,Špica,Ljubljanica,14.5157171955,46.0382178756,
5075,Ambrožev trg,Ljubljanica,14.5243974538,46.050582391,
5078,Moste I,Ljubljanica,14.5491697004,46.0557219879,1777.96
5080,Moste,Ljubljanica,14.5539641845,46.0542110415,1778.16
5090,Vevče,Ljubljanica,14.6006689429,46.0478148015,1790.61
5100,Zgornji Kašelj,Ljubljanica,14.6153799669,46.0509247686,
5110,Zalog,Ljubljanica,14.6266752818,46.0624803824,1873.21
5120,Mirke,Velika Ljubljanica,14.3037087661,45.9537051865,88888.88
5130,Mirke I,Velika Ljubljanica,14.3040901497,45.9541574467,88888.88
5140,Vrhnika-Hrib,Mala Ljubljanica,14.2969402131,45.9584330763,88888.88
5150,Mirke,Mala Ljubljanica,14.3015836471,45.9585515357,88888.88
5160,Vrhnika,Veliki Močilnik,14.2976194007,45.9557376318,88888.88
5170,Vrhnika,Mali Močilnik,14.2961752351,45.9577084686,88888.88
5180,Vrhnika I,Hribščica,14.2956067266,45.9618443819,
5190,Vrhnika,Hribščica,14.2965269744,45.9605002411,
5200,Razor,Podlipščica,14.2934491557,45.9894570955,19.8
5210,Razor,Kanal Podlipščice,14.2924588786,45.986121454,
5220,Sap,Lahovka,14.3132096384,45.9783291887,
5230,Sap,Podlipščica,14.3174244687,45.9819539194,
5240,Verd I,Ljubija,14.3133489249,45.9576599691,88888.88
5250,Verd,Ljubija,14.3138513054,45.9577259784,88888.88
5260,Verd,Ceglarjev potok,14.3111654168,45.9558200862,88888.88
5270,Bistra I,Bistra,14.344004189,45.9500741397,88888.88
5280,Bistra,Bistra,14.3433570781,45.9502503975,88888.88
5290,Bistra,Galetovi Izviri,14.3401897873,45.9453728308,88888.88
5300,Bistra,Zupanovi Izviri,14.3395416471,45.9456390498,88888.88
5310,Bistra,Grajski Izviri,14.3408123218,45.9472661608,88888.88
5320,Drenov Grič,Zornica,14.3341763658,45.995100839,3.3
5325,Borovnica I,Borovniščica,14.3708902526,45.9225991061,
5326,Borovnica II,Borovniščica,14.3686626428,45.9257363957,
5327,Borovnica III,Borovniščica,14.3743032425,45.9172185711,
5330,Borovnica,Borovniščica,14.3744391428,45.9165983979,35.84
5340,Podpeč,Podpeški potok,14.4143987925,45.9663842934,
5350,Podpeč I,Podpeški potok,14.4156844313,45.9668408093,20.7
5360,Jezero,Jezerski potok,14.4372211103,45.9682087151,11.1
5370,Notranje Gorice,Kušljanov Graben,14.404899967,45.9857724176,
5380,Brezovica,Drobtinka,14.4087763781,46.0217871649,1.02
5390,Brezovica,Radna,14.4269627664,46.0243994114,2.37
5400,Iški Vintgar,Iška,14.5022629571,45.910378557,59.48
5410,Iška I,Iška,14.516837581,45.9243892279,66.54
5420,Iška,Iška,14.5169008801,45.9245244773,66.53
5425,Iška Vas,Iška,14.5193763601,45.9365032749,69.69
5430,Tomišelj,Iška,14.4871788795,45.9664640939,84.39
5440,Ig,Ižica,14.5393205749,45.9577324516,18.92
5441,Ig I,Ižica,14.5405332448,45.9593121102,19.51
5450,Barjanska šola,Ižica,14.5197827731,46.016368396,
5460,Želimlje,Želimeljščica,14.5822959394,45.9219925985,30.87
5470,Škofljica,Škofeljščica,14.5783061229,45.9805596878,12.09
5479,Bokalce,Gradaščica,14.451168623,46.0455119602,154.5
5480,Razori,Gradaščica,14.4399876195,46.0521796656,106.45
5490,Belica,Gradaščica,14.3589449252,46.069526026,84.51
5500,Dvor,Gradaščica,14.3496532793,46.0625896332,78.88
5510,Smolnik,Velika Božna,14.2944642784,46.0720707155,27.56
5520,Polhov Gradec,Mala Božna,14.3043204948,46.0799598719,10.9
5530,Briše,Mala Voda,14.2967576901,46.0441892549,16.42
5540,Razori,Šujica,14.4424554013,46.0484033271,46.95
5550,Rožna Dolina,Glinščica,14.4800741878,46.0499394315,15.27
5560,Bloke I,Bloščica,14.4808395603,45.7883482092,
5570,Bloke,Bloščica,14.4908028499,45.7819137692,
5580,Vrhnika pri Ložu,Veliki Obrh,14.5098063691,45.7047849476,
5590,Pudob,Veliki Obrh,14.480495545,45.7006958126,
5600,Kozarišče,Mali Obrh,14.4775892917,45.6817843609,
5610,Snežnik,Mali Obrh,14.4775658413,45.6843040177,
5620,Šmarata,Mali Obrh,14.4723913956,45.6884198475,
5630,Golobinska jama,Obrh,14.4426249265,45.7119462148,
5650,Cemun,Stržen,14.4229034491,45.7185076375,
5660,Obrh,Stržen,14.4208238265,45.7208368809,
5670,Gorenje Jezero,Stržen,14.4097442985,45.7286093881,88888.88
5680,Dolenje Jezero,Stržen,14.3660467755,45.7657483672,88888.88
5690,Vodonos,Stržen,14.3669313332,45.7716656326,
5700,Goričica,Gorički potok,14.4229584137,45.7381259235,
5710,Lipsenj I,Lipsenjščica,14.4305180912,45.753012302,
5720,Lipsenj,Lipsenjščica,14.4330853432,45.753385031,
5730,Žerovnica,Žerovniščica,14.4303153781,45.7603005149,
5740,Grahovo,Grahovščica,14.4305930386,45.7709207524,
5750,Martinjak,Martinjščica,14.4088097864,45.7757595751,
5760,Topol,Cerkniščica,14.409715856,45.8117601986,39.76
5770,Cerknica I,Cerkniščica,14.3694423693,45.7941770254,49.5
5772,Cerknica,Cerkniščica,14.3688706086,45.7935439401,47.3
5780,Mali naravni most,Rak,14.3108837747,45.7909591732,88888.88
5790,Slivice,Rak,14.297847066,45.7944793978,88888.88
5800,Prestranek,Pivka,14.1913824983,45.731052184,88888.88
5810,Zalog,Pivka,14.1888380544,45.7709899813,88888.88
5820,Postojnska jama,Pivka,14.2079352624,45.7827147097,88888.88
5830,Hrenovice,Nanoščica,14.1532806361,45.7923296376,41.35
5840,Mali Otok,Nanoščica,14.1849972062,45.7804206219,50.75
5850,Planinska jama I,Unica,14.2504103839,45.8207249951,88888.88
5860,Planinska jama,Unica,14.249643044,45.8203600012,88888.88
5870,Most v Malne,Unica,14.2586764993,45.828248049,88888.88
5880,Hasberg,Unica,14.2686454439,45.8287982369,88888.88
5890,Most v Laze,Unica,14.264929905,45.8519106156,88888.88
5900,Pod stenami,Unica,14.2480386722,45.8725881302,88888.88
5910,Malni,Malenščica,14.2598112526,45.8232429965,88888.88
5920,Grčarevec,Hotenjka,14.2229517451,45.870125571,88888.88
5930,Hotedrščica,Hotenjka,14.1458917397,45.9305876414,
5940,Logatec,Logaščica,14.209370144,45.9112651094,16.46
5950,Rovte,Rovtarica,14.1914303145,45.9650242274,7.08
5960,Zaplana,Petkovec,14.2100130838,45.9558854994,8.35
6010,Solčava,Savinja,14.6968392938,46.4208192048,63.38
6020,Solčava I,Savinja,14.6979366906,46.4200122897,63.41
6040,Luče,Savinja,14.7386139949,46.3645046487,118.83
6050,Ljubno,Savinja,14.8394182102,46.3402158188,238.6
6060,Nazarje,Savinja,14.9572706401,46.3216044865,457.11
6065,Mozirje,Savinja,14.9706393458,46.3376253674,480.8
6068,Letuš I,Savinja,15.0092220624,46.3265610731,529.53
6070,Letuš,Savinja,15.0231160062,46.3168411174,533.94
6090,Latkova vas I,Savinja,15.1010543256,46.2566908543,
6100,Latkova vas,Savinja,15.1026099936,46.2561495742,
6110,Šempeter,Podvinski Kanal,15.1141561513,46.2565885413,
6120,Medlog,Savinja,15.2252342758,46.233523098,1038.57
6130,Celje-kopališče,Savinja,,,
6140,Celje II-brv,Savinja,15.2600209725,46.2280669574,1191.84
6142,Celje - Kapucinski most,Savinja,15.2694140323,46.2259139541,1189.5
6150,Celje I,Savinja,,,
6160,Celje,Savinja,,,
6200,Laško I,Savinja,15.2383768812,46.1542660285,1668.16
6202,Laško,Savinja,15.2383768812,46.1542660285,1663.6
6208,Veliko Širje,Savinja,15.1991178292,46.0931966587,1841.79
6210,Veliko Širje I,Savinja,15.1971616758,46.0923181962,1847.14
6220,Luče,Lučnica,14.7506819998,46.3546067097,57.39
6230,Šmiklavž,Dreta,14.7625255299,46.2754751605,11.65
6240,Kraše,Dreta,14.9049548315,46.2849954109,100.82
6250,Pusto Polje,Dreta,14.9293161643,46.2952710025,107.38
6253,Letožnik,Letošč,14.8712576293,46.2810482168,
6255,Uršlja Gora,Ljubija,14.9413383363,46.403299951,11.06
6260,Zgornji Dolič,Paka,15.1796835783,46.4205399796,32.0
6280,Velenje,Paka,15.1231489144,46.3621276275,63.36
6300,Šoštanj,Paka,15.053198289,46.3760925717,131.64
6330,Šmartno,Paka,15.0361105158,46.3289852384,204.88
6340,Rečica,Paka,15.0431448231,46.3214243678,206.07
6350,Škale,Lepena,15.1140292196,46.3829675949,7.11
6360,Pesje,Lepena,15.0872296238,46.3734982328,20.17
6370,Pesje I,Lepena,15.0872296238,46.3734982328,
6380,Pesje II,Lepena,,,
6385,Pesje IV,Lepena,15.0826746243,46.3701723339,20.57
6390,Pesje III,Lepena,,,
6400,Škale,Sopota,15.0969388507,46.3872124378,6.73
6410,Plešivec,Velunja,15.0951141241,46.4221712372,21.4
6415,Gaberke,Velunja,15.0827487149,46.393405234,28.9
6420,Šoštanj,Velunja,15.0655200571,46.3737826736,31.75
6430,Ravne,Velunja,15.0939361361,46.4181231175,24.93
6440,Družmirje,Velunja,15.0676036104,46.3766608387,
6450,Šoštanj,Bečovnica,15.0510990738,46.3834629306,26.78
6460,Šoštanj I,Bečovnica,15.0493422225,46.3817540738,26.96
