gauge_id,station_name,river,latitude,longitude,area,altitude,source,country
0-203-1-401000,Otaslavice,Brodečka,49.3874898,17.0704489,76.01,,CHMI Open Data,Czech Republic
0-203-1-200550,Průhonice,Botič,50.0014288,14.5558998,40.09,,CHMI Open Data,Czech Republic
0-203-1-367000,Olomouc-Nové Sady,Morava,49.5771975,17.2609864,3323.43,,CHMI Open Data,Czech Republic
0-203-1-020000,Krčín,Metuje,50.3517105,16.1299498,498.55,,CHMI Open Data,Czech Republic
0-203-1-445000,VD Vír pod vyrovnávací nádrží,Svratka,49.542917,16.3376586,486.71,,CHMI Open Data,Czech Republic
0-203-1-075000,Sány,Cidlina,50.1273552,15.2415518,1151.79,,CHMI Open Data,Czech Republic
0-203-1-153900,Radíč,Mastník,49.715353,14.4148734,268.6,,CHMI Open Data,Czech Republic
0-203-1-141000,Katovice,Otava,49.2704581,13.8303307,1133.17,,CHMI Open Data,Czech Republic
0-203-1-104400,Kostelec nad Labem,Labe,50.2379456,14.5926054,13179.8,,CHMI Open Data,Czech Republic
0-203-1-291000,VD Žermanice,Lučina,49.7339476,18.4445934,46.04,,CHMI Open Data,Czech Republic
0-203-1-038000,Chábory,Dědina,50.269913,16.1947253,74.6,,CHMI Open Data,Czech Republic
0-203-1-040000,Hradec Králové,Labe,50.2020498,15.8233628,4164.7,,CHMI Open Data,Czech Republic
0-203-1-122000,Kazdovna,Lužnice,48.9948137,14.8422087,1117.77,,CHMI Open Data,Czech Republic
0-203-1-141300,Sudslavice,Volyňka,49.0932882,13.7955581,79.77,,CHMI Open Data,Czech Republic
0-203-1-174000,Stříbro,Mže,49.752246,13.0086101,1143.89,,CHMI Open Data,Czech Republic
0-203-1-238000,Stružnice,Ploučnice,50.6914911,14.4666768,995.03,,CHMI Open Data,Czech Republic
0-203-1-270100,Valšov,Moravice,49.9232783,17.451035,244.6,,CHMI Open Data,Czech Republic
0-203-1-283000,Slavíč,Slavíč,49.583956,18.5540608,14.97,,CHMI Open Data,Czech Republic
0-203-1-296000,Jablunkov,Olše,49.5767349,18.7684904,92.43,,CHMI Open Data,Czech Republic
0-203-1-301000,Hradiště,Stonávka,49.7302025,18.4982618,61.98,,CHMI Open Data,Czech Republic
0-203-1-301700,VD Těrlicko,Stonávka,49.7775923,18.5232858,83.84,,CHMI Open Data,Czech Republic
0-203-1-309000,Vidnava,Vidnavka,50.3733604,17.1823892,151.88,,CHMI Open Data,Czech Republic
0-203-1-342000,Staré Město pod Sněžníkem,Vrbenský potok,50.1635465,16.9457646,22.02,,CHMI Open Data,Czech Republic
0-203-1-343000,Habartice,Krupá,50.1026885,16.9296466,109.33,,CHMI Open Data,Czech Republic
0-203-1-363000,Uničov,Oskava,49.7717138,17.1296267,253.28,,CHMI Open Data,Czech Republic
0-203-1-440000,Božice,Jevišovka,48.8398717,16.2847087,643.3,,CHMI Open Data,Czech Republic
0-203-1-478000,Ivančice,Jihlava,49.083979,16.4117366,2679.7,,CHMI Open Data,Czech Republic
0-203-1-396000,VD Plumlov,Hloučela,49.4694774,17.0400549,119.52,,CHMI Open Data,Czech Republic
0-203-1-414500,VD Bojkovice,Kolelač,49.0494424,17.8437781,14.13,,CHMI Open Data,Czech Republic
0-203-1-421800,Velká nad Veličkou,Velička,48.8776237,17.5189224,66.45,,CHMI Open Data,Czech Republic
0-203-1-084500,Jablonec nad Jizerou,Jizera,50.6950287,15.4384112,181.52,,CHMI Open Data,Czech Republic
0-203-1-163300,Nesměřice,Želivka,49.7263619,15.0846592,1178.45,,CHMI Open Data,Czech Republic
0-203-1-222900,Bílina,Bílina,50.5540487,13.7730635,518.38,,CHMI Open Data,Czech Republic
0-203-1-262090,Radim,Krasovka,50.0770456,17.5987128,33.0,,CHMI Open Data,Czech Republic
0-203-1-266000,Opava,Opava,49.935045,17.9225179,927.87,,CHMI Open Data,Czech Republic
0-203-1-028000,Kostelec nad Orlicí,Divoká Orlice,50.1204252,16.1953338,487.39,,CHMI Open Data,Czech Republic
0-203-1-322000,Bílý Potok,Smědá,50.876218,15.2109293,26.2,,CHMI Open Data,Czech Republic
0-203-1-148000,Husinec,Blanice,49.0399529,13.9942007,211.66,,CHMI Open Data,Czech Republic
0-203-1-186500,Prádlo,Úslava,49.5010234,13.5622449,141.9,,CHMI Open Data,Czech Republic
0-203-1-476000,Příštpo,Rokytná,49.0704005,15.9389862,262.12,,CHMI Open Data,Czech Republic
0-203-1-409300,Vizovice,Lutoninka,49.2140645,17.8381743,66.11,,CHMI Open Data,Czech Republic
0-203-1-351100,Šumperk,Desná,49.9637099,16.9970973,240.633,,CHMI Open Data,Czech Republic
0-203-1-187500,Hrádek,Klabava,49.7141943,13.6622283,156.78,,CHMI Open Data,Czech Republic
0-203-1-089000,Souš,Černá Desná,50.7888515,15.3173494,13.96,,CHMI Open Data,Czech Republic
0-203-1-445050,Štěpánov nad Svratkou,Hodonínka,49.5000611,16.3427671,66.58,,CHMI Open Data,Czech Republic
0-203-1-109000,Vyšší Brod,Vltava,48.6255036,14.3059113,991.62,,CHMI Open Data,Czech Republic
0-203-1-034000,Dolní Libchavy,Tichá Orlice,49.9885678,16.3958938,303.81,,CHMI Open Data,Czech Republic
0-203-1-187000,Plzeň-Koterov,Úslava,49.7138618,13.4244505,733.76,,CHMI Open Data,Czech Republic
0-203-1-455000,VD Boskovice,Bělá,49.4939279,16.6984161,56.07,,CHMI Open Data,Czech Republic
0-203-1-389500,Hranice,Velička,49.5499211,17.7333919,66.61,,CHMI Open Data,Czech Republic
0-203-1-200590,Praha-Hostivař,Botič,50.043822,14.5285023,94.8,,CHMI Open Data,Czech Republic
0-203-1-441500,Jimramov,Fryšávka,49.639183,16.2170926,66.12,,CHMI Open Data,Czech Republic
0-203-1-052000,Svídnice,Chrudimka,49.8817349,15.810106,269.07,,CHMI Open Data,Czech Republic
0-203-1-390000,Dluhonice,Bečva,49.4497102,17.4100807,1592.32,,CHMI Open Data,Czech Republic
0-203-1-251100,Fulnek,Husí potok,49.7143159,17.9052889,59.19,,CHMI Open Data,Czech Republic
0-203-1-252000,Bartošovice,Odra,49.6883806,18.0426899,913.11,,CHMI Open Data,Czech Republic
0-203-1-017000,Maršov nad Metují,Metuje,50.5299704,16.189817,94.81,,CHMI Open Data,Czech Republic
0-203-1-158000,Chlístov,Sázava,49.6185758,15.5272107,795.44,,CHMI Open Data,Czech Republic
0-203-1-198000,Beroun,Berounka,49.9585833,14.0874159,8284.96,,CHMI Open Data,Czech Republic
0-203-1-219000,Louny,Ohře,50.3576998,13.8036336,4910.8,,CHMI Open Data,Czech Republic
0-203-1-221000,Ústí nad Labem,Labe,50.6539316,14.0416405,48493.02,,CHMI Open Data,Czech Republic
0-203-1-293000,Ostrava,Ostravice,49.8469807,18.2938028,814.37,,CHMI Open Data,Czech Republic
0-203-1-378100,Ústí,Senice,49.3055637,18.00254,134.67,,CHMI Open Data,Czech Republic
0-203-1-071200,Roudnice,Bystřice,50.1803329,15.6267486,268.08,,CHMI Open Data,Czech Republic
0-203-1-153910,Slapy nádrž,Vltava,49.8245742,14.4341742,12956.79,,CHMI Open Data,Czech Republic
0-203-1-368800,Kokory,Olešnice (Kokorka),49.4969544,17.3747647,95.47,,CHMI Open Data,Czech Republic
0-203-1-014800,Zlíč,Úpa,50.4104525,16.0561567,456.15,,CHMI Open Data,Czech Republic
0-203-1-263000,Krnov,Opava,50.0886026,17.7083974,368.87,,CHMI Open Data,Czech Republic
0-203-1-186900,Žákava,Bradava,49.6311197,13.532025,102.65,,CHMI Open Data,Czech Republic
0-203-1-208200,Svatava,Svatava,50.1886121,12.6290419,289.21,,CHMI Open Data,Czech Republic
0-203-1-231000,Stráž pod Ralskem,Ploučnice,50.6900543,14.7885498,118.26,,CHMI Open Data,Czech Republic
0-203-1-232000,Pertoltice,Panenský potok,50.6702034,14.7203557,130.35,,CHMI Open Data,Czech Republic
0-203-1-486000,Kyjov,Kyjovka,49.0105721,17.1212049,117.75,,CHMI Open Data,Czech Republic
0-203-1-202300,Velvary,Bakovský potok,50.2837333,14.2366424,292.22,,CHMI Open Data,Czech Republic
0-203-1-270200,Valšov,Kočovský potok,49.9248559,17.4508336,49.04,,CHMI Open Data,Czech Republic
0-203-1-115100,České Budějovice,Vltava,48.9813206,14.4623112,2838.77,,CHMI Open Data,Czech Republic
0-203-1-179900,Lhota,Radbuza,49.6888327,13.3258042,1180.96,,CHMI Open Data,Czech Republic
0-203-1-058000,Úhřetice,Novohradka,49.9786735,15.8735784,462.52,,CHMI Open Data,Czech Republic
0-203-1-014000,Horní Staré Město,Úpa,50.5949355,15.8773601,144.54,,CHMI Open Data,Czech Republic
0-203-1-304500,Meziměstí,Stěnava,50.626459,16.2302356,65.2,,CHMI Open Data,Czech Republic
0-203-1-214000,Karlovy Vary-Drahovice,Ohře,50.236781,12.8815593,2822.96,,CHMI Open Data,Czech Republic
0-203-1-196400,Hořovice,Červený potok,49.8404135,13.9028408,70.79,,CHMI Open Data,Czech Republic
0-203-1-255000,Rychaltice,Ondřejnice,49.6439743,18.217674,21.2,,CHMI Open Data,Czech Republic
0-203-1-143000,Němětice,Volyňka,49.1973819,13.8854242,384.27,,CHMI Open Data,Czech Republic
0-203-1-124000,Rodvínov,Nežárka,49.1716057,15.0563601,296.86,,CHMI Open Data,Czech Republic
0-203-1-275300,Staré Hamry,Ostravice,49.458369,18.457172,73.24,,CHMI Open Data,Czech Republic
0-203-1-431000,Jemnice,Želetavka,49.0211472,15.5672367,145.83,,CHMI Open Data,Czech Republic
0-203-1-403000,Kroměříž,Morava,49.302303,17.3985784,7012.53,,CHMI Open Data,Czech Republic
0-203-1-161900,Milotice,Jankovský potok,49.5001253,15.2793885,128.23,,CHMI Open Data,Czech Republic
0-203-1-357000,Jaroměřice,Úsobrnský potok,49.6226871,16.7541823,40.94,,CHMI Open Data,Czech Republic
0-203-1-196000,Čenkov,Litavka,49.7764907,14.0057412,157.91,,CHMI Open Data,Czech Republic
0-203-1-306000,Otovice,Stěnava,50.5504798,16.4042854,213.68,,CHMI Open Data,Czech Republic
0-203-1-307000,Žulová,Stříbrný potok,50.3055984,17.0926152,21.44,,CHMI Open Data,Czech Republic
0-203-1-366000,Velká Bystřice,Bystřice,49.594331,17.3464506,230.86,,CHMI Open Data,Czech Republic
0-203-1-477000,Moravský Krumlov,Rokytná,49.0510374,16.3056827,561.23,,CHMI Open Data,Czech Republic
0-203-1-050000,Padrty,Chrudimka,49.8438396,15.6872458,224.9,,CHMI Open Data,Czech Republic
0-203-1-200980,Praha-Kyjský rybník,Rokytka,50.0967524,14.5409662,115.72,,CHMI Open Data,Czech Republic
0-203-1-293500,Rychvald,Stružka,49.8641058,18.3567644,51.35,,CHMI Open Data,Czech Republic
0-203-1-176100,VD Hracholusky,Mže,49.7889966,13.1764919,1608.25,,CHMI Open Data,Czech Republic
0-203-1-162200,Červená Řečice,Trnava,49.5259626,15.1736847,317.53,,CHMI Open Data,Czech Republic
0-203-1-383000,Horní Bečva,Rožnovská Bečva,49.4224633,18.3115366,14.04,,CHMI Open Data,Czech Republic
0-203-1-206500,VD Jesenice,Odrava,50.0900074,12.4748733,411.92,,CHMI Open Data,Czech Republic
0-203-1-023500,Orlické Záhoří,Divoká Orlice,50.2738595,16.4804932,45.45,,CHMI Open Data,Czech Republic
0-203-1-059000,Nemošice,Chrudimka,50.0164711,15.7899458,855.49,,CHMI Open Data,Czech Republic
0-203-1-070000,Nový Bydžov,Cidlina,50.2380909,15.4997953,455.88,,CHMI Open Data,Czech Republic
0-203-1-082000,Plaňany,Výrovka,50.0490037,15.0161372,264.35,,CHMI Open Data,Czech Republic
0-203-1-112500,Ličov,Černá,48.7298874,14.5720554,126.44,,CHMI Open Data,Czech Republic
0-203-1-123000,Frahelž,Lužnice,49.1187158,14.7377975,1539.06,,CHMI Open Data,Czech Republic
0-203-1-150000,Heřmaň,Blanice,49.2460295,14.1320332,840.31,,CHMI Open Data,Czech Republic
0-203-1-210100,Stará Role,Rolava,50.2485789,12.819917,125.91,,CHMI Open Data,Czech Republic
0-203-1-261200,Karlovice,Opava,50.1079199,17.4280006,150.69,,CHMI Open Data,Czech Republic
0-203-1-269000,Rýmařov,Podolský potok,49.9377641,17.26756,50.88,,CHMI Open Data,Czech Republic
0-203-1-274000,Branka u Opavy,Moravice,49.8936304,17.8899236,715.02,,CHMI Open Data,Czech Republic
0-203-1-321000,Varnsdorf,Mandava,50.906012,14.6281529,88.86,,CHMI Open Data,Czech Republic
0-203-1-341000,Vlaské,Morava,50.0883028,16.9011062,96.5,,CHMI Open Data,Czech Republic
0-203-1-362000,Dlouhá Loučka,Oslava,49.8148356,17.1726136,79.84,,CHMI Open Data,Czech Republic
0-203-1-376000,Zděchov,Zděchovka,49.2646401,18.077919,4.06,,CHMI Open Data,Czech Republic
0-203-1-412000,Zlín,Dřevnice,49.2309383,17.6723963,311.79,,CHMI Open Data,Czech Republic
0-203-1-153400,VD Orlík,Vltava,49.6059435,14.1839153,12105.96,,CHMI Open Data,Czech Republic
0-203-1-168200,VD Vrané,Vltava,49.9379823,14.372589,17784.64,,CHMI Open Data,Czech Republic
0-203-1-469000,Třebíč-Ptáčov,Jihlava,49.2151541,15.9347696,962.99,,CHMI Open Data,Czech Republic
0-203-1-186800,Ždírec,Úslava,49.5528253,13.5749554,374.58,,CHMI Open Data,Czech Republic
0-203-1-249800,Nový Jičín,Jičínka,49.5983582,18.0176926,75.37,,CHMI Open Data,Czech Republic
0-203-1-165800,Slověnice,Chotýšanka,49.7515269,14.888609,117.11,,CHMI Open Data,Czech Republic
0-203-1-214500,Ostrov,Bystřice,50.3051334,12.9364663,127.35,,CHMI Open Data,Czech Republic
0-203-1-025000,Nekoř,Divoká Orlice,50.0652953,16.5406373,182.39,,CHMI Open Data,Czech Republic
0-203-1-043000,Litomyšl,Loučná,49.8739862,16.3073235,144.9,,CHMI Open Data,Czech Republic
0-203-1-004200,Vestřev,Labe,50.5143585,15.7416403,299.72,,CHMI Open Data,Czech Republic
0-203-1-487500,Brumov,Brumovka,49.0928484,18.021899,66.33,,CHMI Open Data,Czech Republic
0-203-1-404000,Chomýž,Rusava,49.3624428,17.6513644,27.08,,CHMI Open Data,Czech Republic
0-203-1-313000,Mikulovice,Bělá,50.2905366,17.2939442,222.69,,CHMI Open Data,Czech Republic
0-203-1-298000,Jablunkov,Lomná,49.5765016,18.7606587,70.02,,CHMI Open Data,Czech Republic
0-203-1-413000,Spytihněv,Morava,49.1331994,17.5011,7889.1,,CHMI Open Data,Czech Republic
0-203-1-086000,Dolní Sytová,Jizera,50.6245045,15.4410008,322.13,,CHMI Open Data,Czech Republic
0-203-1-216000,Žatec,Ohře,50.3348523,13.5403251,3943.59,,CHMI Open Data,Czech Republic
0-203-1-360900,Loštice,Třebůvka,49.7394389,16.9275889,553.25,,CHMI Open Data,Czech Republic
0-203-1-429700,Staré Město pod Landštejnem,Pstruhovec,48.987094,15.2487453,44.34,,CHMI Open Data,Czech Republic
0-203-1-191800,Rakovník,Rakovnický potok,50.0893368,13.7555131,302.62,,CHMI Open Data,Czech Republic
0-203-1-427600,VD Nová Říše,Řečice (Olšanský potok),49.1461894,15.5444568,23.61,,CHMI Open Data,Czech Republic
0-203-1-188000,Nová Huť,Klabava,49.7823733,13.5089324,358.19,,CHMI Open Data,Czech Republic
0-203-1-370500,VD Karolinka,Velká Stanovnice,49.3501343,18.2344543,23.15,,CHMI Open Data,Czech Republic
0-203-1-446000,Skryje,Bobrůvka,49.3796152,16.3177903,222.0,,CHMI Open Data,Czech Republic
0-203-1-304400,Zlaté Hory,Zlatý potok,50.2610393,17.3955247,22.74,,CHMI Open Data,Czech Republic
0-203-1-155500,Stříbrné Hory,Borovský potok,49.5995926,15.7019141,71.42,,CHMI Open Data,Czech Republic
0-203-1-156000,Mírovka,Šlapanka,49.5810371,15.6174314,252.88,,CHMI Open Data,Czech Republic
0-203-1-049000,Přemilov,Chrudimka,49.8041711,15.6840832,204.27,,CHMI Open Data,Czech Republic
0-203-1-220000,Litoměřice,Labe,50.5280343,14.1122035,48259.0,,CHMI Open Data,Czech Republic
0-203-1-463000,Batelov,Jihlava,49.3138083,15.4062373,73.3,,CHMI Open Data,Czech Republic
0-203-1-393000,Klopotovice,Blata,49.4481158,17.2588087,296.5,,CHMI Open Data,Czech Republic
0-203-1-370000,Velké Karlovice,Vsetínská Bečva,49.3608303,18.2828808,68.4,,CHMI Open Data,Czech Republic
0-203-1-114000,Pašinovice,Stropnice,48.877765,14.5258745,397.06,,CHMI Open Data,Czech Republic
0-203-1-022000,Jaroměř-Josefov,Labe,50.3376383,15.9169454,1835.17,,CHMI Open Data,Czech Republic
0-203-1-061000,Přelouč,Labe,50.0451408,15.5719241,6436.43,,CHMI Open Data,Czech Republic
0-203-1-069000,Lázně Bělohrad,Javorka,50.4318883,15.5834721,38.34,,CHMI Open Data,Czech Republic
0-203-1-083000,Janov-Harrachov,Mumlava,50.7646771,15.3972451,51.07,,CHMI Open Data,Czech Republic
0-203-1-085000,Dolní Štěpanice,Jizerka,50.6379764,15.5171117,44.31,,CHMI Open Data,Czech Republic
0-203-1-091000,Železný Brod,Jizera,50.639942,15.2744079,791.75,,CHMI Open Data,Czech Republic
0-203-1-158500,Josefodol,Sázavka,49.6831401,15.419451,124.33,,CHMI Open Data,Czech Republic
0-203-1-162500,Poříčí,Želivka,49.5368746,15.1996777,779.39,,CHMI Open Data,Czech Republic
0-203-1-173000,Stříbro,Úhlavka,49.7372599,12.9945236,296.49,,CHMI Open Data,Czech Republic
0-203-1-180900,VD Nýrsko,Úhlava,49.2639197,13.1439496,81.0,,CHMI Open Data,Czech Republic
0-203-1-206000,VD Skalka,Ohře,50.0857635,12.385028,689.35,,CHMI Open Data,Czech Republic
0-203-1-226000,Trmice,Bílina,50.6467648,14.0064123,851.6,,CHMI Open Data,Czech Republic
0-203-1-274100,Jakartovice,Hvozdnice,49.9168447,17.6905227,30.57,,CHMI Open Data,Czech Republic
0-203-1-200200,Praha-Krč,Kunratický potok,50.0350666,14.4442347,28.21,,CHMI Open Data,Czech Republic
0-203-1-292300,Radvanice,Lučina,49.8210096,18.3184266,185.61,,CHMI Open Data,Czech Republic
0-203-1-294000,Bohumín,Odra,49.9210744,18.3282505,4661.57,,CHMI Open Data,Czech Republic
0-203-1-354000,Lupěné,Moravská Sázava,49.8670295,16.8387121,445.09,,CHMI Open Data,Czech Republic
0-203-1-400000,Vyškov,Haná,49.2818342,16.9953348,105.24,,CHMI Open Data,Czech Republic
0-203-1-441000,Borovnice,Svratka,49.6780208,16.1910697,127.93,,CHMI Open Data,Czech Republic
0-203-1-098000,Bakov nad Jizerou,Jizera,50.4836822,14.927934,1646.89,,CHMI Open Data,Czech Republic
0-203-1-435000,VD Znojmo,Dyje,48.853965,16.0428271,2496.93,,CHMI Open Data,Czech Republic
0-203-1-466000,VD Hubenov,Maršovský potok,49.3920402,15.49228,19.74,,CHMI Open Data,Czech Republic
0-203-1-484000,VD Koryčany,Kyjovka,49.1168265,17.1890512,27.54,,CHMI Open Data,Czech Republic
0-203-1-405500,Kašava,Dřevnice,49.2887323,17.7814012,36.39,,CHMI Open Data,Czech Republic
0-203-1-304300,Osoblaha,Osoblaha,50.2726246,17.7204946,200.11,,CHMI Open Data,Czech Republic
0-203-1-178800,Domažlice,Zubřina,49.435718,12.9456777,32.0,,CHMI Open Data,Czech Republic
0-203-1-201990,Praha-Jiviny,Litovický potok,50.08009,14.3028,38.3,,CHMI Open Data,Czech Republic
0-203-1-210500,VD Podhora,Teplá,49.9637284,12.8162944,19.82,,CHMI Open Data,Czech Republic
0-203-1-200900,Praha-Na Františku,Vltava,50.0932494,14.423356,26913.42,,CHMI Open Data,Czech Republic
0-203-1-111000,Březí,Vltava,48.9174391,14.4310671,1820.66,,CHMI Open Data,Czech Republic
0-203-1-244000,Hřensko,Kamenice,50.8738749,14.2511036,215.28,,CHMI Open Data,Czech Republic
0-203-1-246700,Český Jiřetín,Flájský potok,50.707459,13.5427586,48.31,,CHMI Open Data,Czech Republic
0-203-1-204000,Mělník,Labe,50.3523568,14.4694012,41820.23,,CHMI Open Data,Czech Republic
0-203-1-165600,Louňovice pod Blaníkem,Blanice,49.6205843,14.8393459,211.57,,CHMI Open Data,Czech Republic
0-203-1-472000,Baliny,Balinka,49.3387551,15.9603827,166.28,,CHMI Open Data,Czech Republic
0-203-1-473000,Nesměř,Oslava,49.3195755,16.0255438,478.87,,CHMI Open Data,Czech Republic
0-203-1-300100,Řeka,Ropičanka,49.6418705,18.5711956,12.46,,CHMI Open Data,Czech Republic
0-203-1-066000,Žleby,Doubrava,49.8894754,15.477346,381.15,,CHMI Open Data,Czech Republic
0-203-1-348000,Sobotín,Merta,50.0182081,17.0706464,66.0,,CHMI Open Data,Czech Republic
0-203-1-155800,Havlíčkův Brod-Pohledští Dvořáci,Sázava,49.6090926,15.6141241,381.75,,CHMI Open Data,Czech Republic
0-203-1-161400,Čakovice,Želivka,49.4600477,15.1742493,121.22,,CHMI Open Data,Czech Republic
0-203-1-256000,Vřesina,Porubka,49.8289797,18.1265457,34.98,,CHMI Open Data,Czech Republic
0-203-1-006000,Les Království,Labe,50.4551012,15.7717176,531.81,,CHMI Open Data,Czech Republic
0-203-1-036000,Čermná nad Orlicí,Tichá Orlice,50.0779234,16.1352813,695.57,,CHMI Open Data,Czech Republic
0-203-1-045000,Cerekvice nad Loučnou,Loučná,49.9006478,16.2123879,355.9,,CHMI Open Data,Czech Republic
0-203-1-359000,Chornice,Jevíčka,49.6644372,16.7496521,179.26,,CHMI Open Data,Czech Republic
0-203-1-356000,Mezihoří,Třebůvka,49.7051119,16.7418723,177.53,,CHMI Open Data,Czech Republic
0-203-1-200480,Kocanda,Botič,49.9698039,14.5413433,10.98,,CHMI Open Data,Czech Republic
0-203-1-200560,Kuří,Pitkovický potok,49.98737,14.6202624,16.79,,CHMI Open Data,Czech Republic
0-203-1-465000,Dvorce,Jihlava,49.3822234,15.5029127,307.46,,CHMI Open Data,Czech Republic
0-203-1-175000,Trpísty,Úterský potok,49.8282036,13.063786,297.18,,CHMI Open Data,Czech Republic
0-203-1-154700,Polnička,Sázava,49.6060808,15.9189437,29.69,,CHMI Open Data,Czech Republic
0-203-1-154600,Štěchovice,Kocába,49.8481438,14.4028905,308.54,,CHMI Open Data,Czech Republic
0-203-1-344000,Jindřichov,Branná,50.0949912,16.9806575,90.25,,CHMI Open Data,Czech Republic
0-203-1-206910,VD Horka,Libocký potok,50.1790376,12.487643,71.13,,CHMI Open Data,Czech Republic
0-203-1-066500,Vrchlice,Vrchlice,49.926083,15.2277081,97.56,,CHMI Open Data,Czech Republic
0-203-1-290800,Horní Domaslavice,Lučina,49.6939257,18.4620999,26.54,,CHMI Open Data,Czech Republic
0-203-1-206300,Hrozňatov,Mohelnský potok,50.0255053,12.3897538,63.3,,CHMI Open Data,Czech Republic
0-203-1-207920,Rotava,Skřiváň,50.3015512,12.5859513,28.32,,CHMI Open Data,Czech Republic
0-203-1-065000,Pařížov,Doubrava,49.8289215,15.5678495,201.14,,CHMI Open Data,Czech Republic
0-203-1-286600,Frýdek-Místek,Ostravice,49.6861777,18.3377802,480.6,,CHMI Open Data,Czech Republic
0-203-1-290100,Palkovice,Olešná,49.6399898,18.3197129,19.86,,CHMI Open Data,Czech Republic
0-203-1-218000,Třetí Mlýn,Chomutovka,50.4989301,13.3306745,44.95,,CHMI Open Data,Czech Republic
0-203-1-159000,Světlá nad Sázavou,Sázava,49.6646916,15.4034376,1142.56,,CHMI Open Data,Czech Republic
0-203-1-161000,Zruč nad Sázavou,Sázava,49.7408575,15.1011313,1421.6,,CHMI Open Data,Czech Republic
0-203-1-277000,VD Šance,Ostravice,49.5143413,18.4135883,146.69,,CHMI Open Data,Czech Republic
0-203-1-448000,Veverská Bítýška,Svratka,49.2774115,16.4396515,1479.97,,CHMI Open Data,Czech Republic
0-203-1-480300,Velké Pavlovice,Trkmanka,48.9071157,16.8203011,304.62,,CHMI Open Data,Czech Republic
0-203-1-200990,Praha-Vysočany,Rokytka,50.1080853,14.4988561,120.46,,CHMI Open Data,Czech Republic
0-203-1-442000,Dalečín,Svratka,49.595102,16.2450951,367.16,,CHMI Open Data,Czech Republic
0-203-1-232200,Mimoň,Ploučnice,50.6580373,14.7270673,269.64,,CHMI Open Data,Czech Republic
0-203-1-388000,Kelč,Juhyně,49.4724413,17.8281675,86.19,,CHMI Open Data,Czech Republic
0-203-1-139000,Kolinec,Ostružná,49.2956355,13.4353865,91.5,,CHMI Open Data,Czech Republic
0-203-1-131000,Klenovice,Lužnice,49.2808832,14.7006926,3158.87,,CHMI Open Data,Czech Republic
0-203-1-001000,Špindlerův Mlýn,Labe,50.7231395,15.5981084,53.1,,CHMI Open Data,Czech Republic
0-203-1-002000,Labská,Labe,50.7102495,15.5850878,61.32,,CHMI Open Data,Czech Republic
0-203-1-018000,Hronov,Metuje,50.4831742,16.1808633,248.6,,CHMI Open Data,Czech Republic
0-203-1-030000,Rychnov nad Kněžnou,Kněžná,50.1544066,16.2757167,75.35,,CHMI Open Data,Czech Republic
0-203-1-063000,Bílek,Doubrava,49.7034362,15.7339008,63.92,,CHMI Open Data,Czech Republic
0-203-1-092000,Pelešany,Libuňka,50.571139,15.1707785,98.41,,CHMI Open Data,Czech Republic
0-203-1-132500,Rataje,Smutná,49.3501738,14.4498111,218.5,,CHMI Open Data,Czech Republic
0-203-1-141700,Bohumilice,Spůlka,49.0996792,13.8025351,104.8,,CHMI Open Data,Czech Republic
0-203-1-182200,Sobětice,Mochtínský potok,49.3690183,13.3161143,35.23,,CHMI Open Data,Czech Republic
0-203-1-189000,Čichořice,Střela,50.096392,13.2700377,393.16,,CHMI Open Data,Czech Republic
0-203-1-239000,Benešov nad Ploučnicí,Ploučnice,50.7394308,14.3103894,1156.48,,CHMI Open Data,Czech Republic
0-203-1-247100,Budišov nad Budišovkou,Budišovka,49.793318,17.6309901,25.64,,CHMI Open Data,Czech Republic
0-203-1-247800,Odry,Odra,49.6645987,17.8324519,410.97,,CHMI Open Data,Czech Republic
0-203-1-301900,Dětmarovice,Olše,49.8834135,18.4866752,667.01,,CHMI Open Data,Czech Republic
0-203-1-311000,Jeseník,Bělá,50.2270409,17.2082158,118.07,,CHMI Open Data,Czech Republic
0-203-1-319000,Chrastava,Jeřice,50.8169504,14.9647383,71.47,,CHMI Open Data,Czech Republic
0-203-1-387000,Valašské Meziříčí,Rožnovská Bečva,49.4729866,17.9774915,252.12,,CHMI Open Data,Czech Republic
0-203-1-154440,Dobříš,Trnovský potok,49.7954789,14.1565474,12.72,,CHMI Open Data,Czech Republic
0-203-1-415000,VD Luhačovice,Luhačovický potok,49.1206127,17.7726417,44.74,,CHMI Open Data,Czech Republic
0-203-1-434000,Vranov-Hamry,Dyje,48.8946782,15.8190913,2225.16,,CHMI Open Data,Czech Republic
0-203-1-167200,Nespeky,Sázava,49.8596095,14.6499499,4038.66,,CHMI Open Data,Czech Republic
0-203-1-268200,Malá Morávka,Bělokamenný potok,50.0254894,17.3131297,17.79,,CHMI Open Data,Czech Republic
0-203-1-323000,Frýdlant,Smědá,50.9203912,15.07738,132.3,,CHMI Open Data,Czech Republic
0-203-1-323100,Frýdlant-Fugnerova,Řasnice,50.9274286,15.090787,30.39,,CHMI Open Data,Czech Republic
0-203-1-324000,Višňová,Smědá,50.9498579,15.0303845,187.28,,CHMI Open Data,Czech Republic
0-203-1-109500,Zátoň,Vltava,48.7268304,14.3368457,1298.55,,CHMI Open Data,Czech Republic
0-203-1-154900,Žďár nad Sázavou,Sázava,49.5612975,15.9312135,100.94,,CHMI Open Data,Czech Republic
