gauge_id,altitude,area,river,Codigo_Adicional,Codigo_Operadora_Unidade_UF,Data_Periodo_Climatologica_Fim,Data_Periodo_Climatologica_Inicio,Data_Periodo_Desc_Liquida_Fim,Data_Periodo_Desc_liquida_Inicio,Data_Periodo_Escala_Fim,Data_Periodo_Escala_Inicio,Data_Periodo_Piezometria_Fim,Data_Periodo_Piezometria_Inicio,Data_Periodo_Pluviometro_Fim,Data_Periodo_Pluviometro_Inicio,Data_Periodo_Qual_Agua_Fim,Data_Periodo_Qual_Agua_Inicio,Data_Periodo_Registrador_Chuva_Fim,Data_Periodo_Registrador_Chuva_Inicio,Data_Periodo_Registrador_Nivel_Fim,Data_Periodo_Registrador_Nivel_Inicio,Data_Periodo_Sedimento_Inicio,Data_Periodo_Sedimento_fim,Data_Periodo_Tanque_Evapo_Fim,Data_Periodo_Tanque_Evapo_Inicio,Data_Periodo_Telemetrica_Fim,Data_Periodo_Telemetrica_Inicio,Data_Ultima_Atualizacao,station_name,latitude,longitude,Municipio_Codigo,Municipio_Nome,Operadora_Codigo,Operadora_Sigla,Operadora_Sub_Unidade_UF,Operando,Responsavel_Codigo,Responsavel_Sigla,Responsavel_Unidade_UF,Rio_Codigo,Rio_Nome,Sub_Bacia_Codigo,Sub_Bacia_Nome,Tipo_Estacao,Tipo_Estacao_Climatologica,Tipo_Estacao_Desc_Liquida,Tipo_Estacao_Escala,Tipo_Estacao_Piezometria,Tipo_Estacao_Pluviometro,Tipo_Estacao_Qual_Agua,Tipo_Estacao_Registrador_Chuva,Tipo_Estacao_Registrador_Nivel,Tipo_Estacao_Sedimentos,Tipo_Estacao_Tanque_evapo,Tipo_Estacao_Telemetrica,Tipo_Rede_Basica,Tipo_Rede_Captacao,Tipo_Rede_Classe_Vazao,Tipo_Rede_Curso_Dagua,Tipo_Rede_Energetica,Tipo_Rede_Estrategica,Tipo_Rede_Navegacao,Tipo_Rede_Qual_Agua,Tipo_Rede_Sedimentos,UF_Estacao,UF_Nome_Estacao,codigobacia
56336240,,,"ATLÂNTICO,TRECHO LESTE",RGN 08,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,GUALAXO NORTE 08 - BARRA LONGA,-20.2858,-43.0658,17057000,BARRA LONGA,954,DUALBASE,,1,953,RENOVA,17,56154000,RIO GUALAXO DO NORTE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56336700,,,"ATLÂNTICO,TRECHO LESTE",RD011,17,,,,2017-01-01 00:00:00.0,,,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,JEQUERI,-20.286441,-43.066549,17057000,BARRA LONGA,101,IGAM-MG,,1,101,IGAM-MG,17,56154000,RIO GUALAXO DO NORTE,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56337500,360.0,2229.0,"ATLÂNTICO,TRECHO LESTE",RCA 01,17,,,,2020-04-01 00:00:00.0,,2020-04-01 00:00:00.0,,,,,,2020-04-01 00:00:00.0,,,,,,,,,,2020-04-01 00:00:00.0,2020-05-28 00:00:00.0,UHE RISOLETA NEVES RIO DO CARMO,-20.2561,-42.9917,17057000,BARRA LONGA,811,CONS.RISOLETA,1,1,811,CONS.RISOLETA,17,56150000,RIO DO CARMO,56,RIO DOCE,Fluviometrica,0,1,1,0,0,1,0,0,0,0,1,0,6,1,3,1,0,0,0,0,MG,MINAS GERAIS,5
56337990,,,"ATLÂNTICO,TRECHO LESTE",RDO 01,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,DOCE 01 - RIO DOCE,-20.2558,-42.9103,17549000,RIO DOCE,954,DUALBASE,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338010,333.0,,"ATLÂNTICO,TRECHO LESTE",RD072,17,,,,2017-01-01 00:00:00.0,,,,,,,,2008-05-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,URUCÂNIA,-20.248022,-42.885847,17549000,RIO DOCE,101,IGAM-MG,,1,101,IGAM-MG,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338080,335.0,8900.0,"ATLÂNTICO,TRECHO LESTE",,,,,,,,2013-11-01 00:00:00.0,,,,,,2013-11-01 00:00:00.0,,,,,,,,,,2013-11-01 00:00:00.0,2016-09-06 00:00:00.0,UHE RISOLETA NEVES BARRAMENTO,-20.2064,-42.8542,17549000,RIO DOCE,811,CONS.RISOLETA,1,1,811,CONS.RISOLETA,,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,6,0,2,1,0,0,3,0,MG,MINAS GERAIS,5
56338100,,,"ATLÂNTICO,TRECHO LESTE",RDO 02(3),17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,DOCE 02- RIO DOCE,-20.2086,-42.8508,17549000,RIO DOCE,954,DUALBASE,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338200,,,"ATLÂNTICO,TRECHO LESTE",RDO 03,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,DOCE 03 - SÃO D. PRATA,-20.0142,-42.7444,17609000,SÃO DOMINGOS DO PRATA,954,DUALBASE,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338250,,,"ATLÂNTICO,TRECHO LESTE",RDO 04,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,DOCE 04 - BOM J. GALHO,-19.5542,-42.5214,17078000,BOM JESUS DO GALHO,954,DUALBASE,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338260,,,"ATLÂNTICO,TRECHO LESTE",RDO 05,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-10-31 00:00:00.0,DOCE 05 - BELO ORIENTE,-19.3206,-42.3644,17063000,BELO ORIENTE,953,RENOVA,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338280,,,"ATLÂNTICO,TRECHO LESTE",RDO 06,17,,,,,,,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,,2019-05-30 00:00:00.0,DOCE 06 - PERIQUITO,-19.0956,-42.155,17498500,PERIQUITO,953,RENOVA,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338300,,,"ATLÂNTICO,TRECHO LESTE",RDO 07,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,DOCE 07 - PERIQUITO,-18.9706,-42.0881,17277000,GOVERNADOR VALADARES,954,DUALBASE,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56338340,,,"ATLÂNTICO,TRECHO LESTE",RDO 10,17,,,,,,,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,,2019-05-30 00:00:00.0,DOCE 10 - RESPLENDOR,-19.3286,-41.2525,17542000,RESPLENDOR,953,RENOVA,,1,953,RENOVA,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56401100,,,"ATLÂNTICO,TRECHO LESTE",RMH 01,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,MANHUAÇU 01 - AIMORÉS,-19.4836,-41.0939,17011000,AIMORÉS,954,DUALBASE,,1,953,RENOVA,17,56400000,RIO SUAÇUÍ GRANDE,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56415008,,2330.0,"ATLÂNTICO,TRECHO LESTE",RD018,17,,,,,,,,,,,,1999-12-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,SÃO JOSÉ DO GOIABAL,-20.092712,-42.624596,17639000,SÃO PEDRO DOS FERROS,101,IGAM-MG,,1,101,IGAM-MG,17,56160000,RIO CASCA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56415010,,12600.0,"ATLÂNTICO,TRECHO LESTE",RD019,17,,,,2018-01-01 00:00:00.0,,,,,,,,1997-07-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,RIO CASCA,-20.014768,-42.744255,17548000,RIO CASCA,101,IGAM-MG,,1,101,IGAM-MG,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56485003,,1870.0,"ATLÂNTICO,TRECHO LESTE",RD021,17,,,,2020-01-01 00:00:00.0,,,,,,,,1998-10-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,RAUL SOARES,-20.099815,-42.452173,17539000,RAUL SOARES,101,IGAM-MG,,1,101,IGAM-MG,17,56172000,RIO MATIPÓ,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56510100,,,"ATLÂNTICO,TRECHO LESTE",RMA 01,17,,,,,,2015-12-01 00:00:00.0,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,2015-12-01 00:00:00.0,2019-11-18 00:00:00.0,MATIPÓ 01 - RAUL SOARES,-20.0997,-42.4489,17539000,RAUL SOARES,954,DUALBASE,,1,953,RENOVA,17,56172000,RIO MATIPÓ,56,RIO DOCE,Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56538000,,16100.0,"ATLÂNTICO,TRECHO LESTE",RD023,17,,,,2016-01-01 00:00:00.0,,,,,,,,1989-08-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,MARLIERIA,-19.749067,-42.478099,17403000,MARLIERIA,101,IGAM-MG,,1,101,IGAM-MG,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56571000,242.0,,"ATLÂNTICO,TRECHO LESTE",RD073,17,,,,2020-01-01 00:00:00.0,,,,,,,,2008-05-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,MARLIERIA,-19.709725,-42.445917,17504200,PINGO D'ÁGUA,101,IGAM-MG,,1,101,IGAM-MG,17,56174000,RIBEIRÃO SACRAMENTO,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56589900,,,"ATLÂNTICO,TRECHO LESTE",RPC 01,17,,,,,,,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,,2019-05-30 00:00:00.0,PIRACICABA 01 - MARIANA,-20.1781,-43.5014,17400000,MARIANA,953,RENOVA,,1,953,RENOVA,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56590100,,,"ATLÂNTICO,TRECHO LESTE",RPC 02,17,,,,,,,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,,2019-05-30 00:00:00.0,PIRACICABA 02 - MARIANA,-20.1592,-43.4192,17400000,MARIANA,953,RENOVA,,1,953,RENOVA,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56595000,821.0,,"ATLÂNTICO,TRECHO LESTE",RD074,17,,,,,,,,,,,,2008-07-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,RIO PIRACICABA (distrito de Santa Rita Durão),-20.180018,-43.412929,17400000,MARIANA,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56596000,731.0,,"ATLÂNTICO,TRECHO LESTE",RD099,17,,,,,,,,,,,,2008-07-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,RIO MAQUINÉ (próx. sua foz),-20.07371,-43.41209,17153500,CATAS ALTAS,101,IGAM-MG,,1,101,IGAM-MG,17,56174800,RIO MAQUINÉ,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,2,0,MG,MINAS GERAIS,5
56597000,681.0,,"ATLÂNTICO,TRECHO LESTE",RD075,17,,,,,,,,,,,,2008-07-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,ALVINÓPOLIS,-20.160218,-43.295208,17023000,ALVINÓPOLIS,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56599450,,,"ATLÂNTICO,TRECHO LESTE",RD024,17,,,,,,,,,,,,2021-10-01 00:00:00.0,,,,,,,,,,,2025-07-24 00:00:00.0,RD024,-19.9692,-43.2311,17571000,SANTA BÁRBARA,101,IGAM-MG,,1,101,IGAM-MG,17,56174800,RIO MAQUINÉ,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,10,0,MG,MINAS GERAIS,5
56600000,,1140.0,"ATLÂNTICO,TRECHO LESTE",RD025,17,,,,2020-01-01 00:00:00.0,,,,,,,,1989-08-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,RIO PIRACICABA,-19.931757,-43.173879,17556000,RIO PIRACICABA,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56610600,,,"ATLÂNTICO,TRECHO LESTE",RD028,17,,,,,,,,,,,,2024-04-01 00:00:00.0,,,,,,,,,,,2025-07-24 00:00:00.0,RD028,-19.8742,-43.1192,17556000,RIO PIRACICABA,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,10,0,MG,MINAS GERAIS,5
56629500,,,"ATLÂNTICO,TRECHO LESTE",RD062,17,,,,,,,,,,,,2024-04-01 00:00:00.0,,,,,,,,,,,2025-07-30 00:00:00.0,RD062,-20.0003,-43.6208,17571000,SANTA BÁRBARA,101,IGAM-MG,,1,101,IGAM-MG,17,56233100,RIO BARÃO DE COCAIS OU SÃO JOÃO,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,10,0,MG,MINAS GERAIS,5
56640500,,,"ATLÂNTICO,TRECHO LESTE",RD061,17,,,,,,,,,,,,2024-04-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,SANTA BÁRBARA,-20.1097,-43.6042,17571000,SANTA BÁRBARA,101,IGAM-MG,,1,101,IGAM-MG,17,56180200,RIO CONCEIÇÃO,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56641000,,623.0,"ATLÂNTICO,TRECHO LESTE",RD027,17,,,,2020-01-01 00:00:00.0,,,,,,,,1990-06-01 00:00:00.0,,,,,2020-07-01 00:00:00.0,,,,,,2025-10-10 12:02:34.0,SÃO GONÇALO DO RIO ABAIXO,-19.807039,-43.226736,17618000,SÃO GONÇALO DO RIO ABAIXO,101,IGAM-MG,,1,101,IGAM-MG,17,56180500,RIBEIRÃO SANTA BÁRBARA,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56641100,730.0,680.0,"ATLÂNTICO,TRECHO LESTE",,,,,,,,,,,,,,2016-01-01 00:00:00.0,,,,,,,,,,,2020-06-15 00:00:00.0,UHE PETI RESERVATÓRIO 2,-19.9389,-43.4169,17571000,SANTA BÁRBARA,1061,CEMIG LESTE,1,1,1061,CEMIG LESTE,,56180500,RIBEIRÃO SANTA BÁRBARA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,1,0,0,3,0,MG,MINAS GERAIS,5
56641900,,,"ATLÂNTICO,TRECHO LESTE",,17,,,,,,,,,,,,2019-09-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,SANTA BÁRBARA,-19.9408,-43.4164,17571000,SANTA BÁRBARA,101,IGAM-MG,,1,101,IGAM-MG,17,56180500,RIBEIRÃO SANTA BÁRBARA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56651200,,,"ATLÂNTICO,TRECHO LESTE",RD022,17,,,,,,,,,,,,2024-04-01 00:00:00.0,,,,,,,,,,,2025-07-24 00:00:00.0,RD022,-19.7922,-43.3767,17618000,SÃO GONÇALO DO RIO ABAIXO,101,IGAM-MG,,1,101,IGAM-MG,17,56180550,RIO UNA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,10,0,MG,MINAS GERAIS,5
56653000,725.0,680.0,"ATLÂNTICO,TRECHO LESTE",,,,,,,,,,,,,,2016-01-01 00:00:00.0,,,,,,,,,,,2020-06-15 00:00:00.0,UHE PETI RESERVATÓRIO 1,-19.8967,-43.3631,17571000,SANTA BÁRBARA,1061,CEMIG LESTE,1,1,1061,CEMIG LESTE,,56180500,RIBEIRÃO SANTA BÁRBARA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,1,0,0,3,0,MG,MINAS GERAIS,5
56655100,,1390.0,"ATLÂNTICO,TRECHO LESTE",RD026,17,,,,,,,,,,,,1999-12-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,BELA VISTA DE MINAS,-19.828116,-43.11196,17362000,JOÃO MONLEVADE,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56659900,,3060.0,"ATLÂNTICO,TRECHO LESTE",RD029,17,,,,2020-01-01 00:00:00.0,,,,,,,,1997-07-01 00:00:00.0,,,,,2020-07-01 00:00:00.0,,,,,,2025-10-10 12:02:34.0,NOVA ERA,-19.7669,-43.033565,17446000,NOVA ERA,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56667500,533.0,,"ATLÂNTICO,TRECHO LESTE",RD076,17,,,,,,,,,,,,2008-07-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,RIO DA PRATA (próx. sua foz),-19.784049,-43.004158,17446000,NOVA ERA,101,IGAM-MG,,1,101,IGAM-MG,17,56183000,RIO DA PRATA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,2,0,MG,MINAS GERAIS,5
56668000,,407.0,"ATLÂNTICO,TRECHO LESTE",RD030,17,,,,,,,,,,,,1999-12-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,NOVA ERA,-19.74493,-43.022859,17446000,NOVA ERA,101,IGAM-MG,,1,101,IGAM-MG,17,56183600,RIO DO PEIXE,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56688100,,4660.0,"ATLÂNTICO,TRECHO LESTE",RD032,17,,,,,,,,,,,,1999-12-01 00:00:00.0,,,,,2020-07-01 00:00:00.0,,,,,,2025-10-10 12:02:34.0,ANTÔNIO DIAS,-19.617681,-42.79514,17030000,ANTÔNIO DIAS,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56690080,,,"ATLÂNTICO,TRECHO LESTE",RD020,17,,,,,,,,,,,,2024-04-01 00:00:00.0,,,,,,,,,,,2025-07-22 00:00:00.0,RD020,-19.6292,-42.7628,17350000,JAGUARAÇU,101,IGAM-MG,,1,101,IGAM-MG,17,56184040,CÓRREGO ONÇA GRANDE,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,10,0,MG,MINAS GERAIS,5
56691000,,5270.0,"ATLÂNTICO,TRECHO LESTE",RD031,17,,,,,,,,,,,,1999-12-01 00:00:00.0,,,,,2020-07-01 00:00:00.0,,,,,,2025-10-10 12:02:34.0,RIO PIRACICABA (em Timóteo),-19.525017,-42.65507,17686000,TIMÓTEO,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,1,0,0,0,7,2,2,0,0,0,3,0,MG,MINAS GERAIS,5
56691020,,,"ATLÂNTICO,TRECHO LESTE",RPC 03,17,,,,,,,,,,,,2015-12-01 00:00:00.0,,,,,,,,,,,2019-05-30 00:00:00.0,PIRACICABA 03 - TIMOTÉO,-19.5247,-42.6442,17686000,TIMÓTEO,953,RENOVA,,1,953,RENOVA,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56700100,,5380.0,"ATLÂNTICO,TRECHO LESTE",RD034,17,,,,2020-01-01 00:00:00.0,,,,,,,,1999-12-01 00:00:00.0,,,,,2020-07-01 00:00:00.0,,,,,,2025-10-10 12:02:34.0,TIMÓTEO,-19.531567,-42.6025,17686000,TIMÓTEO,101,IGAM-MG,,1,101,IGAM-MG,17,56180000,RIO PIRACICABA,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56711000,,23500.0,"ATLÂNTICO,TRECHO LESTE",RD035,17,,,,2016-01-01 00:00:00.0,,,,,,,,1999-12-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,SANTANA DO PARAÍSO,-19.479777,-42.47892,17588500,SANTANA DO PARAÍSO,101,IGAM-MG,,1,101,IGAM-MG,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56719900,,24200.0,"ATLÂNTICO,TRECHO LESTE",RD033,17,,,,2018-01-01 00:00:00.0,,,,,,,,1997-07-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,BUGRE,-19.320994,-42.364077,17063000,BELO ORIENTE,101,IGAM-MG,,1,101,IGAM-MG,17,56001000,RIO DOCE,56,RIO DOCE,Fluviometrica,0,1,0,0,0,1,0,0,1,0,0,0,7,0,2,0,0,0,3,0,MG,MINAS GERAIS,5
56755000,612.0,,"ATLÂNTICO,TRECHO LESTE",RD077,17,,,,,,,,,,,,2008-02-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,CONCEIÇÃO DO MATO DENTRO,-19.028638,-43.463201,17175000,CONCEIÇÃO DO MATO DENTRO,101,IGAM-MG,,1,101,IGAM-MG,17,56221000,RIO PARAUNINHA,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56761000,475.0,,"ATLÂNTICO,TRECHO LESTE",RD078,17,,,,,,,,,,,,2008-02-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,FERROS,-19.288167,-43.177584,17647000,SÃO SEBASTIÃO DO RIO PRETO,101,IGAM-MG,,1,101,IGAM-MG,17,56232000,RIO PRETO DO ITAMBÉ,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56766000,506.0,,"ATLÂNTICO,TRECHO LESTE",RD079,17,,,,,,,,,,,,2008-02-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,CARMÉSIA,-19.097589,-43.172036,17138000,CARMÉSIA,101,IGAM-MG,,1,101,IGAM-MG,17,56183600,RIO DO PEIXE,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56783000,,,"ATLÂNTICO,TRECHO LESTE",RD060,17,,,,,,,,,,,,2019-12-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,ITABIRA,-19.546785,-43.15459,17317000,ITABIRA,101,IGAM-MG,,1,101,IGAM-MG,17,56242200,RIBEIRÃO JIRAU,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
56788000,395.0,,"ATLÂNTICO,TRECHO LESTE",RD080,17,,,,,,,,,,,,2008-02-01 00:00:00.0,,,,,,,,,,,2025-10-10 12:02:34.0,FERROS,-19.286588,-43.016301,17259000,FERROS,101,IGAM-MG,,1,101,IGAM-MG,17,56242000,RIO DO TANQUE,56,RIO DOCE,Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,MG,MINAS GERAIS,5
