gauge_id,altitude,area,river,Codigo_Adicional,Codigo_Operadora_Unidade_UF,Data_Periodo_Climatologica_Fim,Data_Periodo_Climatologica_Inicio,Data_Periodo_Desc_Liquida_Fim,Data_Periodo_Desc_liquida_Inicio,Data_Periodo_Escala_Fim,Data_Periodo_Escala_Inicio,Data_Periodo_Piezometria_Fim,Data_Periodo_Piezometria_Inicio,Data_Periodo_Pluviometro_Fim,Data_Periodo_Pluviometro_Inicio,Data_Periodo_Qual_Agua_Fim,Data_Periodo_Qual_Agua_Inicio,Data_Periodo_Registrador_Chuva_Fim,Data_Periodo_Registrador_Chuva_Inicio,Data_Periodo_Registrador_Nivel_Fim,Data_Periodo_Registrador_Nivel_Inicio,Data_Periodo_Sedimento_Inicio,Data_Periodo_Sedimento_fim,Data_Periodo_Tanque_Evapo_Fim,Data_Periodo_Tanque_Evapo_Inicio,Data_Periodo_Telemetrica_Fim,Data_Periodo_Telemetrica_Inicio,Data_Ultima_Atualizacao,station_name,latitude,longitude,Municipio_Codigo,Municipio_Nome,Operadora_Codigo,Operadora_Sigla,Operadora_Sub_Unidade_UF,Operando,Responsavel_Codigo,Responsavel_Sigla,Responsavel_Unidade_UF,Rio_Codigo,Rio_Nome,Sub_Bacia_Codigo,Sub_Bacia_Nome,Tipo_Estacao,Tipo_Estacao_Climatologica,Tipo_Estacao_Desc_Liquida,Tipo_Estacao_Escala,Tipo_Estacao_Piezometria,Tipo_Estacao_Pluviometro,Tipo_Estacao_Qual_Agua,Tipo_Estacao_Registrador_Chuva,Tipo_Estacao_Registrador_Nivel,Tipo_Estacao_Sedimentos,Tipo_Estacao_Tanque_evapo,Tipo_Estacao_Telemetrica,Tipo_Rede_Basica,Tipo_Rede_Captacao,Tipo_Rede_Classe_Vazao,Tipo_Rede_Curso_Dagua,Tipo_Rede_Energetica,Tipo_Rede_Estrategica,Tipo_Rede_Navegacao,Tipo_Rede_Qual_Agua,Tipo_Rede_Sedimentos,UF_Estacao,UF_Nome_Estacao,codigobacia
50640000,,3300.0,"ATLÂNTICO,TRECHO LESTE",RCN-IHB-600,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ENTRE RIOS,-11.9275,-38.0508,16104000,ENTRE RIOS,114,INEMA-BA,,1,114,INEMA-BA,16,50600000,RIO INHAMBUPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50670000,,4420.0,"ATLÂNTICO,TRECHO LESTE",RCN-IHB-800,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PALAME - BA-099,-12.0614,-37.7444,16105000,ESPLANADA,114,INEMA-BA,,1,114,INEMA-BA,16,50600000,RIO INHAMBUPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50672000,,,"ATLÂNTICO,TRECHO LESTE",RCN-SUM-200,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ALAGOINHAS,-11.9603,-38.3728,16007000,ALAGOINHAS,114,INEMA-BA,,1,114,INEMA-BA,16,50604000,RIO SUBAÚMA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50673000,,,"ATLÂNTICO,TRECHO LESTE",RCN-SUM-600,16,,,,,,,,,,,,2015-02-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ENTRE RIOS,-11.9508,-38.0922,16104000,ENTRE RIOS,114,INEMA-BA,,1,114,INEMA-BA,16,50604000,RIO SUBAÚMA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50675000,,,"ATLÂNTICO,TRECHO LESTE",RCN-SUM-800,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ENTRE RIOS,-12.2017,-37.9497,16104000,ENTRE RIOS,114,INEMA-BA,,1,114,INEMA-BA,16,50604000,RIO SUBAÚMA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50680000,,,"ATLÂNTICO,TRECHO LESTE",RCN-SUM-900,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CABECEIRA DA PONTE,-12.2025,-37.8247,16104000,ENTRE RIOS,114,INEMA-BA,,1,114,INEMA-BA,16,50604000,RIO SUBAÚMA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50715100,,,"ATLÂNTICO,TRECHO LESTE",RN-FR-08,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,FAZENDA JACÚ,-12.1347,-38.8808,16088000,CORAÇÃO DE MARIA,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50717000,,,"ATLÂNTICO,TRECHO LESTE",RCN-CAT-200,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ALAGOINHAS,-12.1594,-38.4117,16007000,ALAGOINHAS,114,INEMA-BA,,1,114,INEMA-BA,16,50703000,RIO CATU,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50718000,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-100,16,,,,2018-02-01 00:00:00.0,,2018-02-01 00:00:00.0,,,,,,2018-02-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,FEIRA DE SANTANA,-12.1347,-38.8825,16107000,FEIRA DE SANTANA,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50720001,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-200,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CONCEIÇÃO DO JACUIPE,-12.33,-38.7903,16084000,CONCEIÇÃO DO JACUIPE,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50744900,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-300,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,TERRA NOVA,-12.4061,-38.6156,16317000,TERRA NOVA,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50754000,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-400,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,POJUCA,-12.4225,-38.3175,16252000,POJUCA,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50766000,,,"ATLÂNTICO,TRECHO LESTE",RCN-CAT-800,16,,,,,,,,,,,,2019-04-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,POJUCA,-12.4083,-38.3094,16252000,POJUCA,114,INEMA-BA,,1,114,INEMA-BA,16,50703000,RIO CATU,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,3,0,BA,BAHIA,5
50768000,,,"ATLÂNTICO,TRECHO LESTE",RCN-SAP-300,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ITANAGRA,-12.2581,-38.0331,16159000,ITANAGRA,114,INEMA-BA,,1,114,INEMA-BA,16,50605000,RIO SAUIPÊ,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50774000,,,"ATLÂNTICO,TRECHO LESTE",RN-FR-04,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,QUIRICÓ GRANDE,-12.324333,-38.1619,16252000,POJUCA,114,INEMA-BA,,1,114,INEMA-BA,16,50705000,RIO QUIRICO GRANDE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50775500,,,"ATLÂNTICO,TRECHO LESTE",RCN-SAP-900,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,ITANAGRA,-12.3831,-37.9153,16159000,ITANAGRA,114,INEMA-BA,,1,114,INEMA-BA,16,50605000,RIO SAUIPÊ,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50776000,,,"ATLÂNTICO,TRECHO LESTE",RCN-IMB-900,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,FAZENDA MANGABEIRA,-12.4425,-37.9511,16210000,MATA DE SÃO JOÃO,114,INEMA-BA,,1,114,INEMA-BA,16,50606000,RIO IMBASSAI,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50784900,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-600,16,,,,,,,,,,,,2019-04-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,MATA DE SÃO JOÃO,-12.3767,-38.1331,16210000,MATA DE SÃO JOÃO,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50795050,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-750,16,,,,,,,,,,,,2019-04-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CAMAÇARI,-12.5131,-38.0669,16056000,CAMAÇARI,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50796000,,,"ATLÂNTICO,TRECHO LESTE",RCN-POJ-800,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,MATA DE SÃO JOÃO,-12.5703,-38.0417,16210000,MATA DE SÃO JOÃO,114,INEMA-BA,,1,114,INEMA-BA,16,50700000,RIO POJUCA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50810000,,,"ATLÂNTICO,TRECHO LESTE",RCN-JCP-060,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,AMÉLIA RODRIGUES,-12.4536,-38.6733,16011000,AMÉLIA RODRIGUES,114,INEMA-BA,,1,114,INEMA-BA,16,50730000,RIO JACUÍPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50810600,,,"ATLÂNTICO,TRECHO LESTE",RCN-JCP-090,16,,,,,,,,,,,,2019-04-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,SÃO SEBASTIÃO DO PASSÉ,-12.5256,-38.5075,16295000,SÃO SEBASTIÃO DO PASSÉ,114,INEMA-BA,,1,114,INEMA-BA,16,50730000,RIO JACUÍPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50839000,,,"ATLÂNTICO,TRECHO LESTE",RCN-JCP-250,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,MATA DE SÃO JOÃO,-12.5258,-38.2911,16210000,MATA DE SÃO JOÃO,114,INEMA-BA,,1,114,INEMA-BA,16,50730000,RIO JACUÍPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50859000,,,"ATLÂNTICO,TRECHO LESTE",RCN-JCP-500,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,MATA DE SÃO JOÃO,-12.6025,-38.1322,16210000,MATA DE SÃO JOÃO,114,INEMA-BA,,1,114,INEMA-BA,16,50730000,RIO JACUÍPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50871100,,7.0,"ATLÂNTICO,TRECHO LESTE",RCN-JRG-800,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CRUZAMENTO DA BR-324,-12.7106,-38.4575,16064000,CANDÉIAS,114,INEMA-BA,,1,114,INEMA-BA,16,50742000,RIO JACARÉCANGA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50895000,,,"ATLÂNTICO,TRECHO LESTE",RCN-CPV-900,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CAMAÇARI,-12.7489,-38.1678,16056000,CAMAÇARI,114,INEMA-BA,,1,114,INEMA-BA,16,50735000,RIO CAPIVARA GRANDE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50898000,,,"ATLÂNTICO,TRECHO LESTE",RCN-CVP-800,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CAMAÇARI,-12.6992,-38.1561,16056000,CAMAÇARI,114,INEMA-BA,,1,114,INEMA-BA,16,50734000,RIO CAPIVARA PEQUENA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50903260,,,"ATLÂNTICO,TRECHO LESTE",RCN-JOA-220,16,,,,2015-09-01 00:00:00.0,,2015-09-01 00:00:00.0,,,,,,2015-10-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,AÇUDE JOANES II MONTANTE MONT.3,-12.6058,-38.4289,16295000,SÃO SEBASTIÃO DO PASSÉ,114,INEMA-BA,1,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50905100,,54.0,"ATLÂNTICO,TRECHO LESTE",RCN-JOA-050,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE BA-512 - CANDÉIAS,-12.5922,-38.5408,16295000,SÃO SEBASTIÃO DO PASSÉ,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50905130,,,"ATLÂNTICO,TRECHO LESTE",RN-FR-06,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,JOANES II MONTANTE 2,-12.6089,-38.4386,16064000,CANDÉIAS,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50905160,,,"ATLÂNTICO,TRECHO LESTE",RN-FR-07,16,,,,2014-11-01 00:00:00.0,,2014-11-01 00:00:00.0,,,,,,2014-11-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,JOANES II MONTANTE 3,-12.6056,-38.4289,16295000,SÃO SEBASTIÃO DO PASSÉ,114,INEMA-BA,,1,114,INEMA-BA,16,50748000,RIO UBERABA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,1,1,0,0,1,0,0,0,0,0,0,7,1,3,0,0,0,3,0,BA,BAHIA,5
50905200,,37.0,"ATLÂNTICO,TRECHO LESTE",RCN-LAM-500,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE DA BA-512 - Rio Lamarão,-12.6047,-38.3914,16295000,SÃO SEBASTIÃO DO PASSÉ,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,6,,3,0,0,0,3,0,BA,BAHIA,5
50905250,,10.0,"ATLÂNTICO,TRECHO LESTE",RCN-PET-200,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE BA-522 - Rio Petecada,-12.675,-38.5081,16064000,CANDÉIAS,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50905280,,,"ATLÂNTICO,TRECHO LESTE",RCN-BJO-001,16,,,,,,,,,,,,2016-09-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,CANDÉIAS,-12.6672,-38.4194,16064000,CANDÉIAS,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50905300,,400.0,"ATLÂNTICO,TRECHO LESTE",JN 2200,16,,,,,,2000-01-01 00:00:00.0,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,2015-11-01 00:00:00.0,2020-04-08 00:00:00.0,AÇUDE JOANES II,-12.6739,-38.3758,16099200,DIAS D'AVILA,114,INEMA-BA,,1,1,ANA,27,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,11,0,0,0,3,0,BA,BAHIA,5
50905350,,483.0,"ATLÂNTICO,TRECHO LESTE",RCN-IBT-500,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE BA-093 - Rio Itaboata,-12.6867,-38.3828,16307000,SIMÕES FILHO,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50905400,,482.0,"ATLÂNTICO,TRECHO LESTE",RCN-JOA-400,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,FABRICA DE MOLAS FABRINI - Montante,-12.7189,-38.3542,16307000,SIMÕES FILHO,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50911600,,745.0,"ATLÂNTICO,TRECHO LESTE",RCN-JOA-600,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE DA BA-099 - CAMAÇARI,-12.8394,-38.3128,16056000,CAMAÇARI,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,2,0,0,0,3,0,BA,BAHIA,5
50911650,,483.0,"ATLÂNTICO,TRECHO LESTE",RCN-CAM-135,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE RIO BANDEIRA,-12.7125,-38.3381,16056000,CAMAÇARI,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50911700,,547.0,"ATLÂNTICO,TRECHO LESTE",RCN-MRQ-100,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,POVOADO DE GUERREIRO,-12.7778,-38.3514,16307000,SIMÕES FILHO,114,INEMA-BA,,1,114,INEMA-BA,16,50750000,RIO JOANES,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50912000,,28.0,"ATLÂNTICO,TRECHO LESTE",RCN-IPT-500,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,REPRESA DE IPITANGA III,-12.83,-38.3814,16064000,CANDÉIAS,114,INEMA-BA,,1,114,INEMA-BA,16,50802000,RIO IPITANGA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,6,0,3,0,0,0,3,0,BA,BAHIA,5
50912100,,29.0,"ATLÂNTICO,TRECHO LESTE",,16,,,,,,2000-01-01 00:00:00.0,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2018-11-22 00:00:00.0,AÇUDE IPITANGA II,-12.8592,-38.3972,16307000,SIMÕES FILHO,114,INEMA-BA,,1,1,ANA,27,50802000,RIO IPITANGA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,1,0,0,1,0,0,0,0,0,0,7,0,11,1,0,0,3,0,BA,BAHIA,5
50912200,,48.0,"ATLÂNTICO,TRECHO LESTE",,16,,,,,,2000-01-01 00:00:00.0,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,2015-11-01 00:00:00.0,2018-11-22 00:00:00.0,AÇUDE IPITANGA I,-12.8978,-38.3833,16274000,SALVADOR,114,INEMA-BA,,1,1,ANA,27,50802000,RIO IPITANGA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,1,0,0,1,0,0,0,0,1,0,7,0,11,0,0,0,3,0,BA,BAHIA,5
50912700,,102.0,"ATLÂNTICO,TRECHO LESTE",RCN-IPT-600,16,,,,,,,,,,,,2000-01-01 00:00:00.0,,,,,,,,,,,2025-07-28 16:57:00.0,PONTE BA-099 - Rio Ipitanga,-12.8867,-38.32,16064000,CANDÉIAS,114,INEMA-BA,,1,114,INEMA-BA,16,50802000,RIO IPITANGA,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,3,0,BA,BAHIA,5
50941000,,,"ATLÂNTICO,TRECHO LESTE",RCN-JGB-600,16,,,,,,,,,,,,2025-01-01 00:00:00.0,,,,,,,,,,,2025-09-17 00:00:00.0,RCN-JGB-600,-12.9253,-38.3806,16274000,SALVADOR,114,INEMA-BA,,1,114,INEMA-BA,16,50805000,RIO JAGUARIPE,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,BA,BAHIA,5
50942000,,,"ATLÂNTICO,TRECHO LESTE",RCN-CBP-100,16,,,,,,,,,,,,2025-01-01 00:00:00.0,,,,,,,,,,,2025-09-17 00:00:00.0,RCN-CBP-100,-12.9439,-38.365,16274000,SALVADOR,114,INEMA-BA,,1,114,INEMA-BA,16,50805100,RIO SEM NOME,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,BA,BAHIA,5
50942100,,,"ATLÂNTICO,TRECHO LESTE",RCN-MAN-100,16,,,,,,,,,,,,2025-01-01 00:00:00.0,,,,,,,,,,,2025-09-17 00:00:00.0,RCN-MAN-100,-12.9342,-38.3717,16274000,SALVADOR,114,INEMA-BA,,1,114,INEMA-BA,16,50805100,RIO SEM NOME,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,BA,BAHIA,5
50944800,,,"ATLÂNTICO,TRECHO LESTE",RCN-PIT-200,16,,,,,,,,,,,,2025-01-01 00:00:00.0,,,,,,,,,,,2025-09-17 00:00:00.0,RCN-PIT-200,-12.9264,-38.4414,16274000,SALVADOR,114,INEMA-BA,,1,114,INEMA-BA,16,50806000,RIO PITUAÇU,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,BA,BAHIA,5
50948000,,,"ATLÂNTICO,TRECHO LESTE",RCN-LDR-001,16,,,,,,,,,,,,2025-01-01 00:00:00.0,,,,,,,,,,,2025-09-17 00:00:00.0,RCN-LDR-001,-12.9631,-38.4394,16274000,SALVADOR,114,INEMA-BA,,1,114,INEMA-BA,16,50808000,RIO CAMARUJIPÊ,50,"RIOS VAZA BARRIS,ITAPICURU E .",Fluviometrica,0,0,0,0,0,1,0,0,0,0,0,0,7,0,3,0,0,0,0,0,BA,BAHIA,5
