gauge_id,station_name,river,latitude,longitude,altitude,area,country,source,provider,vertical_datum
K09_053,Tienen/Stuw Sint-Helenavest,Grote Gete,50.8019929546385,4.93514106590625,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_054,Tienen/Stuw Sint-Helenavest,Grote Gete,50.801913148677,4.93491312437106,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_055,Tienen/Stuw Bostsestraat,Grote Gete,50.8029644904066,4.94055785192212,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_056,Tienen/Stuw Bergévest,Grote Gete,50.8035746066029,4.94811262486541,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_057,Zoutleeuw/Stuw Sneyersmolen,Kleine Gete,50.8325368745493,5.09972415950381,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_058,Zoutleeuw/Stuw,Vloedgracht,50.8316034743578,5.09658663430509,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_059,Zoutleeuw/Stuw Verdeyenstraat,Kleine Gete,50.8362900983447,5.1033317861267,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_069,Rotselaar/Schuif Wingepark,Winge,50.9390455644443,4.74065634040636,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_080,Assent/Stuw wachtbekken,Begijnebeek,50.9575354791885,5.0195612615606,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_085,Diest/Begijnebeek,Begijnebeek,50.9721834779718,5.04432522090166,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_086,Diest/Begijnebeek,Begijnebeek,50.9811970005945,5.06029090953488,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_087,Diest/Begijnebeek,Begijnebeek,50.9817658895272,5.05985784461608,,,Belgium,Flemish Environment Agency - VMM,vmm,
K09_088,Diest/Grote Leigracht,Afsluitschuif,50.9890853334233,5.06409639406933,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_100,Meerhout/Stuw,Grote Nete,51.1366548244369,5.08330089549993,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_123,Grobbendonk/Stuwmolen,Kleine Nete,51.1941384224853,4.75374858580754,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_132,Aa/Poederlee,De Aa,51.2112542718108,4.8361858478729,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_133,Aa/Vorselaar,De Aa,51.2060744295862,4.81994322226297,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_309,Lier,Itterbeek,51.0854626638632,4.61759822326593,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_501,Lier/Pompstation,Lachenebeek,51.1148472555421,4.54331711866736,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_502,Duffel/Pompstation,Itterbeek,51.1078378564246,4.52692682750015,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_504,Duffel/Pompstation,Lekbeek,51.0965824468603,4.50871414285617,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_506,Duffel/Pompstation,Wouwendonkse Beek,51.0874847660516,4.49744208616595,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_507,StKatelijneWaver/Pompstation,Goorbosbeek,51.0764669616182,4.48074598575781,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_511,Berlaar/Pompstation,Gestelbeek,51.1256751945659,4.64715601110386,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_531,Geel/Pompstation,Centrale Loop,51.1979533435244,4.9074574583392,,,Belgium,Flemish Environment Agency - VMM,vmm,
K10_551,Ravels/Pompstation,Hogemierdse Heideloop,51.3542947532886,5.03464847485708,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_101,Overpelt/Doorlaat wachtbekken,Dommel,51.2037646105576,5.43731748455916,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_102,Overpelt/Inlaat wachtbekken,Dommel,51.2037363535969,5.43745993173281,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_103,Overpelt/Uitlaat wachtbekken,Dommel,51.2113610869184,5.43925201553289,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_110,Kinrooi/Stuw verdeelwerk,Abeek,51.1423907431117,5.75086130794449,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_111,Kinrooi/Stuw verdeelwerk,Abeek,51.1422744130368,5.75081498859452,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_121,Neeroeteren/Stuw verdeelwerk,Witbeek,51.081846397103,5.6836289673429,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_122,Neeroeteren/Stuw verdeelwerk,Bosbeek,51.0817923132236,5.68364171882081,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_123,Geistingen/Stuw verdeelwerk,Witbeek,51.1324051991763,5.81512232551487,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_124,Geistingen/Stuw verdeelwerk,Witbeek,51.1323424654882,5.81510609328238,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_130,Lauw/Stuw wachtbekken,Jeker,50.7368044728858,5.40704073707517,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_131,Tongeren/Stuw verdeelwerk,Jeker,50.7713099803825,5.45850291855406,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_132,Tongeren/Stuw verdeelwerk,Jeker,50.7712281577362,5.45860027019126,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_133,Tongeren/Stuw Motmolen,Jeker,50.7749835363171,5.4637067135324,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_140,'s Gravenvoeren/Voer,stuw,50.7582486490464,5.76917859304261,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_200,Meer,Mark,51.4386612732339,4.7618954075429,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_201,Meer,Mark,51.4482330152323,4.7481396097534,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_202,Meer,Mark,51.457713418914,4.742966240904,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_203,Meer,Mark,51.4852948451552,4.77084232274049,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_204,Meer,Mark,51.4987188560866,4.77967060952616,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_511,Meer/Pompstation,Sluiskensweg,51.4495395726158,4.68207543891401,,,Belgium,Flemish Environment Agency - VMM,vmm,
K11_553,Kanne,Jeker,50.816902827666,5.66978876722395,,,Belgium,Flemish Environment Agency - VMM,vmm,
KL01_311,Oudenburg,Moerdijkvaart,51.1802289652303,2.95611557559961,,,Belgium,Flemish Environment Agency - VMM,vmm,
KL01_316,Watou,Heidebeek,50.875005835887,2.60631721935346,,,Belgium,Flemish Environment Agency - VMM,vmm,
KL01_318,Dikkebus,Kasteelbeek,50.8216997710346,2.84720064925872,,,Belgium,Flemish Environment Agency - VMM,vmm,
KL02_002,Klemskerke/Schuiven,Noordede,51.2260606187087,3.00626279979646,,,Belgium,Flemish Environment Agency - VMM,vmm,
KL02_003,Houtave,Noordede,51.2494594880292,3.13091611615611,,,Belgium,Flemish Environment Agency - VMM,vmm,
KL08_234,Sint-Pieters-Leeuw/Zuunbeek,Zuunbeek,50.8045518563425,4.28859722505562,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_428,Gistel,Moerdijkvaart,51.1588969744343,2.99761522163947,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_42J,Snaaskerke,Provinciegeleed,51.174730877504,2.91215517139284,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_488,Kortemark,Handzamevaart,51.0260247174146,3.02378672722609,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_489,Oudekapelle,Grote Beverdijkvaart,51.019818752247,2.80110896469757,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_48C,Nieuwpoort,Grote Beverdijkvaart,51.1334996068186,2.75812203728054,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_48D,Kortemark,Handzamevaart,51.0257577291081,3.04706006619047,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_48E,Zarren,Zarrenbeek,51.0170582998981,2.95447306090141,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_491,Oostvleteren,Poperingevaart,50.9134227854584,2.74071549104612,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_492,Reninge,Kemmelbeek,50.9228701318427,2.82512990235995,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_493,Vlamertinge,Kemmelbeek,50.8438822303931,2.81093647335426,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_495,Boezinge,Ieperlee,50.9182861735335,2.84176626642421,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_496,Merkem,Martjevaart,50.9312233943412,2.88734396829959,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_497,Langemark,Martjevaart,50.9190818237287,2.89062877382979,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_49A,Merkem,Stenensluisvaart,50.9680311717763,2.88508496919324,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_49C,Poperinge,Poperingevaart,50.847989839415,2.72066792890535,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_49D,Poperinge,Bommelaarsbeek,50.8517878760491,2.71644392972151,,,Belgium,Flemish Environment Agency - VMM,vmm,
L01_49E,Woumen,Houtensluisvaart,50.9833126503656,2.86641231522617,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_422,Sint-Michiels,Zuidervaartje,51.1758157779721,3.21005394249372,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_423,Loppem,Zuidervaartje,51.1573186740507,3.18772559141237,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_424,Zwevezele,Jobeek,51.0270512815633,3.20914297986786,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_425,Oostkamp,Rivierbeek,51.1253940070868,3.23521796970963,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_426,Oostkamp,Hertsbergebeek,51.1321070272192,3.25385780886021,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_42B,Bredene,Noordede,51.2242229557041,2.96072737870374,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_42F,Meetkerke,Blankenbergsevaart,51.2313956840418,3.15774291850508,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_42L,Zedelgem,Rollewegbeek,51.1416465701,3.13468805136656,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_42M,Baliebrugge,Jobeek,51.0736946202098,3.18054606123621,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_437,Sint-Laureins,Leopoldkanaal,51.2457777221673,3.53042230732692,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_442,Maldegem,Ede,51.2043430849125,3.43957314555543,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_444,Sint-Laureins,Eeklose watergang,51.2456666753293,3.53072219676572,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_455,Heist,Isabellavaart,51.3276668598556,3.23826941308933,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_456,Oostkerke,Zwinnevaart,51.2824746226188,3.28891789899331,,,Belgium,Flemish Environment Agency - VMM,vmm,
L02_459,Uitkerke,Blankenbergsevaart,51.2922961226748,3.11851006055306,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_301,Mendonk,Zuidlede,51.1468063102965,3.8311392348016,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_303,Moerbeke,Zuidlede,51.1510437480765,3.94728726971344,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_30A,Oosteeklo,Burggravenstroom,51.1685643978325,3.68428159221835,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_438,Boekhoute,Leopoldkanaal,51.2709693962512,3.71215318736276,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_43D,Boekhoute,Isabellawatering,51.2555569775043,3.6950804876364,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_443,Assenede,Zwartesluisbeek,51.2041054457327,3.76324522687324,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_447,Waarschoot,Brakeleike,51.1460721005912,3.64622530820392,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_448,Vinderhoute,Borisgracht,51.0758557364736,3.62139534104012,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_449,Ruiselede,Poekebeek,51.0458389799915,3.38494661130488,,,Belgium,Flemish Environment Agency - VMM,vmm,
L03_44F,Nevele/Poekebeek,Poekebeek,51.0291739624223,3.52040132667718,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_006,Ekeren,Schoon Schijn,51.2875452214553,4.41415382743541,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_007,Wijnegem,Groot Schijn - Voorgracht,51.2157774555184,4.49511583219942,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_008,Bazel,Barbierbeek,51.1596096269194,4.28248959449215,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_009,Massemen,Molenbeek (Kottembeek),50.9783737126559,3.8790847082488,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00A,Wijnegem,Afvoergracht,51.2253221702917,4.54484236828922,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00C,Letterhoutem,Molenbeek (Kottembeek),50.9337906897032,3.8639794431187,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00E,Verrebroek,Waterloop van de Hoge Landen,51.2399551202207,4.2036583465568,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00F,Destelbergen,Lede,51.0742514837087,3.81077005973288,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00G,Beervelde,Lede,51.0902389587114,3.87869333204623,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00H,Kieldrecht,Noordzuid Verbinding,51.2783508840818,4.18976506644282,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_00I,Destelbergen/Ledebeek,Ledebeek,51.056287736079,3.7733002015672,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_035,Aartselaar,Benedenvliet,51.1363829953681,4.35786595992588,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_036,Liezele,Molenbeek,51.0449293192916,4.28067440536508,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_037,Malderen,Grote Molenbeek,51.0325643546372,4.26339104742961,,,Belgium,Flemish Environment Agency - VMM,vmm,
L04_038,Merchtem,Grote Molenbeek,50.9545692167217,4.2348591533389,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_402,Roeselare,Mandel,50.9400373616277,3.165559473842,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_403,Heule,Heulebeek,50.8438233289146,3.23354061960327,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_404,Moorsele,Heulebeek,50.8500912413048,3.13824903877794,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_406,Harelbeke,Gaverbeek,50.8460446397132,3.29483264585866,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_407,Meulebeke,Devebeek,50.9504677658473,3.27219344156497,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_408,Geluwe,Geluwebeek,50.8109767826437,3.08623009064218,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_409,Oostrozebeke,Mandel,50.9426290712643,3.37261259556254,,,Belgium,Flemish Environment Agency - VMM,vmm,
L05_40A,Harelbeke/Gaverbeek,Gaverbeek,50.841266951805,3.31015043632543,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_342,Nederzwalm,Zwalmbeek,50.885418346256,3.68613009931732,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_343,Eke,Beerhofbeek,50.9475478705799,3.63849383839792,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_347,Etikhove,Molenbeek,50.8260145913525,3.61160845853722,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_348,Etikhove,Marie Borrebeek,50.8124284499978,3.61266412679552,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_34A,Opbrakel,Vaanbuikbeek,50.7933984258941,3.74097901823193,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_34D,Nukerke,Molenbeek,50.7915540177546,3.62257299330959,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_34E,Maarke-Kerkem,Broekbeek,50.8190208480053,3.67114141932069,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_34F,Wannegem-Lede,Stampkotbeek,50.8824186599595,3.55658487352404,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_34L,Huise opw,Plankbeek,50.9067525913702,3.57874295119978,,,Belgium,Flemish Environment Agency - VMM,vmm,
L06_34M,Huise afw,Plankbeek,50.9111191595162,3.58643343804359,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_281,Opwijk,Vondelbeek,50.9827682912497,4.18529296790663,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_282,Mere,Ter Erpenbeek,50.9233188986627,3.96689419479605,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_284,Iddergem,Molenbeek,50.8728273680252,4.056547787685,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_285,Essene,Bellebeek (Hunselbeek),50.8887472223978,4.11626113416879,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_286,Sint-Katarina-Lombeek,Bellebeek (Hunselbeek),50.8765565554923,4.15679208149481,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_287,Ternat,Steenvoordbeek,50.8760324771255,4.17616028773367,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_288,Geraardsbergen,Molenbeek,50.7723496052745,3.87144970082739,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_289,Viane,Mark,50.7413382591609,3.89185247571793,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28A,Ophasselt,Molenbeek,50.8111275277456,3.90102148601522,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28C,Aalst,Molenbeek,50.9425818026335,4.06203208759448,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28D,Aspelare,Molenbeek,50.8393214196529,3.92949108969785,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28E,Galmaarden,Mark,50.7512081798554,3.97110914987575,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28L,Sint-Gillis-Dendermonde,Vondelbeek,51.0190852504402,4.10106641610488,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28O,Denderbelle/Pasbeek,Oude Dender,51.0022469619178,4.08177706010045,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28R,Teralfene/Bosbeek,Bosbeek,50.8839529944754,4.13068599431848,,,Belgium,Flemish Environment Agency - VMM,vmm,
L07_28T,Zandbergen/Molenbeek,Molenbeek,50.8074529944633,3.95695999435912,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_093,Wilsele,Dijle,50.9252606469659,4.7063826186718,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_097,Korbeek-Dijle,Dijle,50.8379667806052,4.64326007318994,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_098,Sint-Joris-Weert,Dijle,50.8028999816509,4.64250171357406,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_110,Boortmeerbeek,Weesbeek,50.9864316099246,4.56993235395491,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_111,Elewijt,Barebeek,50.9772322444893,4.49528085131631,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_112,Heverlee,Voer,50.8714768065371,4.69035345534783,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_113,Bertem,Voer,50.8584078531675,4.61555617172796,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_114,Wilsele,Vunt,50.9057393112143,4.71130331533873,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_115,Heverlee,Molenbeek,50.8670749442419,4.6989602849318,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_116,Ijzeren Brugje,Molenbeek,50.8602867368077,4.73842689741877,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_118,Overijse,Laan,50.7685782644589,4.60497663446925,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_119,Huldenberg,Ijse,50.7901592449565,4.59298772597743,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_11A,Neerijse,Leigracht,50.8228698761994,4.64084421044646,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_11L,Bonheiden,Vrouwvliet,51.0127354493776,4.58419569337914,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_11M,Boortmeerbeek,Leibeek,50.9908606170454,4.58161650787895,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_11N,Hofstade,Barebeek,50.9979706481661,4.51057952348587,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_193,Lot,Zenne,50.7656922018074,4.27977512945101,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_231,Grimbergen,Maalbeek,50.9456273918501,4.40122490688286,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_233,Sint-Pieters-Leeuw,Zuunbeek,50.7784406210824,4.21186328740738,,,Belgium,Flemish Environment Agency - VMM,vmm,
L08_23G,Sint-Pieters-Leeuw,Molenbeek,50.7831913049194,4.20824574992543,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_126,Molenstede,Demer,50.9912672205303,5.04136730087718,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_132,Linkhout,Demer,50.96801734647,5.16413877896124,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_134,Spalbeek,Demer,50.9625778565773,5.2280626095064,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_136,Hasselt,Demer,50.9315276462155,5.37611387147317,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_138,Bilzen,Demer,50.8923773311505,5.49737700088927,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_141,Rotselaar,Winge,50.9400341540724,4.73788979329734,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_143,Wezemaal,Grote Losting,50.9433583865001,4.74413397385209,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_144,Rillaar,Grote Motte,50.9703885994476,4.89628871917746,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_145,Ransberg,Velpe,50.8909403365258,5.0211389216947,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_147,Molenstede,Zwart Water,51.0041405042171,5.01404017758696,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_148,Lummen,Zwartebeek,50.9958062151987,5.14775870087994,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_149,Tessenderlo,Grotebeek,51.0573510867718,5.1446333643621,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_14A,Tielt,Grote Motte,50.955485156657,4.89805649144034,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_14D,Diest,Begijnebeek,50.9772734119221,5.05486467569225,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_151,Halen,Gete,50.9579204761269,5.11645501714627,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_152,Halen,Gete,50.9483172904849,5.11961756998793,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_153,Budingen,Gete,50.8632192243875,5.10694928507997,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_154,Zoutleeuw,Kleine Gete,50.8551697714327,5.1089247189109,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_155,Oorbeek,Grote Gete,50.7892317923981,4.91913138896075,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_156,Rummen,Melsterbeek,50.8604812700222,5.14799910375114,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_157,Zoutleeuw,Dormaalbeek,50.8205440870701,5.10118388305138,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_159,Orsmaal,Kleine Gete,50.8037056067819,5.06436157092958,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_15A,Neerwinden,Waarbeek,50.7628933563469,5.04085185696991,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_15B,Velm,Molenbeek,50.7795260488258,5.1315704680826,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_15D,Muizen,Cicindria,50.7619687470603,5.17960696614979,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_15E,Mielen-boven-Aalst,Melsterbeek,50.7615576125308,5.20982000214533,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_161,Lummen,Mangelbeek,50.9852985040847,5.2038831702157,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_162,Lummen,Mangelbeek,50.979361162812,5.18657484035585,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_163,Spalbeek,Herk,50.9274229734415,5.22004991180518,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_164,Alken,Herk,50.876090688331,5.3094187181573,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_166,Alken,Kleine Herk,50.8777765762377,5.30994984850842,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_167,Wimmertingen,Mombeek,50.8853656204753,5.3525113026053,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_168,Munsterbilzen,Munsterbeek,50.8920316329168,5.52548541263402,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_169,Diepenbeek,Stiemer,50.9404826492501,5.43902823695848,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_16C,Kerniel,St. Annabeek,50.8118712305154,5.37772156390118,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_16D,Piringen,Fonteinbeek,50.7966996435634,5.41914428947049,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_16E,Helchteren,Broekbeek,51.0497735256452,5.36010565330782,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_16F,Zonhoven,Laambeek,51.0115286133285,5.34749615478479,,,Belgium,Flemish Environment Agency - VMM,vmm,
L09_16G,Wimmertingen,Oude Mombeek,50.8850439367082,5.35227716513571,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_054,Herentals,Kleine Nete,51.1845412065041,4.83972946082156,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_055,Herentals,Kleine Nete,51.1854924887183,4.83785115792751,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_062,Pulle,Molenbeek,51.211608606809,4.69855685707164,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_064,Turnhout,De Aa,51.2998572341995,4.9354277983032,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_066,Kasterlee,Rodeloop,51.2478313768912,5.00613235229208,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_067,Kasterlee,Wamp,51.2464240021121,5.00874826555145,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_068,Retie,Kleine Nete,51.2395713205358,5.06954099551912,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_06A,Turnhout/De_Aa,De Aa,51.2909923549303,4.91099288050297,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_06B,Turnhout/De_Aa,De Aa,51.2955737966765,4.92434789903162,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_077,Geel,Grote Nete,51.1447867526079,5.00390997840452,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_078,Meerhout,Grote Nete,51.138472882243,5.07861061179676,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_079,Balen,Grote Nete,51.1588635820837,5.19282370011181,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_082,Wiekevorst,Wimp,51.111508927171,4.80663385135049,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_083,Meerhout,Kleinbroekbeek,51.1217127060869,5.10282351274886,,,Belgium,Flemish Environment Agency - VMM,vmm,
L10_085,Veerle,Grote Laak,51.0777766781846,4.98634592264794,,,Belgium,Flemish Environment Agency - VMM,vmm,
