,gauge_id,station_name,river,altitude,area,xrkko08,yhkko09,latitude,longitude
746,212431,Gmünd-Ort,Lieser,738.6,359.0,415602.53,333988.79,46.905353881980936,13.537475837452472
747,212456,Ochsenhütte-Hochalm,Hochalmbach,1980.0,9.3,403731.89,346188.98,47.01529893425425,13.38172303355069
748,212472,Pflüglhof,Malta,847.25,130.5,409513.15,343556.84,46.99155941964857,13.457726509297055
749,212498,Sandriesen,Malta,739.7,266.9,415170.82,334715.43,46.911901981754035,13.531832066644327
750,213181,Döbriach,Riegerbach,590.97,189.4,424108.99,319391.62,46.77376136099529,13.648386404610035
751,212514,Millstatt-See,Millstätter See,586.99,286.3,418216.14,322455.11,46.801509999296634,13.571330823596334
752,212522,Seeboden-Seebrücke,Seebach,586.64,286.6,413475.89,323792.9,46.813659220462846,13.509257585733987
753,212530,Spittal-Fasan,Lieser,556.21,1034.0,412488.33,323106.88,46.807505595296675,13.496295941981328
754,213215,Amlach,Drau,522.79,4785.0,414574.51,319428.9,46.774369879418224,13.523518346756324
755,212563,Techendorf-See,Weißensee,928.03,49.1,397080.75,312876.26,46.71555799142302,13.294456432041205
756,213454,Gassen,Weißenbach,683.29,153.4,417547.08,314179.83,46.72706875643402,13.562248531888061
757,213462,Himmelberg,Tiebel,652.57,38.5,454373.53,316394.42,46.74500537496828,14.044368096944725
758,213876,Feldkirchen,Tiebel,536.26,60.2,458190.73,313835.61,46.72165880277966,14.094003412048277
759,213272,St. Andrä-See,Ossiacher See,500.25,165.4,443642.58,305960.11,46.65191555363162,13.902915091632615
760,212597,Urlaken,Seebach,499.74,160.3,442068.15,304187.4,46.636063904935924,13.8821795493342
761,213116,Töbring,Treffner Bach,512.55,140.1,440803.29,306059.81,46.6529928689119,13.865825245226253
762,212613,Maria Luggau-Moos,Gail,1087.41,146.1,354751.46,311593.8,46.70245751753555,12.740839498522561
763,212647,Mauthen,Gail,693.2,348.6,374470.11,307646.25,46.668003569116976,12.998960203831707
764,212670,Rattendorf,Gail,595.22,594.9,393835.41,302700.7,46.623977137559265,13.252144436175865
765,212746,Presseggen-See,Pressegger See,558.77,29.6,408086.2,303189.62,46.628361377815686,13.43826453669163
766,217232,Vorderberg-Grabenausgang,Vorderberger Wildbach,591.2,25.8,414270.96,298660.79,46.58751031958391,13.518903223339072
767,212753,Nötsch,Gail,546.0,908.5,421568.39,298140.23,46.58263184857045,13.614116042891988
768,212761,Thörl,Gailitz,593.06,188.0,424178.74,293063.06,46.53686035054186,13.647914143056516
769,212787,Federaun,Gail,498.52,1304.9,436993.08,296719.68,46.56917420776162,13.815285215164346
770,212795,Faak Bundessportheim-See,Faaker See,553.82,35.6,444568.62,297692.45,46.57746300042063,13.914210374041184
771,213736,Faak-Poglitsch,Faaker Seebach,553.86,36.5,444040.45,296822.39,46.56966982959775,13.907235344851815
772,212837,Tscheppaschlucht,Loiblbach,574.6,44.0,472727.46,288113.77,46.48880005115175,14.280094390655329
773,213611,Bad Eisenkappel-Forsthaus,Ebriachbach,539.22,69.5,496232.38,288503.26,46.48931838154467,14.586332335675479
774,212852,Miklauzhof,Vellach,459.05,194.3,496700.88,293769.28,46.53662585520019,14.593544711071347
775,212860,Maitratten-Gnesau,Gurk,975.7,201.4,445762.67,320905.04,46.78623976302747,13.932114345317657
776,212878,Urschwirtbrücke,Gurk,934.95,230.3,451558.01,319666.16,46.77466755354336,14.007886610898165
777,213769,Deutsch Griffen,Griffenbach,750.03,29.5,456587.56,328691.91,46.85546525479892,14.07487726523914
778,212886,Weitensfeld-Ost,Gurk,692.94,431.8,466134.63,328098.44,46.849239701755145,14.200006211717579
779,213306,Grades-Zwatshof,Metnitz,729.3,144.6,472040.23,342058.3,46.97422131085623,14.279674889204587
780,230102,Oberaudorf,Inn,464.41,9712.0,314776.5,416722.2,47.64430266098613,12.197921562107899
781,207480,Hainburg Straßenbrücke,Donau,136.0,104177.7,665983.84,477846.8,48.14487781506717,16.909066051698225
782,213405,Guldendorf,Olsa,652.17,161.8,480266.79,342887.55,46.98073169868382,14.387956355664683
783,212894,Hirt,Metnitz,602.15,469.4,484197.08,334162.8,46.90174551697267,14.437997232969181
784,213397,Mölbling,Gurk,579.26,1061.0,485163.54,329547.07,46.86009432122774,14.449814939340975
785,213157,Launsdorf,Gurk,509.99,1243.1,487356.24,318533.41,46.760719994998865,14.476454465884462
786,212928,Hüttenberg,Görtschitz,777.7,130.3,492498.65,338191.33,46.93687744785607,14.54779001709509
787,212936,Brückl,Görtschitz,497.3,315.6,491378.21,317617.87,46.75193979889638,14.528924416047376
788,213322,Mauthbrücken,Glan,499.71,87.2,465501.08,313883.83,46.721410585373846,14.189649968752667
789,213256,Breitenstein,Wimitz,516.54,103.9,480931.11,323305.13,46.804468044747445,14.393187127088806
790,213827,St. Veit,Glan,462.66,380.7,479825.77,318705.17,46.763216709737854,14.377896052949785
791,213801,St. Georgen-See,Längsee,549.23,5.0,482982.66,321232.8,46.785569163766915,14.419689057282566
792,213330,Wölfnitz,Moosburger Bach,452.1,57.4,471303.74,307815.25,46.66621198388813,14.264614863248656
793,213934,Klagenfurt-Professor Deutschgasse,Glan,437.17,554.5,475220.18,304243.97,46.63364563456077,14.315211604612143
794,213488,Keutschach-See,Keutschacher See,504.64,29.8,464013.19,299081.53,46.58837365643449,14.16811104983775
