gauge_id,gauge_name,river,area,gauge_altitude,latitude,longitude
151200060,WĄSOSZ-STARA WIEŚ,Czarna (2544),117.27,244.103,51.13314722222222,20.47363194444444
151200070,WĄSOSZ-STARA WIEŚ,Krasna (25442),120.32,242.343,51.12907027777778,20.475493055555557
151200080,ODRZYWÓŁ,Drzewiczka (2548),1007.26,140.16,51.51943138888889,20.562800555555555
151200090,NOWE MIASTO,Pilica (254),6711.67,128.278,51.60930527777778,20.573258888888887
151200100,BZIN,Kamienna (234),276.17,231.571,51.103545833333335,20.855611666666668
151200110,SŁOWIKÓW,Radomka (252),1008.41,145.467,51.457233333333335,20.888141944444445
151200120,BIAŁOBRZEGI,Pilica (254),8659.53,112.085,51.65763583333333,20.951235277777776
151209996,KAMION,Rawka (2726),986.91,108.17,51.94683722222222,20.263090833333333
151209997,TOMASZÓW MAZ.-BIAŁOBRZEGI,Pilica (254),4985.49,151.57,51.52853638888889,20.039718333333337
151209998,TOMASZÓW MAZ.-BRZOSTÓWKA,Pilica (254),4979.03,152.744,51.512355,20.02239388888889
151209999,TOMASZÓW MAZOWIECKI,Czarna Bielina (25468),252.83,154.362,51.54955555555556,20.018765555555557
151210010,WĄCHOCK,Kamienna (234),475.89,211.606,51.07584722222222,21.018900555555557
151210020,MICHAŁÓW,Kamienna (234),588.24,196.134,51.01179472222222,21.10117
151210030,LESIÓW,Mleczna (2526),336.3,129.364,51.47725611111111,21.19113833333333
151210040,BRODY IŁŻECKIE,Kamienna (234),634.21,184.592,51.02135611111111,21.202807222222223
151210050,GUSIN,Wisła (2),81752.29,91.769,51.89279722222222,21.254515277777777
151210060,ROGOŻEK,Radomka (252),2064.45,107.789,51.635440277777775,21.358721944444447
151210070,CYGANÓWKA,Wilga (2536),533.34,104.066,51.861845,21.450398611111112
151210080,KAZANÓW,Iłżanka (236),861.15,145.238,51.27343305555556,21.466585277777774
151210090,CZEKARZEWICE,Kamienna (234),1887.34,135.477,51.03316361111111,21.68147638888889
151210100,OZIEMKÓWKA,Wilga (2536),234.14,139.121,51.916403333333335,21.75178555555556
151210110,MIKA,Okrzejka (2532),300.22,130.424,51.67329972222222,21.75615722222222
151210120,DĘBLIN,Wisła (2),68215.96,109.262,51.56263944444444,21.826272222222222
151210130,BÓR,Wyżnica (2336),488.94,134.516,51.01404083333333,21.878112222222224
151210140,ŻELECHÓW,Żelechówka (25362),18.92,166.291,51.80470666666666,21.884081944444443
151210150,GÓZDEK,Olszanka (253624),23.81,161.7,51.8199425,21.88427638888889
151210160,ZAWALINY,Wilga (2536),79.68,160.8,51.837088055555554,21.93465583333333
151210170,PUŁAWY,Wisła (2),57203.94,113.916,51.421350277777776,21.94782555555556
151210180,MYSŁÓW,Mysłówka (253616),20.86,164.693,51.83871972222222,21.964549444444444
151210190,PUŁAWY-AZOTY,Wisła (2),57605.35,113.333,51.445285,21.945514444444445
151210210,KRÓLEWSKI LAS,Wisła (2),81823.82,ND,51.92507277777778,21.24154305555556
151219996,CIEPIELÓW,Iłżanka (236),977.14,138.351,51.25332333333333,21.581207222222226
151219997,WILGA,Wilga (2536),565.01,98.351,51.84956861111112,21.383922777777777
151219998,IŁŻA,Iłżanka (236),337.22,145.104,51.16316416666667,21.23924055555556
151219999,CHYNÓW,Czarna (2586),147.1,113.306,51.911965,21.086042222222225
151220010,KOŚMIN,Wieprz (24),10254.74,115.093,51.57309694444445,22.001254166666666
151220020,PODOSIE,Dąbrówka (253612),15.34,170.398,51.81395666666666,22.019815277777777
151220030,WIERZCHONIÓW,Bystra (238),284.56,129.19,51.33491305555556,22.029539166666662
151220040,WITOWICE,Kurówka (2392),343.03,131.379,51.409033055555554,22.08623083333333
151220050,MŁYNISKA,Minina (2492),368.32,134.609,51.54291138888889,22.386540555555555
151220060,BORKI,Bystrzyca (2486),681.6,134.674,51.72142527777778,22.531791388888887
151220070,LUBLIN,Bystrzyca (246),749.37,168.914,51.217711388888894,22.542227222222223
151220080,TCHÓRZEW,Tyśmienica (248),2369.89,130.644,51.67912638888889,22.556237777777778
151220090,LUBARTÓW,Wieprz (24),6377.96,140.312,51.49801388888889,22.643731944444443
151220100,SOBIANOWICE,Bystrzyca (246),1264.58,157.84,51.30157861111111,22.68817611111111
151220110,SIEMIEŃ,Tyśmienica (248),1069.65,134.828,51.643145833333335,22.778217777777776
151220120,PARCZEW,Piwonia (2482),403.84,143.195,51.64750972222223,22.908045277777777
151220130,BISKUPICE,Giełczewka (244),347.52,168.494,51.15495361111111,22.945340833333333
151220140,PUCHACZÓW,Wierzniczka (2456),198.53,161.043,51.30551944444444,22.97510083333333
151229994,PARCZEW,Konotopa (24828),87.73,144.041,51.63484,22.905588055555555
151229995,ŁĘCZNA,Wieprz (24),4563.92,153.781,51.308903888888885,22.88012861111111
151229996,OSTRÓW LUBELSKI,Tyśmienica (248),180.59,146.38,51.4941125,22.849286944444444
151229997,TULNIKI,Piskornica (24832),81.65,139.344,51.60301666666667,22.779907777777776
151229998,WOJCIECHÓW,Czerka (2382),48.47,ND,51.25824388888889,22.22595944444444
151229999,KOŃSKOWOLA,Kurówka (2392),356.71,129.779,51.411901944444445,22.05353277777778
151230010,TRAWNIKI,Wieprz (24),3549.15,164.731,51.13874305555556,23.001085555555555
151230020,ROSSOSZ,Muława (26714484),139.68,143.643,51.85782833333334,23.13196333333333
151230030,OKUNINKA,Włodawka (2671436),589.35,154.451,51.52154888888889,23.522826666666667
151230040,WŁODAWA,Bug (26714),14308.5,151.61,51.55144694444444,23.56628055555556
151230050,RUDA-OPALIN,Uherka (2671434),430.68,166.355,51.256768055555554,23.58469277777777
151230060,DOROHUSK,Bug (26714),12396.19,166.723,51.18500194444445,23.80765388888889
151230080,OKUNINKA,Jez. Białe (26636890),9.75,156.467,51.50017833333333,23.541855
151239992,OSTRÓW,Udal (2671432),278.03,96.318,51.10266222222222,23.780015555555558
151239993,ŻŁOBEK,Tarasienka (26714368),116.66,158.495,51.46853472222222,23.547588333333334
151239994,OKUNINKA (TRATWA),Jez. Białe (26636890),-999.0,ND,51.49698833333333,23.52183611111111
151239995,LUTA,Krzywianka (26714366),84.7,1613.67,51.45657972222222,23.481313055555557
151239996,SUCHAWA,Włodawka (2671436),437.72,157.987,51.49904222222222,23.428496111111112
151239997,DOKUDÓW,Żarnica (26714486),-999.0,136.989,51.95433083333334,23.22727583333333
151239998,SOSNOWICA,Piwonia (2482),95.38,159.084,51.52129027777778,23.0706825
151239999,ZAWADÓW,Mogilnica (2452),107.62,165.63,51.237591944444446,23.05418833333333
152140010,BIELINEK,Odra (1),109974.55,-0.976,52.92911166666666,14.154129444444443
152140020,GOZDOWICE,Odra (1),109774.73,3.142,52.76428972222222,14.317741944444444
152140030,PRZYJEZIERZE,Jez. Morzycko (19167),62.55,49.781,52.87037555555556,14.381903055555556
152140040,KURZYCKO,Kurzyca (1914),126.79,ND,52.756971944444444,14.46846388888889
152140050,SŁUBICE,Odra (1),53462.4,17.595,52.34806944444445,14.555498333333334
152140060,KOSTRZYN NAD ODRĄ,Odra (1),108134.34,8.338,52.59911722222223,14.610545833333331
152140070,KOSTRZYN NAD ODRĄ,Warta (18),53096.88,8.898,52.582011388888894,14.662335833333334
152140080,MACZKÓW,Ilanka (178),403.32,29.336,52.27493055555556,14.74441722222222
152140090,BIAŁA GÓRA,Odra (1),51859.16,28.04,52.09342,14.727359166666666
152140100,DOLSK,Myśla (1912),728.82,44.039,52.80282361111111,14.843163611111112
152140110,SĄDÓW,Pliszka (176),367.14,36.412,52.21946027777778,14.84751
152140120,MYŚLIBÓRZ,Myśla (1912),543.33,56.75,52.92145666666666,14.862348333333331
152140130,POŁĘCKO,Odra (1),47122.66,32.771,52.05263694444445,14.892171944444444
152140270,MORYŃ,Słubia (1916),62.63,50.156,52.860799444444446,14.395678333333333
152140280,PRZYJEZIERZE-LAS,Słubia (1916),51.42,52.101,52.87266777777778,14.41709361111111
152150010,ŚWIERKOCIN,Warta (18),52765.42,11.333,52.650464166666666,14.999471944444444
152150020,STARY RADUSZEC,Bóbr (16),5881.19,35.583,52.03627472222222,15.078749722222222
152150030,RUDNICA,Lubniewka (18962),116.82,25.75,52.60013472222222,15.18653361111111
152150040,GORZÓW WIELKOPOLSKI,Warta (18),52372.83,15.629,52.729932777777776,15.253151388888888
152150050,NIETKÓW,Odra (1),40371.69,42.253,52.04635666666667,15.34763277777778
152150060,PRZEŁAZY,Jez. Niesłysz (1581),56.13,76.886,52.234585555555554,15.382971944444446
152150070,BOREK,Warta (18),34930.04,18.681,52.69027694444444,15.388523888888887
152150080,SANTOK,Warta (18),52326.41,17.044,52.733733055555554,15.39669111111111
152150090,SANTOK,Noteć (188),16789.22,19.047,52.73928361111111,15.4178375
152150100,BLEDZEW,Obra (1878),2609.84,32.202,52.517541666666666,15.421043888888889
152150110,SKWIERZYNA,Warta (18),32092.05,21.982,52.60194166666667,15.50015138888889
152150120,MIĘDZYRZECZ,Paklica (18788),272.06,45.72,52.44126833333333,15.57601388888889
152150130,CIGACICE,Odra (1),39853.76,47.559,52.03294361111111,15.607419444444444
152150140,GOŚCIMIEC,Noteć (188),16575.1,20.768,52.77554861111111,15.638374166666669
152150150,ŁUGI,Jez. Osiek (18888399),188.46,47.763,52.94121111111111,15.6942175
152150160,LUBIKOWO,Jez. Lubikowskie (1877879),83.14,53.72,52.53590277777778,15.680965555555556
152150170,SMOLNO WIELKIE,Obrzyca (156),1577.71,50.25,52.07351361111112,15.774493611111112
152150180,MIERZĘCIN,Mierzęcka Struga (18888),507.36,42.38,52.95589944444445,15.829375277777778
152150190,NOWE DREZDENKO,Noteć (188),15923.24,24.379,52.85093611111111,15.837478333333332
152150200,MIĘDZYCHÓD,Warta (18),31542.74,29.266,52.60422611111111,15.886119444444445
152150210,NĄDNIA,Jez. Zbąszyńskie (187857),1279.7,94.787,52.24765583333333,15.884467222222222
152150220,ZBĄSZYŃ,Obra (1878),1297.18,50.491,52.25022666666667,15.923193055555554
152150230,CHEŁST,Miała (18892),295.19,25.524,52.82911444444445,15.949228611111112
152150240,DRAWINY,Drawa (1888),3278.7,29.961,52.88547027777778,15.97745
152150260,NIESULICE,Ołobok (158),56.13,77.254,52.21443083333334,15.409493611111111
152150270,ZBĄSZYŃ,Jez. Zbąszyńskie (187857),1279.7,49.116,52.247146666666666,15.911910833333334
152150280,GOŚCIM ZHP,Jez. Gostomie (188964),17.55,24.262,52.73985916666667,15.696439444444444
152159996,KOPANICA,Obra (1878),820.6,48.941,52.0902475,15.914016666666669
152159997,WOJNOWO,Gniła Obra (1568),408.55,50.985,52.09531361111112,15.787266944444443
152159998,MIĘDZYRZECZ,Obra (1878),2115.83,44.761,52.44618972222222,15.578273055555556
152159999,KRZESZYCE,Postomia (18964),206.96,12.958,52.58311444444445,15.010098888888889
152160010,KRZYŻ,Noteć (188),12584.74,25.803,52.86158555555556,16.00160111111111
152160020,SĘPOLNO,Czarna Woda (187872),206.96,64.71,52.376487777777776,16.027181944444443
152160030,OBRA,Dojca (18782),219.31,53.96,52.07487833333334,16.07609861111111
152160040,CHRZYPSKO WIELKIE,Jez. Chrzypskie (187439),119.6,43.354,52.62372944444444,16.215502777777775
152160050,WRONKI,Warta (18),30686.11,36.791,52.71155555555556,16.3799625
152160060,KONOJAD,Mogilnica (18568),722.09,63.849,52.1512575,16.531994722222223
152160070,CZARNKÓW,Noteć (188),11893.77,38.461,52.90838888888889,16.554230555555556
152160080,SZAMOTUŁY,Sama (1872),397.53,61.214,52.61238333333333,16.581590555555554
152160090,KOŚCIAN,Kanał Mosiński (1856),1261.16,64.386,52.08995111111111,16.64406333333333
152160100,OBORNIKI,Warta (18),26804.42,42.109,52.64365333333333,16.813658611111112
152160110,KOWANÓWKO,Wełna (186),2605.43,51.408,52.66850444444445,16.836733888888887
152160120,RYCZYWÓŁ,Flinta (1868),275.8,70.625,52.81572972222222,16.839429166666665
152160130,MOSINA,Kanał Mosiński (1856),2493.06,57.548,52.24827,16.856418611111113
152160140,POZNAŃ-MOST ROCHA,Warta (18),25926.07,49.544,52.40209805555556,16.945139722222223
152160150,GŁUSZYNA,Kopel (18574),389.6,58.246,52.316883888888896,16.953293888888886
152160170,POZNAŃ-KIEKRZ,Jez. Kierskie (1871239),67.73,71.545,52.47285416666667,16.79011416666667
152160180,CHODZIEŻ,Jez. Chodzieskie (188583),37.89,53.461,52.99026222222222,16.924266944444447
152169998,JEZIORY,Jez. Góreckie (185696722),7.72,61.916,52.26822,16.795322222222225
152169999,DYMACZEWO STARE,Samica Stęszewska (185696),162.39,62.895,52.22823805555556,16.771737777777776
152170010,ŚREM,Warta (18),22434.36,57.961,52.0931075,17.0159825
152170020,ANTONINEK,Cybina (1858),156.71,67.835,52.40626777777778,17.041644722222223
152170030,WIERZENICA,Główna (18592),213.11,75.287,52.45903666666667,17.071441944444445
152170040,PRUŚCE,Wełna (186),1129.25,72.039,52.77314194444445,17.098349444444445
152170050,IMIOŁKI,Jez. Lednica (1859219),43.12,107.065,52.5629025,17.384007222222223
152170060,NOWA WIEŚ PODGÓRNA,Warta (18),20771.42,67.08,52.14165722222222,17.58944361111111
152170070,BRZYSKORZYSTEW,Pomorka (188366),74.6,ND,52.90212111111111,17.641196666666666
152170080,PYZDRY,Warta (18),15753.73,68.611,52.16791305555555,17.69541638888889
152170090,ŻNIN,Gąsawka (18836),139.61,77.165,52.85324,17.724496944444443
152170100,BISKUPIN,Jez. Biskupińskie (18836179),79.31,78.174,52.79116611111111,17.732614444444444
152170110,ŻNIN,Jez. Żnińskie Duże (18836519),184.36,76.919,52.85223083333334,17.73738138888889
152170120,SAMARZEWO,Wrześnica (1838),360.32,76.47,52.22334388888889,17.743003333333334
152170130,LĄD,Warta (18),14597.95,72.613,52.203700000000005,17.886164444444443
152170140,POWIDZ,Jez. Powidzkie (183619),80.41,93.711,52.410673333333335,17.921860000000002
152170150,TRĄBCZYN,Czarna Struga (18356),433.57,79.372,52.13818138888889,17.976244166666664
152170160,KOSEWO,Dopływ z jez. Kosewskiego (183616),19.27,97.949,52.40049194444444,17.950818333333334
152170170,ŚREM-JEZIORO,Jez. Grzymisławskie (185541),41.16,68,52.06973805555556,17.011200555555554
152170180,WĄGROWIEC,Jez. Durowo (18647),219.85,77.402,52.815635,17.19429472222222
152170190,KOCHOWO,Meszna (1836),80.43,97.864,52.36423027777778,17.9495425
152179989,MOGILNO,Jez. Mogileńskie (1882679),335.61,88.04,52.652185,17.950671944444444
152179990,MOGILNO,Siecienica (1882672),112.23,88.64,52.659992777777774,17.950106388888887
152179991,SKORZĘCIN,Jez. Niedzięgiel (1882119),42.21,102.116,52.45860166666667,17.889249166666666
152179992,KĄTY,Meszna (1836),248.64,75.923,52.24038777777778,17.842605277777775
152179993,ROBAKÓW,Prosna (184),4689.56,76.082,52.043616944444445,17.726183055555556
152179994,RASZEWY,Lutynia (1852),542.61,73.824,52.09003944444445,17.61640638888889
152179995,JANOWIEC WIELKOPOLSKI,Wełna (186),526.49,90.57,52.75847305555556,17.485284444444446
152179996,BRODOWO,Moskawa (1854),352.57,67.198,52.172508055555554,17.333740555555554
152179997,WĄGROWIEC,Gołaniecka Struga (1864),219.85,76.917,52.80822583333333,17.19309972222222
152179998,OWCZE GŁOWY,Mała Wełna (1866),661.68,68.17,52.71947055555556,17.055246944444445
152179999,POTULICE,Rudka (18658),198.63,73.252,52.8054125,17.035910555555557
152180010,GĘBICE,Noteć Zachodnia (1882),176.53,78.206,52.60042972222222,18.0333775
152180020,GORYSZEWO,Panna (18826),380.91,80.239,52.62693138888889,18.035366944444448
152180030,PAKOŚĆ,Noteć (188),1567.45,72.865,52.80001583333333,18.09317722222222
152180050,SŁAWSK,Warta (18),13760.56,75.865,52.19824611111111,18.13335638888889
152180060,POSOKA,Powa (18352),317.34,81.542,52.20303472222223,18.22240833333333
152180070,PILICH,Dopływ spod Kuśnierza (1881414),42.39,ND,52.496715,18.30651
152180080,KRUSZWICA,Jez. Gopło (18817999),1137.79,74.607,52.6740825,18.327336111111112
152180090,NOĆ KALINA,Noteć (188),415.85,76.268,52.43837305555555,18.380554166666663
152180100,ŁYSEK,Noteć (188),301.35,88.135,52.40673555555556,18.503736666666665
152180110,KOŚCIELEC,Kiełbaska Duża (18334),279.51,87.711,52.175350277777774,18.575381944444445
152180120,KOŁO,Warta (18),12019.91,88.18,52.19530194444444,18.63448222222222
152180130,OTŁOCZYNEK,Tążyna (2796),428.82,48.632,52.89739861111111,18.69017
152180140,GRZEGORZEW,Rgilewka (18332),393.72,92.514,52.200050833333336,18.742819722222222
152180150,DĄBIE,Ner (1832),1726.92,93.494,52.08477388888889,18.823801666666668
152180160,KONIN-MORZYSŁAW,Kanał Ślesiński (1834),446.31,78.62,52.23046638888889,18.294288611111117
152180170,POPOWO,Jez. Gopło (18817999),659.9,74.495,52.57730166666667,18.373561111111112
152189991,MARIANKI,Zgłowiączka (278),1034.59,52.497,52.649438333333336,18.972739722222222
152189992,WIENIEC,Zgłowiączka (278),1021.72,59.431,52.6478075,18.91642138888889
152189993,SILNO,Wisła (2),174479.06,34.418,52.92782888888889,18.733487222222223
152189994,GAWRONY,Kanał Ślesiński (1834),0.01,ND,52.42358416666666,18.36065333333333
152189995,ŚLESIN,Jez. Mikorzyńskie (183459),117.47,82.155,52.3635875,18.306923611111117
152189996,ROJEWICE,Kanał Zielona Struga (2914),76.52,ND,52.95733694444445,18.302564166666667
152189997,PĄTNÓW,Kanał Ślesiński (1834),407.63,79.911,52.29251083333333,18.296141666666667
152189998,KONIN,Warta (18),13351.5,78.114,52.22870888888889,18.29171888888889
152189999,JANIKOWO,Jez. Pakoskie Pn. (1882919),724.71,73.982,52.76214194444445,18.096846666666664
152190010,NOWA WIEŚ,Lubienka (2788),424.2,61.205,52.59945416666667,19.005683333333334
152190020,WŁOCŁAWEK-RUDA,Zgłowiączka (278),1492.73,49.799,52.64878194444445,19.021876666666667
152190030,WŁOCŁAWEK,Wisła (2),171644.52,41.218,52.663173888888885,19.069299722222222
152190040,LIPNO,Mień (2794),234.56,77.278,52.84617638888889,19.178189444444445
152190050,KWIATKÓWEK,Bzura (272),343.37,100.374,52.06247388888889,19.217455277777777
152190060,KLUSEK,Skrwa Lewa (2754),356.24,69.797,52.507823888888886,19.49222333333333
152190070,ŁĘKI KOŚCIELNE,Ochnia (27218),523.47,94.165,52.16753027777778,19.504173055555555
152190080,PARZEŃ,Skrwa (2756),1507.22,67.522,52.65382805555556,19.541161666666667
152190090,ORŁÓW,Bzura (272),1195.76,91.822,52.13341166666667,19.554001944444444
152190100,BIELAWY,Mroga (27234),461.76,96.368,52.07357361111112,19.65012388888889
152190110,SIERPC,Sierpienica (27564),391.7,103.46,52.85687527777778,19.67082388888889
152190120,KĘPA POLSKA,Wisła (2),168239.35,57.329,52.43125611111111,19.963405
152190130,LUCIEŃ-OŚRODEK,Jez. Lucieńskie (2754619),37.6,70.692,52.50708361111111,19.438951944444444
152190140,ZWIERZYNIEC,Dopływ z jez. Lucieńskiego (27546),37.73,70.609,52.49603111111112,19.473030277777777
152190150,LUCIEŃ,Jez. Lucieńskie (2754619),-999.0,71.071,52.49275972222223,19.473693055555557
152199992,ŁOWICZ,Bzura (272),3428.78,79.18,52.10998055555556,19.960240555555558
152199993,CHRUŚLIN,Bobrówka (27252),182.74,88.162,52.09045583333334,19.77347583333333
152199994,PŁOCK-TRZEPOWO,Brzeźnica (2752),42.5,95.758,52.58224361111112,19.72236222222222
152199995,PŁOCK,Wisła (2),168792.74,56.059,52.53869555555556,19.67395527777778
152199996,STUDZIENIEC,Skrwa (2756),455.18,102.211,52.88905305555556,19.652474444444444
152199997,KUTNO,Ochnia (27218),447.63,100.395,52.23249944444444,19.3502925
152199998,ŁĘCZYCA,Bzura (stare koryto) (272156),-999.0,100.694,52.05978583333333,19.204663055555557
152199999,PRZYRUDA,Zgłowiączka (278),1480.23,52.153,52.642298333333336,19.00216861111111
152200010,KĘSZYCE,Rawka (2726),1185.29,76.905,52.13578888888889,20.131396388888888
152200020,TRZCINIEC,Wkra (268),1942.99,105.354,52.930614166666665,20.171852222222224
152200030,WYSZOGRÓD,Wisła (2),159993.47,60.355,52.384838888888886,20.19316166666667
152200040,SOCHACZEW,Bzura (272),6249.02,70.445,52.22996805555556,20.23286361111111
152200050,ŻUKÓW,Bzura (272),7058.83,67.493,52.26180388888889,20.269065555555557
152200060,SARBIEWO,Raciążnica (26872),589.91,92.958,52.70195666666667,20.3532825
152200070,WŁADYSŁAWÓW,Łasica (27296),345.02,67.141,52.322323888888896,20.354176111111112
152200080,STRACHOWO,Płonka (26876),408.67,90.184,52.63063416666667,20.438481944444444
152200090,KRUBICE,Utrata (2728),724.3,79.173,52.2397475,20.451625555555555
152200100,LUBERADZ,Łydynia (2686),612.16,94.643,52.761494166666665,20.477274166666664
152200110,MODLIN,Wisła (2),159623.04,66.548,52.43042916666666,20.65965083333333
152200120,BORKOWO,Wkra (268),5126.96,75.413,52.56168305555556,20.66559833333333
152200130,ORZECHOWO,Narew (26),69084.55,70.017,52.48815027777778,20.86439166666667
152200140,DĘBE,Narew (26),69025.37,70.242,52.49076444444445,20.908618333333333
152200150,WYCHÓDŹC,Wisła (2),159791.08,63.631,52.39379666666667,20.422833611111116
152209992,DĘBE,Zb. Dębe (2671999),68973.88,ND,52.49088833333334,20.91913888888889
152209993,UTRATA,Utrata (2728),343.57,82.438,52.20795416666667,20.656141388888887
152209994,NOWE MIASTO,Sona (2688),505.89,87.323,52.65590805555556,20.63276388888889
152209995,CIEKSYN,Wkra (268),4894.95,76.589,52.57654805555556,20.630086666666667
152209996,SOCHOCIN,Wkra (268),3743.65,84.661,52.68525555555555,20.46910833333333
152209997,DURANÓW,Pisia Gągolina (27276),493.3,74.5,52.19965833333333,20.23916638888889
152209998,SUCHA NOWA,Sucha (27272),188.09,78.971,52.15173805555556,20.19328638888889
152209999,ŁĘTOWO,Mołtawa (2732),80.85,ND,52.525930277777775,20.064361666666667
152210010,WARSZAWA,Wisła (2),84854.7,76.076,52.247371944444446,21.032610833333333
152210020,PIASECZNO 2,Jeziorka (258),851.48,94.088,52.06333416666666,21.03933166666667
152210030,MAKÓW MAZOWIECKI,Orzyc (2658),1935.9,90.229,52.86080194444445,21.10690388888889
152210040,WARSZAWA-NADWILANÓWKA,Wisła (2),84539.43,76.805,52.1863175,21.10812527777778
152210050,STRUGA,Czarna (267186),197.92,85.343,52.365006388888894,21.13782861111111
152210060,ZAMBSKI KOŚCIELNE,Narew (26),27802.88,79.114,52.75604166666667,21.206066666666665
152210070,WÓLKA MLĄDZKA,Świder (256),861.07,96.73,52.13908277777778,21.330350555555555
152210080,KLEMBÓW,Cienka (267168),184.54,92.767,52.404197777777775,21.33454833333333
152210090,WYSZKÓW,Bug (26714),38395.37,81.58,52.58834944444445,21.45286861111111
152210100,CZARNOWO,Orz (2656),520.25,89.786,52.883290555555554,21.53723916666667
152210110,ZAWISZYN,Osownica (2671488),222.5,97.737,52.4870675,21.65650722222222
152210120,ŁOCHÓW,Liwiec (267148),2475.34,95.082,52.51010083333333,21.67830027777778
152210130,NOWE KACZKOWO,Brok (2671476),732.13,96.491,52.72846861111111,21.95558611111111
152210140,JAGODNE,Kostrzyń (2671484),570.06,132.585,52.20160861111111,21.978059166666664
152210150,POPOWO,Bug (26714),38797.75,77.062,52.52814194444444,21.17547138888889
152210160,ZAWADY,Rządza (26716),428.94,83.295,52.44429638888889,21.214197777777777
152210170,WARSZAWA-BULWARY,Wisła (2),84855.61,76.168,52.24725055555556,21.020912222222226
152219993,RÓŻAN,Narew (26),24498.19,84.832,52.88543333333333,21.406169444444444
152219994,EMÓW,Mienia (2568),248.78,92.71,52.15509861111111,21.279935555555557
152219995,ŁOSIE,Rządza (26716),446.22,81.498,52.454217500000006,21.18204777777778
152219996,ZIELONKA,Długa (267184),238.4,83.529,52.312642777777775,21.14024277777778
152219997,PUŁTUSK,Narew (26),28289.12,ND,52.702176388888894,21.093783888888886
152219998,PIASECZNO 1,Jeziorka (258),850.96,94.075,52.06263472222222,21.038934166666667
152219999,ZEGRZE,Narew (26),68923.28,72.939,52.455780833333336,21.01532694444445
152220010,ZALIWIE-PIEGAWKI,Liwiec (267148),1026.79,129.663,52.25304444444444,22.094646666666662
152220020,GOSTKOWO,Brok (2671476),264.35,113.484,52.79099222222222,22.244689166666667
152220030,ZEMBRÓW,Cetynia (26714712),113.08,116.643,52.52253777777778,22.3027025
152220040,KRZEŚLIN,Liwiec (267148),255.17,143.076,52.22168305555556,22.35744083333333
152220050,FRANKOPOL,Bug (26714),30647.55,109.713,52.41497888888889,22.560869166666667
152220060,HRUSZEW,Toczna (2671458),307.41,122.23,52.32064222222223,22.720164166666667
152220070,BRAŃSK,Nurzec (267146),1203.84,122.32,52.743900277777776,22.8185125
152220080,SURAŻ,Narew (26),3419.03,116.105,52.94884138888889,22.95499333333333
152220090,MIANOWO,Brok (2671476),281.3,111.633,52.79337472222222,22.21528888888889
152229996,HORNOWO,Leśna (2671464),88.57,149.25,52.55659972222222,22.981943055555558
152229997,PIEŃKI WYCZÓLSKIE,Liwiec (267148),150.97,147.185,52.18069861111111,22.462451388888887
152229998,ROZKOSZ,Muchawka (2671482),292.41,141.51,52.15085944444444,22.234459166666667
152229999,MAŁKINIA,Bug (26714),33876.95,95.692,52.67417416666667,22.016125555555558
152230010,BOĆKI,Nurzec (267146),528.9,134.45,52.65157,23.03807583333333
152230020,POROSIUKI,Krzna (267144),1230.53,137.142,52.020067777777776,23.058575277777777
152230030,CHRABOŁY,Orlanka (2614),486.13,123.924,52.86214722222223,23.19585361111111
152230040,PLOSKI,Narew (26),2553.77,121.81,52.90229083333333,23.232300555555558
152230050,PERKOWICE,Zielawa (2671448),877.33,134.43,51.99628611111111,23.28505055555556
152230060,TRZEŚCIANKA,Rudnia (26136),83.3,129.011,52.93892444444444,23.425533611111117
152230070,MALOWA GÓRA,Krzna (267144),3053.84,127.767,52.10356611111112,23.46739277777777
152230080,KRZYCZEW,Bug (26714),25607.25,125.216,52.146975833333336,23.499301666666668
152230090,NAREW,Narew (26),1983.07,130.514,52.91580388888889,23.522687777777776
152230100,NAREWKA,Narewka (2612),608.65,138.756,52.86301861111112,23.725208888888886
152230110,BONDARY,Narew (26),1086.23,135.091,52.940282222222216,23.748943611111116
152230120,SIEMIANÓWKA,Zb. Siemianówka (2611399),1085.55,141.436,52.9403425,23.75730972222222
152230130,BIAŁOWIEŻA,Narewka (2612),208.24,149.811,52.69038777777777,23.87867388888889
152230190,BIAŁOWIEŻA-PARK,Narewka (2612),228.19,149.916,52.70142694444445,23.841444166666665
152230200,ZABUŻE,Bug (26714),29429.73,115.614,52.31752166666667,23.048985
152239999,CICIBÓR,Klukówka (2671446),231.33,138.637,52.07782777777778,23.119146666666666
153140020,WIDUCHOWA,Odra (1),110553.76,-5.013,53.12242944444444,14.381886944444444
153140030,GRYFINO,Odra (1),111006.19,-5.023,53.25687444444444,14.484423333333332
153140050,SZCZECIN-MOST DŁUGI,Odra (1),114933.94,-4.982,53.42236111111111,14.559793055555556
153140060,WOLIN,Zalew Szczeciński,-999.0,-4.918,53.83794666666667,14.616538888888888
153140080,WIDZIEŃSKO,Gowienica (314),319.27,5.929,53.66546,14.744762777777776
153140090,GOLENIÓW,Ina (198),2132.15,1.885,53.56292777777777,14.8268425
153140100,ŻELEWO,Płonia (197432),1032.97,12.04,53.277412777777776,14.863292777777778
153140110,OKUNICA,Płonia (197432),366.23,13.84,53.19759638888888,14.938087222222222
153140190,SZCZECIN-PODJUCHY,Regalica (1974),111156.68,-5.054,53.36899555555556,14.592614722222224
153140200,MORZYCZYN,Jez. Miedwie (1976799),1032.76,13.391,53.35125111111111,14.9164725
