gauge_id,gauge_name,river,area,gauge_altitude,latitude,longitude
150180170,PYSKOWICE,Drama (1166),127.58,205.132,50.386492777777775,18.588820555555557
150180180,GLIWICE-ŁABĘDY,Kłodnica (116),477.25,205.07,50.34253,18.61522555555556
150180190,KRUPSKI MŁYN,Mała Panew (118),665.82,223.98,50.571106944444445,18.624429722222224
150180200,GOTARTOWICE,Ruda (1156),126.76,227.578,50.0923,18.599875
150180210,NIWKI,Liswarta (1816),215.87,231.676,50.82091527777778,18.662611944444443
150180220,GLIWICE,Kłodnica (116),451.01,210.865,50.29799361111111,18.668257222222223
150180230,WESOŁA,Stoła (11816),213.96,230.985,50.56161444444445,18.68994111111111
150180240,GLIWICE,Bytomka (1164),137.59,220.843,50.30451833333333,18.7276625
150180250,KŁODNICA,Kłodnica (116),74.58,236.23,50.23675861111112,18.86413555555556
150180260,NAMIARKI,Brynica (2126),225.71,267.192,50.37901416666666,18.9579275
150180270,KOZŁOWA GÓRA,Brynica (2126),194.14,271.941,50.412277777777774,18.97189722222222
150180280,RYBNIK-GOTARTOWICE,Ruda (1156),117.08,228.105,50.0856075,18.628513055555555
150189989,PAPROCANY,Gostynia (2118),130.86,238.228,50.09265111111112,18.994658333333334
150189990,JANKOWICE,Dokawa (21166),32.36,238.814,50.00611111111111,18.989049166666668
150189991,KUCZÓW,Mała Panew (118),157.48,271.278,50.54453361111111,18.93307055555556
150189992,ŁANY MAŁE,Kłodnica (116),873.9,187.496,50.38252444444444,18.42479666666667
150189993,BIERAWA,Bierawka (1158),371.93,175.453,50.28742833333333,18.26323194444445
150189994,RACIBÓRZ,Odra (1),6666.08,ND,50.09773805555556,18.214402222222223
150189995,SAMBOROWICE,Psina (1152),511.04,ND,50.04477972222222,18.141297777777776
150189996,GRÓDCZANKI,Troja (11526),187.55,208.746,50.068357500000005,18.055014166666663
150189997,WIERZCHY,Stobrawa (132),296.29,166.735,50.97312027777778,18.05355861111111
150189998,WIERZCHY,Kluczborski Strumień (1326),5.63,166.566,50.97550111111112,18.050717777777777
150189999,KIETRZ,Troja (11526),184.03,212.452,50.07587305555556,18.03441138888889
150190010,BRYNICA,Brynica (2126),104.32,278.872,50.47261361111112,19.000513055555555
150190020,JANKOWICE-GROBLA,Dokawa (21166),41.02,237.734,50.00097916666667,19.0032475
150190030,CZELADŹ,Brynica (2126),376.24,252.135,50.2999875,19.071861666666667
150190040,MIĘDZYRZECZE,Korzenica (21168),75.09,232.195,50.036385,19.078405555555555
150190050,BIERUŃ STARY,Mleczna (21188),125.77,237.051,50.09289638888889,19.088608055555557
150190060,BOJSZOWY,Gostynia (2118),332.48,229.671,50.06120055555555,19.108215833333336
150190070,SZABELNIA,Brynica (2126),496.63,244.653,50.25942638888889,19.13658611111111
150190080,RADOCHA,Przemsza (212),512.54,244.373,50.260799166666665,19.14041444444445
150190090,DĄBROWA GÓRNICZA,Pogoria (21258),34.4,257.114,50.33134166666667,19.158688055555555
150190100,NIWKA,Biała Przemsza (2128),871.77,240.555,50.2359525,19.160805
150190110,NIWKA,Bobrek (21288),91.4,242.436,50.24288666666667,19.170129444444445
150190120,PRZECZYCE,Przemsza (212),304.14,275.823,50.42717833333333,19.177831666666663
150190130,ŁAGISZA,Przemsza (212),421.33,260.124,50.35041277777778,19.18565166666667
150190140,BIERUŃ NOWY,Wisła (2),1774.25,226.218,50.064613055555554,19.193606666666668
150190150,PORAJ,Warta (18),392.47,264.358,50.67324722222222,19.20390611111111
150190160,OŚWIĘCIM,Soła (2132),1357.8,225.863,50.04006805555555,19.218538055555555
150190170,PUSTYNIA,Wisła (2),3940.41,223.369,50.06334611111111,19.236439166666667
150190180,JELEŃ,Przemsza (212),2003.64,231.147,50.16110416666667,19.23964305555556
150190190,PIWOŃ,Przemsza (212),155.07,292.351,50.48309444444445,19.253317222222226
150190200,LGOTA NADWARCIE,Warta (18),238.34,276.658,50.61830555555556,19.25947305555556
150190210,KUŹNICA SULIKOWSKA,Mitręga (21234),73.61,292.568,50.45294388888889,19.27282444444444
150190220,MSTÓW,Warta (18),987.87,231.831,50.83119388888889,19.28895638888889
150190230,GROMIEC,Wisła (2),5317.22,221.03,50.05613083333333,19.29257666666667
150190240,KRĘCIWILK,Warta (18),65.82,305.093,50.54518361111111,19.370209722222224
150190250,SŁAWKÓW,Biała Przemsza (2128),419.9,278.761,50.29978333333333,19.398797777777776
150190260,SMOLICE,Wisła (2),6790.03,214.262,50.03118222222222,19.460224166666663
150190270,GOLCZOWICE,Biała Przemsza (2128),216.27,323,50.36143527777778,19.60246277777778
150190280,WĄSOSZ,Pilica (254),993.71,228.072,50.75110083333333,19.682762222222223
150190290,BONOWICE,Krztynia (25414),255.08,252.452,50.62639416666666,19.7887775
150190300,BONOWICE,Żebrówka (254146),129.61,253.67,50.621876388888886,19.791822222222223
150190310,BALICE,Rudawa (2136),283.09,216.437,50.09306666666667,19.80682777777778
150190320,SZCZEKOCINY,Pilica (254),356.78,252.325,50.62672361111111,19.82062388888889
150190330,OJCÓW,Prądnik (21374),68.69,305.354,50.19485777777778,19.832461666666667
150190340,KRAKÓW-BIELANY,Wisła (2),7626.56,197.643,50.040351666666666,19.84340611111111
150190350,JANUSZEWICE,Czarna (2542),601.37,208.895,50.94159305555555,19.96075638888889
150190360,LAS,Wisła (2),5519.67,217.51,50.03542,19.382166666666667
150199983,RUDKA,Czarna Struga (25426),168.06,ND,50.92700611111111,19.98470305555556
150199984,KRAKÓW-OLSZA,Prądnik (21374),191.21,199.13,50.07314805555556,19.965481944444445
150199985,KRYSPINÓW,Sanka (21358),92.29,203.055,50.03741972222222,19.80589777777778
150199986,TYNIEC,Wisła (2),7515.26,199.97,50.02034222222222,19.80158638888889
150199987,KRZESZOWICE,Rudawa (2136),100.6,247.133,50.12894444444444,19.65538861111111
150199988,BŁĘDÓW,Biała Przemsza (2128),299.25,300.414,50.34402722222222,19.4609475
150199989,MĘTKÓW,Chechło (21334),104.67,224.361,50.05644472222222,19.36248916666667
150199990,RYSZKA,Sztoła (21284),140.63,271.143,50.26546472222222,19.35678055555556
150199991,SZCZAKOWA,Kozi Bród (21286),95.01,264.557,50.24289611111112,19.295291111111112
150199992,DWORY,Wisła (2),5312.47,222.122,50.04729583333333,19.273478333333333
150199993,MACZKI,Biała Przemsza (2128),647.37,254.21,50.257508888888886,19.27171027777778
150199994,CHEŁMEK,Przemsza (212),2114.03,227.46,50.10297694444444,19.231067222222222
150199995,KORWINÓW,Warta (18),527.29,250.666,50.73301333333333,19.178127222222223
150199996,BĘDZIN,Przemsza (212),486.8,252.91,50.32603611111112,19.127077222222223
150199997,SOSNOWIEC,Brynica (2126),407.46,246.945,50.27218111111111,19.112931944444444
150199998,SZOPIENICE,Rawa (21268),82.75,248.016,50.26527055555555,19.089630555555555
150199999,MIĘDZYRZECZE,Pszczynka (2116),281.48,234.073,50.022640555555554,19.07386361111111
150200010,MNISZEK,Nida (216),439.51,217.837,50.72746888888889,20.28495666666667
150200020,BOCHENIEC,Wierna Rzeka (2162),293.95,216.282,50.80244166666667,20.31179888888889
150200030,BRZEGI,Nida (216),2269.35,205.324,50.74169777777778,20.414235277777777
150200040,TOKARNIA,Czarna Nida (2164),1212.01,210.219,50.77413277777778,20.452951388888888
150200050,MICHAŁÓW,Mierzawa (2166),552.95,191.6,50.49163472222222,20.456251944444443
150200060,SIEROSŁAWICE,Wisła (2),8950.97,176.401,50.1318625,20.45671361111111
150200070,BISKUPICE,Szreniawa (21392),689.67,180.742,50.177484444444445,20.499770833333333
150200080,PIŃCZÓW,Nida (216),3329.81,183.609,50.514115,20.520278055555558
150200090,SŁOWIK,Bobrza (216482),304.81,230.935,50.83279138888889,20.53600666666667
150200100,POPĘDZYNKA,Wisła (2),10675.77,173.574,50.14140527777778,20.54937805555556
150200110,DOBIESŁAWICE,Nidzica (21398),641.38,174.972,50.22191388888889,20.593095555555557
150200120,MORAWICA,Czarna Nida (2164),760.04,223.446,50.750171944444446,20.616584444444445
150200130,JAGODNIKI,Wisła (2),12038.87,170.099,50.200494444444445,20.68196111111111
150200140,BORZĘCIN,Uszwica (21396),260.65,187.242,50.06488694444444,20.70565
150200150,KARSY,Wisła (2),19807.82,165.825,50.27497,20.77481111111111
150200160,DALESZYCE,Czarna Nida (2164),154.71,250.594,50.800916666666666,20.81307555555556
150200170,ŻABNO,Dunajec (214),6734.31,172.583,50.13182805555556,20.861981111111117
150209988,MĄCHOCICE,Lubrzanka (21644),96.03,268.074,50.90356055555555,20.78990333333333
150209989,NIESTACHÓW,Warkocz (216446),44.22,243.909,50.817422500000006,20.735973611111117
150209990,CEDZYNA,Lubrzanka (21644),141.47,251.372,50.86869166666667,20.72464361111111
150209991,WIŚLICA,Nida (216),3573.52,172.467,50.34258611111111,20.665108888888888
150209992,PAWŁOWICE,Mierzawa (2166),557.38,188.63,50.5047825,20.462250277777777
150209993,SKALBMIERZ,Nidzica (21398),360.82,193.061,50.32897972222223,20.397982222222225
150209994,JANOWICE,Kalinka (2139814),38.73,229.258,50.38873361111112,20.210987222222226
150209995,KRZCIĘCICE,Mierzawa (2166),243.8,222.578,50.58694472222223,20.17617527777778
150209996,PLESZÓW,Wisła (2),8668.99,187.5,50.04299666666667,20.112133333333336
150209997,ZESŁAWICE,Dłubnia (21376),262.43,208.101,50.09431472222222,20.03165361111111
150209998,BELINA,Czarna Struga (25426),67.17,ND,50.85832055555556,20.023624444444444
150209999,PORĘBY,Czarna (2542),422.66,ND,50.93305722222222,19.998854444444447
150210010,RAKÓW,Czarna (2178),214.53,219.147,50.67601361111111,21.02863861111111
150210020,SZCZUCIN,Wisła (2),23846.92,159.232,50.326887500000005,21.077331944444445
150210030,MOCHA,Łagowica (217832),188.36,216.729,50.67052388888889,21.08031527777778
150210040,RZEPIN,Świślina (2348),117.24,217.233,50.97311972222222,21.091811944444444
150210050,WILKOWA,Wschodnia (21788),655.05,166.449,50.46247861111112,21.165781666666664
150210060,STASZÓW,Czarna (2178),566.04,182.532,50.55635583333333,21.1731325
150210070,WAMPIERZÓW,Breń (2174),669.81,158.952,50.29942138888889,21.23086611111111
150210080,NIETULISKO DUŻE,Świślina (2348),402.02,176.914,50.97884861111111,21.241871111111116
150210090,KUNÓW,Kamienna (234),1109.42,176.214,50.96191,21.278899166666665
150210100,POŁANIEC,Czarna (2178),1353.83,156.04,50.43459416666666,21.28487055555556
150210110,GŁOWACZOWA,Grabinka (21876),180.19,189.833,50.049748888888885,21.312549166666667
150210120,MIELEC 2,Wisłoka (218),3893.0,161.53,50.279001666666666,21.430371944444445
150210130,PUSTKÓW,Wisłoka (218),3512.6,170.403,50.143276944444445,21.464986666666665
150210140,BRZEŹNICA,Brzeźnica (2188),482.44,177.232,50.10645333333333,21.486898611111112
150210150,KOŁO,Wisła (2),30652.6,146.857,50.50481777777778,21.511181944444445
150210160,KOPRZYWNICA,Koprzywianka (2194),500.15,149.016,50.59580111111112,21.57317055555556
150210170,SANDOMIERZ,Wisła (2),31786.02,139.259,50.67261083333333,21.74623
150210180,ANNOPOL,Wisła (2),51472.87,131.083,50.89915611111111,21.832292777777777
150210190,ZAWICHOST,Wisła (2),50626.58,133.532,50.80583333333333,21.86295527777778
150210200,GRĘBÓW,Łęg (2198),765.56,149.032,50.57570888888889,21.91185972222222
150210210,RADOMYŚL,San (22),16806.8,138.915,50.673563888888886,21.930694722222224
150210220,WŁOCHY,Pokrzywianka (234852),183.18,211.267,50.90768638888889,21.14718583333333
150219988,WOLA RANIŻOWSKA,Łęg (2198),133.1,188.009,50.29408138888888,21.9878175
150219989,WILCZA WOLA,Łęg (2198),245.09,178.54,50.345575833333335,21.923332222222225
150219990,KĘPIE ZALESZAŃSKIE,Łęg (2198),798.88,144.361,50.62301361111111,21.897709444444445
150219991,DWIKOZY,Opatówka (2314),255.68,141.391,50.737162777777776,21.790427222222224
150219992,PODGRODZIE,Kamienna (234),1503.39,157.818,50.904001666666666,21.544676666666668
150219993,PADEW,Babulówka (2192),152.14,149.523,50.45795722222223,21.522171666666665
150219994,BRZEŹNICA,Wisłoka (218),2990.87,172.455,50.10546138888889,21.469571666666663
150219995,KLIMONTÓW,Koprzywianka (2194),246.62,186.45,50.65630611111111,21.442264722222223
150219996,MIELEC,Wisłoka (218),3911.32,158.411,50.28572666666666,21.39683611111111
150219997,KRĘPA GÓRNA,Koprzywianka (2194),106.2,222.957,50.72511083333333,21.34821277777777
150219998,GRABINY,Grabinka (21876),186.12,187.679,50.049683888888886,21.340902222222223
150219999,JASTRZĘBSKA WOLA,Łagowica (217832),109.98,242.103,50.72310305555556,21.163010277777776
150220010,RZESZÓW,Wisłok (226),2079.93,192.641,50.03973777777777,22.01561277777778
150220020,RUDA JASTKOWSKA,Bukowa (2294),648.99,153.227,50.59745027777778,22.13973
150220030,NISKO,San (22),15561.92,149.724,50.51988166666666,22.192790555555558
150220040,SARZYNA,Trzebośnica (2274),249.72,162.379,50.32718555555556,22.347493055555557
150220050,HARASIUKI,Tanew (228),2029.56,164.678,50.477469722222224,22.473919166666665
150220060,GORLICZYNA,Mleczka (2268),525.09,173.495,50.08542888888889,22.487201944444447
150220070,RZUCHÓW,San (22),12163.94,161.775,50.24702638888889,22.50199138888889
150220080,TRYŃCZA,Wisłok (226),3514.8,165.239,50.16223333333333,22.547086944444445
150220090,LEŻACHÓW,San (22),8344.24,166.59,50.14037416666667,22.6031125
150220100,JAROSŁAW,San (22),7025.36,172.309,50.02113083333333,22.70270638888889
150220110,BIŁGORAJ,Łada (2286),226.49,191.138,50.54215194444444,22.71522861111111
150220120,ZAKŁODZIE,Pór (24174),542.41,201.85,50.75745083333333,22.86009888888889
150220130,ZAPAŁÓW,Lubaczówka (2256),857.54,187.377,50.10070722222223,22.88976388888889
150220140,CHARYTANY,Szkło (2254),754.63,183.038,50.00322027777778,22.93851972222222
150220150,SUŁÓW,Pór (24174),552.14,196.053,50.776267777777775,22.944110833333333
150220160,OSUCHY,Tanew (228),1041.32,191.888,50.39885,22.955118888888887
150220170,ZWIERZYNIEC,Wieprz (24),396.3,218.582,50.61116277777778,22.96661138888889
150229989,NAWÓZ,Pór (24174),591.6,193.327,50.780235833333336,22.991043333333334
150229990,SUŁÓW,Stara Gorajka (2417492),19.39,197.6,50.77143805555556,22.954540277777777
150229991,BRODZIAKI,Czarna Łada (22862),81.83,195.364,50.508087777777774,22.788547222222224
150229992,MARKOWICZE,Tanew (228),1372.42,180.449,50.4339825,22.745317222222223
150229993,LUCHÓW,Luchówka (22726),30.39,182.894,50.31549888888889,22.61559583333333
150229994,DĄBROWICA DUŻA,Złota (2272),114.8,174.507,50.300243888888886,22.561491111111117
150229995,OŻANNA WIELKA,Złota (2272),139.38,169.186,50.283562777777774,22.522838888888888
150229996,SZEWCE,Rakowa (22942),95.88,197.953,50.59724694444445,22.517558055555558
150229997,RUDNIK,San (22),13142.7,153.528,50.45137888888889,22.253298611111116
150229998,DĄBRÓWKI SZLACHECKIE,Wisłok (226),2569.98,180.422,50.11445805555556,22.23275444444444
150229999,IRENA,Sanna (232),229.88,163.792,50.76132138888889,22.049121666666668
150230010,NIELISZ,Wieprz (24),1400.13,189.716,50.808747777777775,23.041092222222225
150230020,WIRKOWICE,Wieprz (24),2002.14,184.733,50.86606333333334,23.09877388888889
150230030,KRZAK,Łabuńka (242),427.09,190.628,50.80244166666667,23.10454638888889
150230040,KRASNYSTAW,Wieprz (24),3012.65,174.023,50.98524416666667,23.1765425
150230050,ORŁÓW DREWNIANY,Wolica (2432),364.76,180.813,50.91514083333333,23.196711666666666
150230060,SURHÓW,Wojsławka (2434),255.23,186.173,50.936997777777776,23.26796833333333
150230070,GOZDÓW,Huczwa (267142),1195.67,180.802,50.77753527777778,23.80728888888889
150230080,MICHALÓW,Wieprz (24),573.67,198.97,50.73416888888889,23.020548055555555
150239997,WERBKOWICE,Huczwa (267142),1087.14,183.583,50.755625555555554,23.771345
150239998,LUBACZÓW,Lubaczówka (2256),344.2,203.862,50.15428055555555,23.127872222222223
150239999,LUBLINIEC,Wirowa (2282),353.0,201.82,50.29112305555555,23.086548333333333
150240010,STRZYŻÓW,Bug (26714),8983.63,171.723,50.839475,24.035812777777775
150240020,KRYŁÓW,Bug (26714),7147.22,177.709,50.677391388888886,24.062772222222225
151140010,GUBIN,Nysa Łużycka (174),4082.25,37.733,51.971968333333336,14.70690472222222
151140020,PLEŚNO,Lubsza (1748),813.2,44.268,51.91567444444444,14.754465
151140030,PRZEWOŹNIKI,Skroda (1746),221.08,114.049,51.52516027777778,14.82176861111111
151140040,PRZEWÓZ,Nysa Łużycka (174),2069.35,120.612,51.47214972222223,14.947057777777776
151140050,RĘCZYN,Witka (1742),318.92,195.166,51.04298472222222,14.979992222222222
151140060,ZGORZELEC,Nysa Łużycka (174),1627.4,175.579,51.16114583333333,14.993715833333331
151149999,NIEDÓW,Witka (1742),318.14,200.924,51.03812388888889,14.988547222222222
151150010,ZGORZELEC,Czerwona Woda (1744),128.41,185.667,51.13096555555556,15.020611944444443
151150020,OSTRÓŻNO,Witka (1742),267.54,210.844,51.02088333333333,15.032729722222223
151150030,IŁOWA,Czerna Mała (1686),172.87,119.749,51.503010277777776,15.198218333333331
151150040,NOWOGRÓD BOBRZAŃSKI,Bóbr (16),5590.05,72.57,51.798595,15.23694361111111
151150050,DOBROSZÓW WIELKI,Bóbr (16),5373.31,74.187,51.774145833333336,15.255983888888888
151150060,LEŚNA,Kwisa (166),303.34,238.23,51.028323888888885,15.286749444444444
151150070,ŻAGAŃ,Czerna Wielka (168),898.93,98.189,51.61395111111111,15.289692777777775
151150080,ŻAGAŃ,Bóbr (16),4258.38,92.013,51.618188333333336,15.31577777777778
151150090,ŁOZY,Kwisa (166),898.71,117.534,51.4914275,15.368737222222222
151150100,NOWOGRODZIEC,Kwisa (166),732.98,187.094,51.20303277777778,15.395782777777775
151150110,GRYFÓW ŚLĄSKI,Kwisa (166),275.76,308.632,51.02661444444444,15.413071666666667
151150120,SZPROTAWA,Bóbr (16),2881.77,115.511,51.56145333333333,15.526541944444446
151150130,SZPROTAWA,Szprotawa (164),874.1,118.155,51.565150277777775,15.555150833333334
151150140,DĄBROWA BOLESŁAWIECKA,Bóbr (16),1711.8,157.739,51.32572,15.570519166666667
151150150,NOWA SÓL,Odra (1),36795.97,58.95,51.802149166666666,15.721623055555556
151150160,ZAGRODNO,Skora (13866),165.27,181.317,51.18884361111111,15.86389
151150170,ŚWIERZAWA,Kaczawa (138),136.4,256.459,51.01784916666666,15.887658055555557
151150180,CHOJNÓW,Skora (13866),264.81,140.128,51.27272472222222,15.945535555555557
151150190,LUBIATÓW,Obrzyca (156),199.97,53.015,51.92110861111111,15.970693055555556
151159996,PARCHÓW,Szprotawa (164),266.16,134.928,51.4750875,15.94779
151159997,DĄBROWA BOLESŁAWIECKA,Bobrzyca (1638),170.29,163.237,51.326820000000005,15.582268055555556
151159998,KOWALICE,Czerna Wielka (168),288.31,121.156,51.48482,15.232416666666667
151159999,MIKUŁOWA,Włosienica (17446),55.3,215.445,51.08280722222223,15.100862222222222
151160010,KUŹNICA GŁOGOWSKA,Cienica (15616),63.04,54.722,51.86586361111111,16.02266277777778
151160020,RZYMÓWKA,Kaczawa (138),309.86,149.78,51.139451666666666,16.025590833333332
151160030,RADZYŃ,Jez. Sławskie (15619),199.94,55.619,51.87265638888889,16.03819388888889
151160040,BUKOWNA,Czarna Woda (1386),428.59,124.488,51.31010055555555,16.04682277777778
151160050,DUNINO,Kaczawa (138),758.24,135.71,51.15692833333333,16.07712111111111
151160060,GŁOGÓW,Odra (1),36368.03,68.05,51.67401638888889,16.059033055555556
151160070,WINNICA,Nysa Szalona (1384),390.59,152.112,51.11158555555556,16.09370722222222
151160080,RZESZOTARY,Czarna Woda (1386),871.89,115.064,51.248925,16.144796944444444
151160090,JAWOR,Nysa Szalona (1384),302.46,187.296,51.04820111111111,16.189857222222223
151160100,PIĄTNICA,Kaczawa (138),1798.92,110.165,51.22774916666667,16.19908361111111
151160110,OSŁONIN,Jez. Osłonińskie-Górskie (1564872),9.85,59.256,51.94997138888888,16.210440277777778
151160120,PROCHOWICE,Kaczawa (138),2220.88,93.485,51.27345611111111,16.381678333333333
151160130,ŚCINAWA,Odra (1),29570.72,86.77,51.40881833333333,16.44346361111111
151160140,OSETNO,Barycz (14),4574.72,77.64,51.63185638888889,16.460058055555553
151160150,MALCZYCE,Odra (1),26802.41,92.052,51.22674527777778,16.489652222222222
151160160,RYDZYNA,Polski Rów (148),316.07,81.415,51.78289361111111,16.66900027777778
151160170,BRZEG DOLNY,Odra (1),26427.29,97.832,51.26062833333334,16.726703333333333
151160180,BOGDASZOWICE,Strzegomka (1348),561.04,124.225,51.08674805555556,16.792626666666667
151160190,JARNOŁTÓW,Bystrzyca (134),1718.87,116.359,51.12174472222223,16.842756944444442
151160200,KORZEŃSKO,Orla (146),1216.69,85.209,51.53906666666666,16.872422222222223
151160210,WROCŁAW-ŻERNIKI,Ślęza (1336),966.6,ND,51.12316722222222,16.939835
151160220,KANCLERZOWICE,Sąsiecznica (144),389.25,87.301,51.45349,16.956275277777777
151160230,ŚLĘZA,Ślęza (1336),873.53,120.558,51.03739638888889,16.985097500000002
151160250,RADZYŃ,Radzyńska Struga (15614),18.98,56.304,51.868413333333336,16.041801666666668
151160260,SŁAWA ŚLĄSKA,Czernica (15612),53.63,54.114,51.88043555555556,16.075141944444443
151169995,CHEŁM,Cicha Woda (1378),191.4,135.667,51.129545,16.461842777777775
151169996,ŚCINAWA,Zimnica (1392),248.24,90.286,51.41224638888889,16.423774444444447
151169997,KUNICE,Wierzbiak (1388),257.35,108.231,51.21926361111111,16.2331525
151169998,PĄTNÓW,Kaczawa (138),1801.92,108.601,51.234586944444445,16.211916944444443
151169999,CHOCIEMYŚL,Krzycki Rów (154),364.89,66.303,51.73760583333333,16.004730555555554
151170010,KRZYŻANOWICE,Widawa (136),1665.12,111.782,51.17108777777778,17.04736777777778
151170020,WROCŁAW-SOŁTYSOWICE,Widawa (136),1664.29,ND,51.16325972222222,17.078088333333334
151170030,TRESTNO,Odra (1),20368.39,114.587,51.08209111111111,17.147077777777778
151170040,ŁĄKI,Barycz (14),1747.85,93.87,51.49313138888889,17.146331666666665
151170050,ZBYTOWA,Widawa (136),733.8,126.873,51.105852500000005,17.406746666666667
151170060,BOGDAJ,Polska Woda (142),229.8,115.711,51.51605555555555,17.56422722222222
151170070,ODOLANÓW,Barycz (14),159.13,114.322,51.575591388888895,17.67006638888889
151170080,ODOLANÓW,Kuroch (1414),172.02,113.967,51.57840222222222,17.67015888888889
151170090,NAMYSŁÓW,Widawa (136),560.91,145.676,51.080333888888894,17.709923888888888
151170100,MICHALICE,Widawa (136),530.24,149.855,51.104551666666666,17.756947222222223
151170110,BOGUSŁAW,Prosna (184),4286.42,88.034,51.898243888888885,17.953722777777777
151179992,ŚWIECA,Złotnica (1416),153.95,116.86,51.54051388888889,17.699823333333335
151179993,BOGUSŁAWICE,Ciesielska Woda (136384),34.14,145.445,51.203637500000006,17.443689444444445
151179994,KANIEW,Orlanka (14616),17.95,125.331,51.793663333333335,17.40718638888889
151179995,SKAŁÓW,Orlanka (14616),20.02,118.886,51.79569722222222,17.38191888888889
151179996,KUKLINÓW,Orla (146),200.42,105.555,51.73027111111112,17.29763555555556
151179997,MILICZ,Barycz (14),1677.46,100.61,51.53423111111111,17.2727525
151179998,ŁĄKI,Kanał Młyński (14672),3.07,97.2,51.49460333333334,17.15651833333333
151179999,PSIE POLE,Widawa (136),1383.11,114.47,51.14564111111111,17.096884166666666
151180010,OŁOBOK,Ołobok (1844),446.29,109.35,51.639405277777776,18.06885611111111
151180020,PIWONICE,Prosna (184),2915.44,102.032,51.72670305555556,18.10736083333333
151180030,KUŹNICA SKAKAWSKA,Niesób (1842),244.67,152.157,51.27966694444444,18.131760555555555
151180040,MIRKÓW,Prosna (184),1248.33,144.74,51.31549305555555,18.15484
151180050,DĘBE,Swędrnia (18482),493.19,106.944,51.79148666666666,18.19787527777778
151180060,KRASZEWICE,Łużyca (18438),241.17,125.489,51.51925722222222,18.225004166666665
151180070,GORZÓW ŚLĄSKI,Prosna (184),164.53,187.941,51.03514111111111,18.43451583333333
151180080,SIERADZ,Warta (18),8150.28,125.225,51.600075833333335,18.741902222222222
151180090,NIECHMIRÓW,Oleśnica (1818),592.46,148.118,51.38813888888889,18.762220555555555
151180100,OSJAKÓW,Warta (18),4458.69,150.621,51.28549777777778,18.785061666666667
151180110,UNIEJÓW,Warta (18),9178.28,102.352,51.972566666666665,18.791176944444445
151180120,BURZENIN,Warta (18),5425.07,138.354,51.45830138888889,18.837914444444444
151180130,DZIAŁOSZYN,Warta (18),4092.96,172.726,51.11020777777778,18.873235
151180140,PODGÓRZE,Widawka (182),2368.04,138.779,51.46512194444445,18.943234166666667
151180150,WIDAWA,Nieciecz (18292),254.81,143.783,51.43826444444444,18.94662388888889
151180160,PODDĘBICE,Ner (1832),1131.55,115.153,51.89157,18.9495275
151180170,ROGÓŹNO,Widawka (182),1273.07,141.918,51.43567472222222,18.97427083333333
151180180,GRABNO,Grabia (1828),806.12,141.678,51.45838166666667,18.98516027777778
151189991,ZAWADY,Liswarta (1816),1100.61,193.16,51.02964416666666,18.92665694444445
151189992,ROŻDŻAŁY,Pichna (183178),115.95,127.421,51.7333925,18.81681305555556
151189993,KSIĘŻE MŁYNY,Warta (18),9019.02,106.384,51.88707,18.742609722222223
151189994,PĘCZNIEW,Stara Pichna (1831794),362.72,114.155,51.80140222222222,18.721832777777777
151189995,WARTA,Warta (18),8465.24,119.445,51.71273111111111,18.64783805555556
151189996,PLEWNIA,Żabianka (184824),76.67,115.983,51.86577916666667,18.285498333333337
151189997,TROJANÓW,Trojanówka (1846),471.24,106.85,51.72043055555556,18.187045277777777
151189998,OPATÓW,Pomianka (18418),129.89,158.691,51.21407805555556,18.16674305555556
151189999,KALISZ,Swędrnia (18482),537.28,ND,51.75257,18.124883333333333
151190010,KULE,Liswarta (1816),1559.64,184.907,51.04289,19.0481425
151190020,SZCZERCÓW,Widawka (182),720.26,160.222,51.328230000000005,19.113592222222223
151190030,ŁASK,Grabia (1828),472.99,163.88,51.59704277777778,19.12182
151190040,LUTOMIERSK,Ner (1832),504.14,149.432,51.75647611111111,19.22131027777777
151190050,SŁOK,Widawka (182),416.61,182.805,51.290143888888885,19.3485575
151190060,BOBRY,Warta (18),1804.85,205.635,51.02514361111111,19.40516722222222
151190070,GIECZNO,Moszczenica (2722),226.49,113.81,51.99704861111111,19.44311055555556
151190080,KŁUDZICE,Luciąża (254534),502.13,169.946,51.34912194444445,19.78193027777778
151190090,PRZEDBÓRZ,Pilica (254),2547.15,187.388,51.08952333333333,19.87499888888889
151190100,SULEJÓW-KOPALNIA,Pilica (254),3921.49,166.422,51.34347361111112,19.88597888888889
151190110,ZAWADA,Wolbórka (2546),605.13,159.514,51.52989916666667,19.94279611111111
151190120,DĄBROWA,Czarna (2544),945.06,172.873,51.31382666666666,19.971695
151199997,SULEJÓW,Pilica (254),3930.55,165.735,51.3551,19.88247611111111
151199998,CHOCIANOWICE,Ner (1832),132.91,172.516,51.70934166666667,19.42560027777778
151199999,KUŹNICA,Kocinka (18168),250.3,195.592,51.02462027777778,19.108237222222225
151200010,BORYSŁAW,Łupia-Skierniewka (27258),98.08,141.08,51.85068694444445,20.09814083333333
151200020,SPAŁA,Pilica (254),5963.44,146.603,51.53719555555556,20.134023888888887
151200030,BOGUSZYCE,Rawka (2726),175.07,140.164,51.74773777777778,20.186666388888888
151200040,OPOCZNO,Drzewiczka (2548),607.83,172.847,51.38151138888889,20.300853611111112
151200050,JULIANÓW,Białka (27266),199.08,130.071,51.83600166666667,20.3155225
